coveragefraction20,coveragefraction30,coveragefraction40,coveragefraction50,coveragefraction60,coveragefraction80,coveragefraction90,coveragefraction111,coveragefraction112,coveragefraction113,coveragefraction114,coveragefraction115,coveragefraction116,coveragefraction121,coveragefraction122,coveragefraction123,coveragefraction124,coveragefraction125,coveragefraction126,coveragefraction200
0.012979346726320689,0.002242618770645268,0.009047887313641083,0,0,0.0016109911747845586,0.0016018705504609058,0.11946994933334598,0,0,0.7858981330437239,0,0.027311108974739397,0,0,0,9.611223302765434e-4,0,0.038876971782061696,0
3.203741100914164e-4,0.0025629928807313312,0.019005823666864055,0.007048230422011161,0,9.520017345942957e-4,0,0.11125669615164151,0,0,0.6730747575060642,0.008329726862376827,0.09315554374077949,0,0,0,0.0044852375412798295,4.950443441952428e-4,0.07931357103937066,0
0.003203741102604205,0.03952384934988787,0.24787453488145753,0.0695688291469149,0.0018673055915197879,0.06304387691900741,0.0028833669923437845,0.023759548325754276,0,0,0.07402433177482097,0.004485237543645887,0.14163906338317558,0,0,0,6.407482205208411e-4,7.864520965852929e-4,0.18006936565874954,0.14662974901301215
0,0.0029383060623935334,0.0025333334806315355,0.007500225814836888,0.001016061400826422,0.01692379253252042,0,0,0,0,0,0,0,0,0,0,0,0,0.004672894133808619,0.9644153865749826
0.010956942556609716,0.18850981792108623,0.3556875460705831,0,0,0,0.00608710809338604,0,0,0,0.14456010879043413,0,0.025265624249094523,0,0,0,0.15376497692438665,0,0.11516787539441962,0
6.407482203541311e-4,0.04191871808881488,0.01994100388201945,0,0,0,0,0,0,0,0.610049601827973,0,0.04725368912557053,0,0,0,0.19877912004061105,0,0.08141711881465702,0
0.0012814964410386232,0.00872218734592483,0.35329730110583085,0.01933333831219487,0,0,3.203741102596558e-4,0,0,0,0.3704100889145619,0,0.023651653507263948,0,0,0,0.1617555353069962,0,0.06122802495592908,0
6.407482205208411e-4,0.009497184234359086,0.7491907172215214,0.004799198878731403,0,0.014416834961718923,0.004309036171214057,0,0,0,0.09399329640747645,0,0.010644432007508172,0,0,0,0.056193823562471906,0,0.056314728334477746,0
0.0012814964403748423,0.008722187341406971,0.7694908395028394,0.007610316382004998,0,0.013753128883767759,0.0068974817929407925,0,0,0,0.09957936061627763,0,0.015753917802170503,0,0,0,0.03503201874385311,0,0.04187925249436406,0
0.0030282650915210508,0.020556545183265197,0.2558230050420478,0.01660160846723642,0,0.0781290115160649,0.02068482536799794,3.203741100917988e-4,0,0,0.5039633613330026,0,0.02904689680473437,0,0,0,0.018499057785611304,0,0.05334704929842667,0
0.0036358954151138726,0.006250765070127272,0.249281434975021,0.02766197755208436,0,0,0.006479568570293767,0.005270158498881051,0,0,0.5211066711860538,0,0.04789629993653571,0,0,0,0.022270195927076658,0,0.11014703286881244,0
0.0038444893231433996,0.005446359874453149,0.13349670673725322,0.014013281559672979,0,0,0.0019222446615716998,0.018157209281413116,0,0,0.6769019778928006,0.002707165619924879,0.03172514635160856,0,0,0,0.04707958350896998,0,0.06470583518918842,0
0,0.011924758819065842,0.2824513165974557,0.013053047002796898,0,0,0.005270158500624129,0,0,0,0.4972043726207546,0,0.022186290525385777,0,0,0,0.0977567816953454,0,0.07015327423857162,0
0.0016018705508776805,0.010325227525667415,0.23582854579443094,0.03620227444983558,0,0,0,0,0,0,0.6033314032476199,0,0.004164863432281969,0,0,0,0.05429703794091266,0,0.05424877705837385,0
0,0,0.009712231379341935,0,0,0,0,0,0,0,0.9774463825564544,0,0,0,0,0,0.004921989999206728,0,0.007919396064996887,0
0,0.0016018705513059263,0.003844489323134223,6.407482205223705e-4,0,0,0,0,0,0,0.9629723853932566,0,0.0016018705513059263,0,0,0,0.01952107761583208,0,0.009817558344642941,0
0,0,0,0,0,0,0,0.007688978644222043,0,0,0.9892213193274422,0,6.407482203518369e-4,0,0,0,0.002448953807983898,0,0,0
0,0,0,0,0,0,0,0.024588376535226553,0,0,0.967195935674682,0,0.005125985762153974,0,0,0,0.0030897020279374832,0,0,0
0,0,0,0,0,0,0.006727856308434896,0.02699185528624031,0,0,0.9276408792178289,0,0.011419428883982662,0,0,0,0.013031223503535638,0,0.014188756799977602,0
0,6.407482202067305e-4,3.2037411010336523e-4,6.407482202067305e-4,0,0,0,0.02762272632210802,0,0,0.9623015035269298,0,0.00174604328827474,0,0,0,0.0041648634313437485,0,0.002562992880826922,0
0,0,9.611223305289026e-4,0,0,0,0,0.006407482203526016,0,0,0.9891072802540057,0,3.203741101763008e-4,0,0,0,0.0028833669915867073,0,3.203741101763008e-4,0
0,0,8.470832573257108e-4,0.0012814964410386232,0,0,0,0.006977235657802066,0,0,0.948574668425184,0,9.611223307789674e-4,0,0,0,0.030900087322755204,0,0.010458306565115384,0
0,0,0,0,0,0,0,0.011604462737368768,0,0,0.978018147138742,0,0,0,0,0,0.005844510114657647,0,0.00453288000923151,0
0.010849233528628068,0.09011742094631642,0.4593558845804155,0.04719866965535881,0,0,4.2638649962192115e-4,0,0,0,0.31374148416827197,9.611223307789674e-4,0.0030679589190431874,0,0,0,0.008426257139026247,0,0.06585558223253893,0
0.01057234563580531,0.03622284790972237,0.16336051500205753,0.00245931743424504,0,0,0.0018802919517533967,0.008457846224638766,0,0,0.6245522462454218,6.407482203518369e-4,0.039508159874886664,0,0,0,0.013662047664141044,0,0.09868363383697627,0
0.003844489321624657,0.0028193073159681007,0.03598765726584643,0.007016201788387798,0,0,5.766885450203842e-4,0.006031075110957752,0,0,0.8865796398936914,0,0.012494666029163564,0,0,0,0.014623169992818829,0,0.030027104736521117,0
0,0,0,0,0,0,0,0.005446359874453149,0,0,0.9926313954639752,0,0.0012814964410477999,0,0,0,6.407482205238999e-4,0,0,0
6.407482201776709e-4,0,0.015265742259353222,0.003979468087583554,0,0,0,0.0064795685706523975,0,0,0.9348000795444217,9.611223302665064e-4,0.005725875226867013,0,0,0,0.007947554304363785,0,0.02419984145631419,0
0.0012814964403656656,0.0019222446605484985,0.03887748241280842,0.011078115115324636,0,0,0,0.0028833669908227477,0,0,0.8952605314339298,0,0.004308306098887789,0,0,0,0.011987726899664168,0,0.03240072994764823,0
0,3.203741100929459e-4,0.01106738997726482,0.003524115211022405,0,0.006640085152196327,0.003524115211022405,0.1020222550395897,0,0,0.7591240017062577,0.003596201579899017,0.07390600488561312,0,0,0,9.611223302788376e-4,0,0.035314334796762756,0
0.006540199725301642,0.003203741102596558,0.34067687996564183,0.07194825768450422,0,0.002971138152138111,4.530916303681817e-4,0.07627013253440998,0,0,0.09710100128372394,0.0031294884505404527,0.17701215043133695,0.0073686045359720835,0,0,6.407482205193116e-4,3.203741102596558e-4,0.21236419217268707,0
0.004993268244057885,0.010324057897247751,0.08517853074789987,0.07201682399386383,0,0.058326402691607424,0.0011487789209328394,0.0011773814375241477,0,0,0,1.1431038636733879e-4,0.006447539939519467,3.2037411026042054e-4,0,0,0,0,0.029734232158440684,0.7302182994722783
3.203741105074265e-4,0.22253281640466727,0.040823655605833654,0,0,0,0,0,0,0,0.37173615733693754,0,0.07836208919379901,0,0,0,0.20125381183736624,0,0.08497109551088881,0
0.0028833669938678327,0.024989180613521216,0.0120001909603741,0,0,0,0,0,0,0,0.47408385092484723,0,0.02975481729676777,0,0,0,0.3719389456928,0,0.08434964751782187,0
0,0.003844489325132448,0.01469497519445237,0,0,0,0,0,0,0,0.7931546201757378,0,0.010820633376042107,0,0,0,0.1214289879375444,0,0.05605629399109083,0
0.001952378322693374,0.015656378696166682,0.09911041811478079,0.007683655134091667,0,0,0,0.0028833669946029717,0,0,0.693782994315576,3.203741105114413e-4,0.011781755710404658,0,0,0,0.07548343841510896,0,0.0913452401860635,0
0.0028833669946184575,0.01610785408360037,0.3317839051732326,0.06536418693427218,0,0.004164863436671105,0.005254828123476101,0.005887268627736467,0,0,0.3923553049749623,0.0016018705525658095,0.014481256150725041,0,0,0,0.06070605352355333,0,0.09940924142458624,0
0.0044852375448235626,0.028665859098485784,0.535382264229596,0.04351069450605914,0,3.203741103445402e-4,0.0190439863600422,0.006727856317235344,0,0,0.24535961298147954,0,0.027510220785080208,0,0,0,0.02259057004688074,0,0.06640332401997294,0
0.011959046357607568,0.005483069460254619,0.12862821175137393,0.034162963736362476,0,0,0.003605761725189353,0.02604070391672707,0,0,0.6090838598697441,9.611223310333338e-4,0.058747827205087706,0,0,0,0.023198200371180866,0,0.09812923327543896,0
0.006240840996803344,0.00875421595369052,0.29724426112366215,0.10018270495178674,0,0.0028833669929318097,0.018509612020416996,0.085716088810349,0,0,0.2972847222201882,0.008329726868469674,0.06186314260842313,0.0012814964413030267,0,0,0.0031316547247806775,0,0.1085781662871947,0
0.00735795510878407,0.00993159742573022,0.19130072154223432,0.13576488243792142,0,0.0016018705525371324,0.01185384208877478,0.07125730116722716,0,0,0.415809469695915,0.00241882012702388,0.04163871024350839,0.0016018705525371324,0,0,0.00993159742573022,0,0.09953136163207632,0
6.407482208626729e-4,0.0011373236847240552,0.09469714756664414,0.04121539077464035,0,0,0.0027391942368807376,0.007398738199537929,0,0,0.7678302501641077,9.611223312940093e-4,0.013239453502614193,0,0,0,0.016339079631998158,0,0.0538015516866961,0
0,0.0019222446625731064,0.0058708489626479125,0,0,0,0,0,0,0,0.9785830215689816,0,9.611223312865532e-4,0,0,0,0.0055504748522190615,0,0.007112287622291738,0
0,0.0016018705525658095,0.018902072520276553,0.01060247930655923,0,0,0,0.00994369995255851,0,0,0.9158092531040463,0.0013718974209273118,0.003203741105131619,0,0,0,0.015661704630050528,0,0.022903281407884182,0
0.0019825119823263814,0.008981880531761941,0.03744859723866441,0.006727856320768371,0,0,0,0.004473135020528438,0,0,0.8736814386242437,3.2037411051277954e-4,0.005446359878717252,0,0,0,0.015347826070153269,0,0.04559002022232347,0
3.203741104275128e-4,0.006426210429572524,0.007524312869621566,0,0,0,0,0.0010213896505162025,0,0,0.9752310217480588,0,0.00323387476389196,0,0,0,0.002961221158742001,0,0.0032815952691695135,0
0,0,9.611223311526308e-4,3.203741103842103e-4,0,0,0,0.003919198428019365,0,0,0.9854337468258928,0,0.0012814964415368412,0,0,0,0.003524115214226313,0,0.004559946648787786,0
3.013365959327559e-5,6.407482203541311e-4,7.311491991339579e-4,0,0,0.01153346796637436,0.023447577362112337,0.035577218119395404,0,0,0.8659671607059019,0,0.027642574454007463,0,0,0,0.008433841839450472,0,0.025996128473676713,0
0,0,0.0028833669931945284,0,0,0,0,0.04470842482683224,0,0,0.9110131850838818,0,0.014973677748935637,0,0,0,0.008329726869228638,0,0.0180916184779271,0
5.522446421697055e-4,0.0016018705521299167,0.05808380716645646,0.0032037411042598334,0,0,0,0.034119659826326934,0,0,0.8227217074758358,0.005446359877241717,0.024755700936964407,0,0,0,0.0057667339876677,0,0.043748174430947494,0
0.003292244683851716,0.008650100983891506,0.02909918068242516,0.0028833669946305017,0,0,0.0012814964420580007,0.031763599740984236,0,0,0.8471782386286363,0,0.015411597509008366,0,0,0,0.019398647984345797,0,0.04104152635016838,0
0.0025629928840808242,0.0032037411051010303,0.07676131051502273,0.016489747934138255,0,0.0025629928840808242,0.0035241152156111335,0.041926332853568955,0,0,0.6903640536869896,0.0045756385260152434,0.054121483967385274,6.407482210202061e-4,0,0,0.009690894386877907,6.407482210202061e-4,0.09293519959908778,0
0,0.006727856320772386,0.034552316967673566,0.002242618773590795,0,0,0.0016018705525648537,0.0016263144559452547,0,0,0.9204979764395775,0,0.003696524222589364,0,0,0,0.00507834329306892,0,0.02397617897421727,0
1.2811936016595739e-4,6.405968008297869e-5,0.0059803552887569235,0,0,0,1.9217904024893608e-4,0.007368604539859177,0,0,0.9419229307712643,0.003203741104286599,0.0216972997338147,0,0,0,0.001665930232226278,0,0.01777678024929411,0
0.00275524764289953,0.005702674311702418,0.09260104125663769,0.0621846060119071,0,0,0.0036523102987656665,0.025067762529923612,0,0,0.6890930665797019,6.407482207781708e-4,0.020375823714299225,3.505077700023031e-4,0,0,0.009867537746760528,0,0.08770867391662186,0
0,0,0,0,0,0,0,3.203741105074265e-4,0,0,0.9996796258894926,0,0,0,0,0,0,0,0,0
0,3.203741103456395e-4,0.011698580398677877,0.0025011944348584773,0,0,0,0.011688292468103153,0,0,0.9348084566555169,0,0.005156119425139363,0,0,0,0.004485237544838953,0,0.029341744962519664,0
3.203741103433931e-4,3.203741103433931e-4,0.003709510586139617,0.0010229207884842769,0,0,0,0.0026865897976553403,0,0,0.9665014311817439,0,0.005446359875837683,0,0,0,0.0018501582835795014,0,0.018142281265872893,0
3.203741103447314e-4,0.0028833669931025824,0.011708138206652265,1.7467023424193548e-4,0,0,0,0.10587121323952248,0,3.203741103447314e-4,0.7972592459281197,0.001209410062897767,0.04621540916479701,0,0,0,0.004164863434481508,0,0.029872934515495327,0
0.007368604541802724,0.013268056051253183,0.20144762615956313,0.052219082551415774,0,0.003203741105131619,3.2037411051316194e-4,0.21662914704129407,0,0,0.054438202939876466,0.012083651612713107,0.1984331724689336,0.003336458625345162,0,0,0.0012814964420526478,0.0023753362938056764,0.23359505005629969,0
0.0012814964420511182,0.015173153405881065,0.15380765119965142,0.1407716380029719,0.0025629928841022363,0.07977541702224145,0.010892719757434504,0.03976534875716034,0,0,0.007556261132093325,0.01286547123476394,0.10956239338078619,0.004993268247991089,0,0,0,0.002430275363888852,0.19938418654905748,0.2191777266199251
0,9.611223312833987e-4,0,0.00435178762607131,0,0.008377806563343177,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9863092834793021
9.61122331276803e-4,0.03585360713594377,0.003177844088023327,0,0,0,0.00571719887199182,0,0,0,0.6447271870484502,0,0.02203038148746479,0,0,0,0.24905931434547451,0,0.038473344691374776,0
0.0012814964413796902,0.11117542340414589,0.024028058275869194,0,0,0,0,0,0,0,0.5351089577724888,0,0.05559362122693054,0,0,0,0.15541014085878088,0,0.11740230202040498,0
0.007245005312494971,0.04029928819256835,0.12774350490018124,0.03876526735205949,0,0,0,0,0,0,0.5696752066547122,0,0.02724785508696598,0,0,0,0.06320970293369392,3.203741103475991e-4,0.12549379545697634,0
0.0016716980138469532,0.014366210572753769,0.05537280904064492,0.011322532324695551,0,0,0,0,0,0,0.8347976426955511,0,0.004905572782524438,0,0,0,0.022692790076607426,0,0.05487074449337583,0
0.004164863435572578,0.003512296164996988,0.05707977954740528,0.1323014235570378,0,0,0,0.021024156630728007,0,0,0.7266700865241272,9.611223312859797e-4,0.0060752890484262675,0,0,0,9.493032815677092e-4,0,0.04726167947885212,0
0.00383267027348617,0.015857307441698127,0.7240917531718525,0.12421198035666266,0,0.008970475087463074,0.011213093859328841,0.001590051501620402,0,0,0.00881264497733754,0,0.023550279293635307,0,0,0,9.611223307996149e-4,0,0.07690862170611582,0
0.010240152478719164,0.017484068517993834,0.2339673781828478,0.14864310090285895,0,0,0.009611223307904383,0.054239594091650675,0,0,0.2542425971014892,0.004164863433425233,0.08212061504772018,0.002562992882107835,0,0,9.611223307904382e-4,0,0.1817622917224923,0
0.002242618771685102,0.003151138974540652,0.04170977580779277,0.010251971527703324,0,0,0,0.051358004187579465,0,0,0.6975273508971784,0.0035241152126480177,0.07439839818913314,0,0,0,0.0016018705512036444,0,0.11423475588053544,0
0.001601870552128005,0.001601870552128005,0.07175387661765405,0.017252925764109823,0,0,0,0.0933071946189486,0,0,0.7001257642464416,0.007368604539788823,0.029672445441113308,0,0,0,0.0028833669938304086,0,0.07443208067385737,0
3.2037411034530495e-4,0,0.022360596910642714,0,0,0,0,0.06400840036928149,0,0,0.8362080115441389,9.611223310359147e-4,0.020812498122729624,6.289291709754145e-4,0,0,0.004805611655179574,0,0.04989445578567109,0
3.203741103475991e-4,6.407482206951982e-4,0.017300201958770352,0.015057583186337157,0,0,0,0.023328214806798333,0,0,0.8987739456799128,0,0.0032037411034759908,0,0,0,0.015116332934874783,0,0.026258857998787848,0
6.407482208573197e-4,0.0016018705521432994,0.025950302944721452,0.012464456642326848,0,0,0,9.611223312859797e-4,0,0,0.8695296154541712,0.0015114695589706407,0.014556409556729308,0,0,0,0.02074915021003166,0,0.05203485452876232,0
0.0089102077632207035,0.00425107987388889,0.07993753580044662,0.005446359877287218,0,0,0,0.0041412253361360375,0,0,0.7610869032578971,0,0.03931779546187541,0,0,0,0.014042686631677336,0,0.08286620599757076,0
6.407482206982571e-4,5.007600185892697e-4,0.0016018705517456427,0,0,0,0,0.007937266380246066,0,0,0.9393849639126199,0,0.02292635256560006,0,0,0,0.0048056116552369285,0,0.02220242669526386,0
0,6.171101211836218e-4,0.011842023031591225,0,0,0,0,6.407482206110785e-4,0,0,0.9501280102397595,0,0.00895865603884137,0,0,0,0.0067278563164163245,0,0.02108559603159695,0
2.9024044573571455e-4,0.01377148858363542,0.003754088328064304,0,0,0.01504838687355648,0.021386405445822425,0.03162663590635019,0,0,0.8580146739179563,0,0.03509312019095124,0,0,0,0,0,0.021014960307927936,0
