station,x,y
Gusan,126.9172191,37.6112496
Hongje,126.9442528,37.5886894
Gaehwasan,126.8082601,37.5728758
Ichon,126.9733678,37.5227123
Samseong Jungang,127.0534747,37.5130955
Changsin,127.0152468,37.5798042
Sujin,127.1406857,37.4374429
Songpanaru,127.1127954,37.511245
Manchon,128.645034,35.8588558
Ilwon,127.0843766,37.4836919
Bongeunsa,127.0602411,37.5141869
Gimhae International Airport,128.9485983,35.1718676
Junghwa,127.0795172,37.6016267
Garak Market,127.1186382,37.4925324
Seokchon,127.1071105,37.5052954
City hall.Yongin Univ.,127.1788598,37.2393269
Bucheon,126.7827347,37.4841098
Bongjeong,128.909621,35.9281166
Woninjae,126.6881558,37.4126256
NA,126.6176518,36.4667147
Bojeong,127.108344,37.3125962
Seonjeongneung,127.0436945,37.5107312
Sanggal,127.1088952,37.2616918
Maegyo,127.0156874,37.2654788
Gaepo-dong,127.0660428,37.4891009
Guryong,127.0594609,37.4869265
Hanti,127.0528661,37.4962709
Seoul-forest,127.0447397,37.5435916
Gangnam-gu Office,127.0414244,37.516812
Mangpo,127.0569012,37.245765
Wonheung,126.8736684,37.6505121
Ori,127.1089098,37.3399397
Sunae,127.1142451,37.3784062
Seohyeon,127.1233331,37.3849098
Migeum,127.1089985,37.3500225
Omokcheon,126.9637423,37.2433128
Eocheon,126.9089151,37.2501199
Dogok,127.055473,37.490635
Moran,127.1290831,37.4322241
Hwajeong,126.832577,37.6346457
Madu,126.7777596,37.6520039
Jeongja,127.1081139,37.366234
Gachon Univ.,127.1267248,37.4486992
Juyeop,126.7612377,37.6701524
Hongseong,126.6812157,36.5993365
Sinpo,126.6248171,37.4682643
Daeyami,126.9168618,37.3279256
Seoul Racecourse Park,127.0078955,37.4437648
Geumjeong,126.943397,37.3723075
Darwol,126.7453575,37.3799789
Oido,126.7384943,37.3619245
Banwol,126.9038361,37.3124221
Namdong Induspark,126.6952345,37.4077519
Hogupo,126.7086388,37.4016902
Incheon Nonhyeon,126.7225648,37.4006866
Seoul Grand Park,127.0066085,37.4358034
Gojan,126.8231007,37.3168514
Yongyu,126.4236329,37.4248309
Jung-dong,126.7639671,37.4867775
Seonbu,126.8098989,37.3344566
Gimje,126.9042184,35.7931619
Masan,126.6442376,37.6405997
Geombawi,126.6775102,37.5612482
NA,126.5914905,36.3498628
Jeongeup,126.8419169,35.5757734
Heukseok,126.9639489,37.5083823
Saetgang,126.9294177,37.5173674
Gosaek,126.9804598,37.249691
Uncheon,126.8586977,35.1504006
Kkachisan,126.8465265,37.5321119
Jusaeng,127.3170129,35.3767264
Seodo,127.3308966,35.4920243
Geumji,127.2902118,35.3292751
Songjeong Park,126.799536,35.1435714
Baekseok,126.7880378,37.6430359
Asia Culture Center,126.9198143,35.1466782
Guryegu,127.4519666,35.1634776
NA,127.4268206,35.0953742
Inha Univ.,126.6497844,37.4482473
Namdong-gu Office,126.7368118,37.4481646
Yamok,126.8840219,37.2612175
Sari,126.8571963,37.2908651
Sinchang,126.9518229,36.7697885
Sanbon,126.9330964,37.3580735
Gimpo Int'l Airport,126.8020912,37.5617194
Hakdong·Jeungsimsa,126.9281659,35.1331095
Hyocheon,126.877049,35.1029684
NA,126.9937671,34.752266
Jeongwang,126.7429429,37.3517845
Gokseong,127.3044579,35.2834557
Seogwangju,126.8474307,35.1247329
Hwasun,126.9631644,35.0513137
Deungnyang,127.1701727,34.7614633
Myeongbong,127.0755195,34.82774
NA,127.0853501,34.7593737
Nodeul,126.9535497,37.5129744
Jichuk,126.9139297,37.6481183
Samsong,126.8954796,37.6531194
Gaeun,127.453627,35.026682
Dongun,127.4789613,35.0079963
Wonchang,127.4473033,34.864889
Beolgyo,127.345584,34.841773
Dongchun,126.6802706,37.4048204
Nampyeong,126.8719689,35.0569825
Ssangchon,126.8695709,35.1514904
Dolgogae,126.8955645,35.1517154
Singiloncheon,126.7673001,37.3375382
Ansan,126.7887966,37.3270474
Yangdong Market,126.901769,35.1545129
Yeonsu,126.6789669,37.4177947
Sungui,126.6382349,37.4607927
Wolmi Culture Street,126.599203,37.4773468
Hwajeong,126.8767655,35.1519029
NA,126.9639988,34.9866828
NA,126.9118444,34.6694878
Namwon,127.3613332,35.4112509
Miasageori,127.0300915,37.613185
NA,126.5308723,34.7593445
Jemulpo,126.6569848,37.4668149
Imseongni,126.435209,34.8204653
NA,126.6327545,34.6410127
Gwangju Songjeong,126.791568,35.1375544
Dosan,126.787266,35.1313781
Gwangju Songjeong,126.7901098,35.1377072
Jangseong,126.7796823,35.3001204
Gyulhyeon,126.7426554,37.5663544
Gangdong-gu Office,127.1206234,37.5306942
Seokchon Gobun,127.0966143,37.5024441
Mukho,129.1082108,37.5461786
Gaehwa,126.7976654,37.5785381
Modeok,128.985621,35.180361
Mora,128.9884422,35.1892988
Hwamyeong,129.0138007,35.2352534
Namcheon,129.1078416,35.1421344
Beomnaegol,129.059255,35.147396
Deokpo,128.9839737,35.1738665
Yulli,129.0128975,35.2464762
Geumgok,129.0168673,35.2673839
Namyangsan,129.019474,35.325344
BEXCO,129.1387511,35.1688889
Gwangan,129.11317,35.157916
Jigegol,129.074224,35.135668
Gaya,129.0426874,35.1558284
Dong-Eui Univ.,129.0321386,35.1539803
Jeonpo,129.0653641,35.1528193
Buam,129.0505061,35.157439
Jurye,129.00315,35.150504
Gamjeon,128.9908801,35.1557054
Gaegeum,129.0204602,35.1532536
Naengjeong,129.0124257,35.1512851
Dongwon,129.0124334,35.2586149
Millak,129.121719,35.167395
Daeyeon,129.092172,35.135148
Geumryeonsan,129.11097,35.149756
Munhyeon,129.0673312,35.1391392
Busan International Finance Center·Busan Bank,129.0667134,35.1457278
Motgol,129.084783,35.134758
Sujeong,129.0091715,35.2233039
Daegwang-ri,127.1085245,38.1849896
Baengmagoji,127.1660346,38.2575293
Ilyeong,126.928977,37.7006818
Jangheung,126.9415356,37.7187055
Eungam,126.9155283,37.5984296
Bulgwang,126.9296307,37.6108807
Anam,127.0292777,37.5862688
Bomun,127.0193736,37.5852743
Hoengcheon,127.8016787,35.0992713
Gajeong Jungang Market,126.6767904,37.5174983
Geomdan Oryu,126.6279299,37.5949865
Geomdan Sageori,126.6567336,37.6018213
Gumi,128.3310455,36.1283119
Hak-dong,127.03075,37.5139566
NA,129.0084816,37.3235052
Gangnam,127.0282667,37.4964624
Juan,126.6806313,37.4650814
Dongincheon,126.6330567,37.4751286
Isu,126.9821095,37.4854491
Children's World,128.6244164,35.8451281
Seongnam(Geobuk Market),126.6762126,37.5072835
Wanjeong,126.6728745,37.5928725
West Woman's Community Center,126.6758231,37.4999808
Incheon Gajwa,126.6752387,37.4904588
Citizens Park (Culture Creation Zone),126.6808299,37.4584104
Seokbawi Market,126.6922113,37.4576813
Incheon City Hall,126.702435,37.456812
Jukjeon,127.1074072,37.3245669
Juan,126.6790276,37.4651527
Bupyeong-gu Office,126.7205539,37.5082283
Seokcheon Sageori,126.7107789,37.4567338
Igok,128.5158522,35.850629
Beomeo,128.6264978,35.8590224
Sinmae,128.7049547,35.8407648
Naedang,128.5645886,35.8602053
Jeongpyeong,128.7283981,35.8341351
Haeundae,129.1587469,35.1637531
Jung-dong,129.1678074,35.1666759
Naesu,127.5357926,36.728448
Bupyeong-gu Office,126.721104,37.5074652
Gojin,127.2142066,37.2445235
Dong-o,127.0569971,37.7452352
Balgok,127.0529537,37.727007
Gonje,127.0838261,37.750528
Tapseok,127.0889406,37.7335261
Songsan,127.087251,37.7372627
Uijeongbu City Hall,127.0348874,37.7392632
Jeongneung,127.0133551,37.6028286
Solsaem,127.0138408,37.6201661
Samyang Sageori,127.0204924,37.6211991
April 19th National Cemetery,127.0136861,37.6493408
Solbat Park,127.0132485,37.6560698
Bukhansan Ui,127.0124123,37.6633242
Bomun,127.0195135,37.5850289
Sinseol-dong,127.0246657,37.5760544
Dongmyo,127.015659,37.5723419
Madeul,127.0577205,37.665038
Jwacheon,129.2451313,35.3118289
Wollae,129.276559,35.3280825
Namchang,129.2824686,35.4192677
Mangyang,129.2878274,35.4565132
Namtaeryeong,126.9886975,37.4646556
Chungmuro,126.9941091,37.5612019
Jamsillaru,127.1038301,37.520691
Sports Complex,127.0737204,37.5110581
Daegok,126.8102838,37.6317813
Jangsan,129.175858,35.1694748
NA,128.1743372,36.4813467
Wollong,126.7925749,37.796251
Gimpo Int'l Airport,126.8013934,37.5619247
Geumchon,126.7745788,37.7662332
Paju,126.7924283,37.8150577
Gimpo Int'l Airport,126.8019608,37.5623275
Gyeyang,126.7358582,37.5715012
Gyeyang,126.736311,37.571767
Gimpo Int'l Airport,126.8040606,37.5617187
Bakchon,126.7450491,37.5536245
Mongchontoseong,127.11267,37.5175329
Suji-gu Office,127.0947549,37.3225368
Taehwagang,129.3540107,35.5388089
Myeonghak,126.9356089,37.3843939
Gunpo,126.9484606,37.3535747
Sungkyunkwan Univ.,126.9711778,37.3002852
Sema,127.0432736,37.187372
Osan College,127.0631149,37.1692997
Songtan,127.0543657,37.075356
Chungju,127.9079764,36.9750285
Sillyewon,126.8495699,36.7271537
Dogooncheon,126.8895459,36.7495364
Asan,127.1044526,36.7920971
Baebang,127.0529902,36.7776995
Bongmyeong,127.135865,36.8012958
Cheonan-Asan,127.1044991,36.7943803
Jiksan,127.1439118,36.8707374
Tangjeong,127.0845547,36.7882137
Ssangyong,127.1212913,36.7937183
Dangjeong,126.9483607,37.3434316
Pyeongtaek Jije,127.070454,37.0188005
Jinwi,127.0623892,37.1099923
Uiwang,126.9480341,37.3209981
Byeongjeom,127.0331291,37.206834
Pyeongtaek Jije,127.0698667,37.018753
Oksu,127.0175496,37.5413731
NA,126.772312,34.6283474
Songnae,126.7528847,37.4877038
Bupyeong,126.7245591,37.489454
NA,126.7955903,37.4827657
Baegun,126.7071115,37.4831229
Dongam,126.7028769,37.4710457
Doksan,126.8894844,37.4660736
Geumcheon-gu Office,126.8939002,37.4558132
Ganseok,126.6935306,37.4647335
Seonjeongneung,127.0438586,37.510253
Gangnam-gu Office,127.0412865,37.5171756
Siu,126.7956376,37.3131143
NA,128.1666202,36.5085183
NA,126.9490503,35.1445349
Mungyeong Dansan Tour Monorail Lower Platform,128.1585545,36.7367683
Rail Bike-end,127.5615506,37.4706491
Hyeondong,129.0122114,36.9368878
Ayanggyo,128.6399306,35.887193
Yonggye,128.6814075,35.876296
Sindap,127.0471268,37.5697194
Cheongcheon,128.7694217,35.8808786
Bangchon,128.6696572,35.879814
Haean,128.6588743,35.8835783
Dongchon,128.6503042,35.8860383
Gaksan,128.7238572,35.8678664
Singi,128.7017095,35.8667416
Yulha,128.6927282,35.8698432
Cheongna Hill,128.5830926,35.8651224
Dasa,128.457902,35.86532
Gangchang,128.478096,35.8530741
Incheon Int'l Airport Terminal 2,126.4334747,37.4689424
Dalmi,126.8090701,37.3491043
Banwoldang,128.5934109,35.8654615
Tamni,128.6827632,36.2603013
Hwabon,128.6945223,36.1266815
Simcheon,127.7207879,36.2368257
Hapjeong,126.9136561,37.5493558
Pyeongtaek,127.0853183,36.9908233
Singi,129.0850054,37.3459709
Anyang,126.9228826,37.4016302
Osan,127.0667523,37.145558
Seonghwan,127.1268868,36.9159824
Okcheon,127.5653496,36.2977484
Sintanjin,127.4281663,36.4496321
Onyangoncheon,127.0031561,36.7805526
Seojeong-ri,127.0529486,37.0570768
Bugang,127.3650211,36.532549
Wolchon,128.5454816,35.8236597
Samnye,127.0659487,35.9039125
Jeonju,127.1623649,35.8500537
Dongiksan,126.9569285,35.9204873
Ganam,127.5354382,37.1974167
Gamgok Janghowon,127.6356198,37.1270431
Gwangmyeong,126.8846978,37.41638
Naju,126.7174847,35.0139274
Wangsimni,127.0385786,37.5614861
Sangbong,127.0856555,37.5970314
Seodaegu,128.5417368,35.8813666
Gimcheon(Gumi),128.1806889,36.1130256
Osong,127.3273629,36.6202295
Iksan,126.9459134,35.9412564
Mokpo,126.3876448,34.7921339
Suan,129.0839158,35.201804
Minam,129.0687474,35.206533
Geumsa,129.1153136,35.2157562
Seo-dong,129.1075101,35.2130525
Suseo,127.1046888,37.485099
NA,128.6291232,38.084794
Incheon,126.6168874,37.4766821
Gangu,129.3719157,36.3522969
Gurae,126.6287215,37.6453484
Dandaeogeori,127.1567783,37.4450845
Oryu-dong,126.8445367,37.4943466
Dongnae,129.0784845,35.2056761
Yangjeong,129.071363,35.173113
Bujeon,129.062974,35.162584
Jwacheon,129.054396,35.134307
Myeongnyun,129.0797207,35.2126465
Guseo,129.091268,35.2472273
Beomeosa,129.092668,35.273102
Dusil,129.0913933,35.25703
Namsan,129.0925658,35.2654258
Oncheonjan,129.0864268,35.2202436
Busan National University of Education,129.0800325,35.1952181
Danggogae,127.0789245,37.670098
Nowon,127.0634799,37.6563651
Juan National Industrial Complex,126.6811593,37.4739903
Unyeon,126.7596323,37.4396565
Dongmak,126.6735412,37.3986231
Sinyeonsu,126.6939309,37.4180647
Seonhak,126.6989894,37.4272405
Dongsu,126.7185419,37.4854218
Galsan,126.7215178,37.5168126
Incheon Grand Park,126.7528149,37.4485494
Unyang,126.683938,37.6538088
Geolpo Bukbyeon,126.7056466,37.6317148
Sau,126.719765,37.6202004
Magongnaru,126.827917,37.5662179
Yeomchang,126.8753972,37.5470335
Gayang,126.8550997,37.5611423
Yangcheon Hyanggyo,126.8412958,37.5684524
Jeondae·Everland,127.2195513,37.2853497
Myongji Univ.,127.1905189,37.237892
Dunjeon,127.2136858,37.2671872
Dunjeon,127.2136684,37.2670899
Onsu,126.823534,37.4922986
Yeokchon,126.9227556,37.6060733
Suwon City Hall,127.031849,37.26165
Giheung,127.1160129,37.2755132
Samga,127.1682829,37.2421427
Osu,127.3204028,35.5430825
Dongback,127.1527693,37.2690162
Chodang,127.1595469,37.2607995
Giheung,127.116751,37.2754448
Sinseol-dong,127.0254473,37.5745192
Pyeongchon,126.9638795,37.394288
Suseong Market,128.615922,35.8543443
Geumneung,126.765343,37.7513781
Unjeong,126.7670452,37.725329
Samsan,127.7797291,37.3922782
Maegok,127.7301441,37.4365864
Wanggil,126.6423769,37.5951775
Jeungsan,129.0102327,35.3083224
Bugae,126.7406058,37.4884914
Dongjak,126.978203,37.5029705
Bongcheon,126.9419387,37.4823889
Seoul Nat'l Univ.,126.9527151,37.481223
Sadang,126.9816682,37.4765828
Dorimcheon,126.882684,37.5144539
Magok,126.8247463,37.5602492
Cheongsan,127.0743434,37.9951537
Ganeung,127.0443627,37.7483211
Mangwolsa,127.0473968,37.7102529
Deokjeong,127.0615487,37.843445
Deokgye,127.0566509,37.8186361
Yangju,127.044756,37.7742
Nogyang,127.0423364,37.7594418
Dongducheon,127.0547822,37.9278263
Bosan,127.0572513,37.9141529
Dongducheonjungang,127.0565409,37.9018085
Gaebong,126.8587053,37.4946337
Guil,126.8697062,37.4962071
Soyosan,127.0608178,37.9480012
Yangwon,127.1079346,37.6065818
Mangu,127.0918581,37.5996345
Sareung,127.1768961,37.6510986
Hankuk Univ. of Foreign Studies,127.0637429,37.5963062
Jihaeng,127.0558058,37.892269
Deokso,127.2088206,37.5869047
Dosim,127.2226763,37.5796342
Sinnae,127.1033159,37.6126384
Noryangjin,126.94204,37.5142381
Yongsan,126.9648271,37.5299526
Geumgok,127.2074445,37.637287
PyeongnaeHopyeong,127.2444899,37.6532144
Cheonmasan,127.2850496,37.6592164
Singil,126.9187443,37.5166485
Seokgye,127.0658393,37.6148083
Gasan Digital Complex,126.8826166,37.4815947
Sinimun,127.0672904,37.6016378
Hoegi,127.0576239,37.5894974
Nokcheon,127.0513984,37.6446274
Kwangwoon Univ.,127.0618193,37.6236987
Chang-Dong,127.047978,37.6525981
Banghak,127.0443033,37.6676904
Yeoncheon,127.0737179,38.1007279
Jeongok,127.0718642,38.0245987
Jungnang,127.0763183,37.5949548
Sinchon,126.9423581,37.5597815
Daeseong-ri,127.3795872,37.6838519
Eungbong,127.0347279,37.5502759
Dobong,127.0455468,37.6792077
Seobinggo,126.9883182,37.5195744
Hoeryong,127.0473504,37.72441
Ichon,126.9733635,37.5224397
Donong,127.1611982,37.6087705
Yangjeong,127.1946137,37.6040198
Guro,126.8825086,37.5034468
Dobongsan,127.0460783,37.6898359
Maseok,127.3116745,37.6527753
Cheongpyeong,127.4266005,37.735536
Sangcheon,127.4544009,37.7701656
Galmae,127.1147293,37.6339464
Toegyewon,127.1435322,37.6482557
Namyeong,126.9713213,37.540538
Daebang,126.9264784,37.5133577
Sindorim,126.8916649,37.5091331
Yeoju,127.6286055,37.2828814
Sejongdaewangneung,127.5706471,37.2936234
Bubal,127.4903284,37.2604023
Icheon,127.4422242,37.2642411
Seongnam,127.1205869,37.3945546
Seongnam,127.1194122,37.3946908
Gonjiam,127.346279,37.3505063
NA,127.2033669,37.4086808
Dongnae,129.0773598,35.2046511
Geomam,126.6737138,37.5691799
Dokjeong,126.6759581,37.5848634
Anpyeong,129.1717248,35.2374174
Seokdae,129.1368476,35.2181187
Chungryeolsa,129.0976523,35.1997162
Youngsan University,129.1461159,35.2256219
Gochon,129.1605,35.2360933
Banyeo Agricultural Market,129.1239643,35.2177516
NA,129.1538725,35.2324696
Myeongjang,129.101767,35.2053695
Nakmin,129.0908195,35.2001469
Dongtan,127.0955764,37.2003594
Suseo,127.1011515,37.4876577
Gulpocheon,126.731337,37.5070226
Samsan Gymnasium,126.7423475,37.506496
Bucheon City Hall,126.7631949,37.5047696
Hannam,127.0092424,37.5294452
Hyochang Park,126.9613324,37.5393413
Seoul Station,126.9697994,37.5534363
Seoul (Station),126.9723599,37.5560719
Korea Aerospace Univ.,126.8683965,37.6027807
Yonggung,128.2734161,36.606919
Angseongoncheon,127.7869489,37.0920714
Suseo,127.1022789,37.4860164
Suseo,127.1018399,37.4874159
Surisan,126.9255584,37.3504199
Choji,126.8078802,37.3198402
Siheung Neunggok,126.8087509,37.3700847
Siheung City Hall,126.8058162,37.382025
Sinhyeon,126.7878699,37.4095842
Siheung Daeya,126.7931217,37.4503447
Sosaeul,126.7970994,37.4688742
Indeogwon,126.9769656,37.4016323
Government Complex Gwacheon,126.9897504,37.4264709
Jungang,126.8385294,37.3160302
Choji,126.8061208,37.3206177
Wonjong,126.8048614,37.5238457
Chongshin Univ. (Isu),126.9822371,37.48678
Sinnonhyeon,127.0245306,37.5043224
Wolgye,127.0588653,37.6330633
Hoeryong,127.0473751,37.7249474
Cheongnyangni,127.0482573,37.5805961
Mapo-gu Office,126.9033645,37.5635586
World Cup Stadium,126.8993179,37.5701918
Jangam,127.0529079,37.6999741
Taereung,127.0756723,37.6176924
Chang-Dong,127.0476987,37.6531817
Gyeongsan,128.7276119,35.8193291
Uncheon,126.7699225,37.8799673
Songdo,126.6547155,37.4299382
Dobongsan,127.0465716,37.6891881
Sinnae,127.1040904,37.6125508
Jongno 3(sam)-ga,126.9923242,37.5704405
Jongno 3(sam)-ga,126.9919062,37.5714989
Jongno 3(sam)-ga,126.9902702,37.5725401
NA,129.406322,36.6025565
Dohwa,126.6682641,37.4661244
Iyang,126.9898739,34.8915516
Stadium Complex·Songdam College,127.2090771,37.237794
Daejeon,127.4346482,36.3322464
Dorasan,126.7091637,37.8983887
Jayang,127.0667418,37.5315323
Panam,127.4584967,36.3169413
Noeun,127.3179073,36.3741117
Jijok,127.3195384,36.384111
Banseok,127.314817,36.3919413
Guam,127.3307266,36.3566303
Gapcheon,127.3545556,36.3545464
Wolpyeong,127.3645813,36.3583201
Galma,127.3727932,36.3576605
Government Complex Daejeon,127.3816164,36.3576058
City Hall,127.3865931,36.3514445
Tanbang,127.3846726,36.3459484
Pohang,129.3426784,36.0712333
Chuncheon,127.716664,37.8845604
Daejeon,127.433365,36.3313521
Suwon,127.0004098,37.2662775
Daegu,128.5960548,35.8760013
Daegu,128.5971184,35.8762821
Cheonan,127.14684,36.8102804
Yongmun,127.59465,37.4822294
Ulsan,129.1379303,35.5513139
Suwon,126.9999102,37.2658097
Gwangju,126.909777,35.1659931
NA,129.4370939,36.6830733
Seoul,126.9707793,37.5545547
Incheon,126.6173655,37.4765694
Yeongdeok,129.3782327,36.4102336
Dogye,129.0442367,37.22922
NA,129.0388751,37.2130098
Oga (Closed),126.7969067,36.6834509
Yecheon,128.4436945,36.6473156
Yeongju,128.625578,36.8109445
Hamchang,128.174919,36.5696001
Seodongtan,127.0520326,37.1956553
Paldal Market,128.5678637,35.8888555
Seomun Market,128.5822589,35.8697065
Hanam Pungsan,127.2036311,37.5519584
Pangyo,127.111189,37.39473
Pangyo,127.1115312,37.3947237
Cheongni,128.1288812,36.3390865
Ilsan,126.769498,37.6822186
Susaek,126.8955531,37.5807582
Goksan,126.8018102,37.645746
Baengma,126.794475,37.6583299
Pungsan,126.7862433,37.6723483
Gyeongju,129.1389632,35.7982689
Tanhyeon,126.7610261,37.6941052
Imjingang,126.7482781,37.8882564
Haengsin,126.834058,37.612035
Gangmae,126.8445278,37.6122869
Neunggok,126.8204902,37.6189253
Jangsa,129.3691361,36.2841414
Wolpo,129.3664017,36.2040057
Gajwa,126.915063,37.5686792
Digital Media City,126.9000771,37.5776729
Seoul Station,126.9725721,37.5528527
Dongdaegu,128.6283056,35.8791851
Ahwa,129.0513788,35.8986342
Angang,129.2334205,35.9705072
Daegok,126.8124005,37.631943
Munsan,126.7879045,37.8544531
Yeongtong,127.071279,37.2513466
Seodaejeonnegeori,127.4125138,36.3223851
