EA_CODE,NDVI_1,NDVI_2,NDVI_3,NDVI_4,NDVI_5,NDVI_6,NDVI_7,NDVI_8,NDVI_9,NDVI_10,NDVI_11,NDVI_12
10507022,4401.5361328125,6222.21435546875,6330.689453125,6191.12255859375,4812.8798828125,4081.259765625,3592.735595703125,3124.7998046875,2690.78564453125,2733.934326171875,2796.440185546875,3045.055419921875
10507013,3632.076416015625,6432.86083984375,6246.67041015625,4973.11328125,3490.63427734375,3211.68408203125,2867.838134765625,2472.5078125,2211.917236328125,2058.01904296875,2144.15966796875,2398.77880859375
10507024,4019.868408203125,6337.150390625,6439.88037109375,5923.9951171875,4328.974609375,3663.956787109375,3322.923095703125,2867.72314453125,2422.815673828125,2344.038818359375,2409.36767578125,2142.37353515625
10507014,3979.197998046875,5979.783203125,5764.61279296875,5346.43017578125,3996.519775390625,3442.550537109375,3109.701416015625,2794.63916015625,2577.303466796875,2393.35546875,2444.68310546875,2617.08837890625
10507023,4301.0498046875,6227.54296875,6072.408203125,6042.96826171875,4435.02294921875,3746.082275390625,3341.040771484375,2896.45068359375,2600.533935546875,2490.678466796875,2567.983154296875,2760.14990234375
10507005,4410.3173828125,6050.32177734375,5831.208984375,5846.1005859375,4376.01025390625,3761.632568359375,3437.23388671875,2909.901611328125,2692.381591796875,2568.73681640625,2515.605712890625,3129.399658203125
10507004,4862.4560546875,6142.5263671875,6007.78759765625,6051.416015625,4729.29150390625,4151.166015625,3737.404052734375,3184.77783203125,2840.03271484375,2843.849609375,2765.56494140625,3054.752685546875
10507015,4481.1455078125,6178.109375,5725.75048828125,5824.380859375,4375.943359375,3744.57666015625,3471.874267578125,2933.184326171875,2692.7490234375,2528.9794921875,2552.992919921875,2710.047607421875
10507019,4321.08349609375,6151.51416015625,6228.7763671875,6090.83349609375,4737.50537109375,3935.890625,3473.48974609375,2999.567138671875,2603.9423828125,2620.888427734375,2641.560302734375,3290.634033203125
10507016,4681.76416015625,6470.84375,5758.861328125,5995.2060546875,4525.79833984375,3883.674560546875,3546.7451171875,3009.912841796875,2717.854248046875,2690.549560546875,2799.6669921875,2828.8115234375
10507027,4465.771484375,6176.1064453125,6252.05517578125,5539.947265625,4745.6552734375,3993.356689453125,3525.4912109375,3088.340087890625,2694.8916015625,2739.08935546875,2775.10546875,2997.637451171875
10507036,4702.5732421875,6352.919921875,6375.71337890625,5808.60107421875,4912.44580078125,4357.1337890625,3794.4150390625,3326.37060546875,2862.328369140625,3021.635986328125,2851.26904296875,2937.10009765625
10507017,4617.490234375,6693.3408203125,6099.8359375,5821.67236328125,4593.36083984375,3829.5751953125,3421.147705078125,2941.54736328125,2589.5751953125,2482.293701171875,2612.02685546875,2929.50537109375
10507020,4154.126953125,6050.66748046875,6174.97021484375,5498.509765625,4439.9833984375,3613.796875,3334.94677734375,2889.247802734375,2477.97900390625,2423.229248046875,2361.197021484375,3059.383056640625
10507045,4550.82763671875,6400.638671875,6437.57373046875,6006.68310546875,5021.71923828125,4241.26025390625,3684.780029296875,3165.27392578125,2688.451904296875,2748.56298828125,2742.53369140625,2930.878662109375
10507041,4545.982421875,6351.5947265625,6320.0908203125,5897.78955078125,4793.12841796875,3926.009765625,3514.738525390625,3062.431396484375,2719.395751953125,2698.459228515625,2657.80810546875,2502.60595703125
10507035,4515.35302734375,6206.29345703125,6300.1328125,5546.7802734375,4822.10400390625,4231.63134765625,3700.76123046875,3261.822998046875,2780.92626953125,2857.87841796875,2974.766845703125,2421.571533203125
10507025,3985.4873046875,6430.92236328125,6534.87451171875,5718.02392578125,3903.68994140625,3329.687744140625,3015.639404296875,2648.978515625,2293.162109375,2240.8173828125,2148.4990234375,2165.9150390625
10507026,4328.85888671875,6302.27099609375,6367.501953125,5772.3359375,4597.68896484375,3903.007568359375,3492.91162109375,3018.92529296875,2717.349365234375,2723.40380859375,2613.35791015625,2667.3779296875
10507011,4180.4921875,6444.62744140625,6420.02880859375,6386.3603515625,4526.904296875,3950.45654296875,3534.596435546875,3031.4345703125,2631.462646484375,2791.56396484375,2571.736572265625,2488.54736328125
10507028,4833.82373046875,6333.27587890625,6369.88623046875,5396.55126953125,4750.73193359375,4215.416015625,3756.6640625,3255.204345703125,2839.922607421875,3001.619140625,3003.8330078125,3032.53173828125
10507038,4317.76611328125,6114.04638671875,6119.1884765625,5320.88720703125,4412.474609375,3823.817626953125,3386.70849609375,3004.666259765625,2577.133056640625,2616.13720703125,2593.5078125,2575.317626953125
10507040,4287.94921875,6076.7041015625,6213.04638671875,5260.65087890625,4581.9736328125,3843.612548828125,3355.099365234375,3073.546875,2635.068115234375,2680.8544921875,2667.086669921875,2807.533447265625
10507018,4756.55517578125,6206.24169921875,6148.2607421875,5599.9228515625,4972.5439453125,4231.2822265625,3780.223876953125,3319.216552734375,2801.889404296875,2778.719482421875,2946.6650390625,4149.27099609375
10507046,4594.75537109375,6262.16162109375,6240.873046875,5850.83251953125,5140.2724609375,4377.001953125,3837.1015625,3317.051025390625,2860.0244140625,2910.267333984375,2907.341064453125,3244.733154296875
10507047,4847.83056640625,6280.49267578125,6180.3408203125,5794.4267578125,5269.1337890625,4609.17529296875,4096.20654296875,3571.51220703125,3014.668701171875,3017.28564453125,3256.293701171875,3797.706298828125
10507048,5512.34765625,6892.140625,7020.50390625,6730.84765625,5921.27587890625,5301.93359375,4647.5673828125,3880.9853515625,3185.975830078125,3108.83642578125,3412.255615234375,4094.586181640625
10507077,4441.57373046875,5993.7177734375,6592.4775390625,5923.75927734375,5123.1279296875,4221.33740234375,3539.3818359375,3179.90283203125,2744.1162109375,2712.0302734375,2661.935791015625,3107.544921875
10507021,4375.2890625,6339.2705078125,6344.01025390625,6113.60498046875,4831.3681640625,4062.500732421875,3560.73291015625,3112.09521484375,2703.62158203125,2708.681884765625,2713.384033203125,3201.919189453125
10507067,4339.78564453125,6294.8017578125,6358.0615234375,6020.21533203125,5168.00244140625,4211.09765625,3640.112060546875,3197.03466796875,2687.98486328125,2744.323486328125,2824.333251953125,2718.609130859375
10507075,4231.61865234375,6321.3642578125,6456.69384765625,6278.55859375,5242.248046875,4269.19970703125,3576.7734375,3198.064453125,2717.966552734375,2739.304443359375,2777.551025390625,2522.03515625
10507076,4525.24658203125,6285.9296875,6562.4375,6092.4677734375,5221.7705078125,4266.00048828125,3609.396728515625,3180.461181640625,2828.6591796875,2834.984375,2811.203369140625,2879.646240234375
10507055,4676.2216796875,6537.5234375,6380.95849609375,5541.4111328125,5020.455078125,4073.0595703125,3624.764892578125,3171.629638671875,2690.00830078125,2748.584716796875,2797.991455078125,3069.3251953125
10507044,5433.1513671875,6816.04443359375,6714.21630859375,6544.140625,5746.24560546875,4911.94873046875,4302.77880859375,3612.253173828125,3011.43798828125,3177.17333984375,3201.476806640625,3479.947021484375
10507063,4759.22607421875,6570.2392578125,6567.44384765625,6557.294921875,5581.82666015625,4599.8115234375,3909.75,3445.561767578125,2903.66162109375,3011.79541015625,3127.16845703125,2977.821533203125
10507042,4622.45703125,6484.66796875,6456.29296875,6243.4580078125,5020.291015625,3997.74658203125,3596.20751953125,3139.36279296875,2755.19482421875,2756.279541015625,2731.6787109375,2628.55078125
10507050,5077.12890625,6673.2001953125,6712.521484375,6286.439453125,5390.923828125,4541.78076171875,3916.314697265625,3437.16015625,2944.059814453125,2924.15576171875,2981.97802734375,3174.519287109375
10507043,5065.509765625,6575.85009765625,6490.26123046875,6265.02685546875,5150.94677734375,4138.13916015625,3774.980224609375,3296.2900390625,2792.7666015625,2800.900146484375,2851.24951171875,2988.489013671875
10507054,5004.212890625,6850.27197265625,6786.25830078125,6372.96826171875,5402.4873046875,4524.6884765625,3947.18359375,3392.78125,2807.3515625,3027.192138671875,3027.9501953125,3546.701171875
10507802,4114.68798828125,6699.55078125,6583.7568359375,5911.5869140625,5100.5849609375,4193.5869140625,3649.125244140625,3162.04833984375,2731.2197265625,2817.627197265625,2768.37939453125,2830.33203125
10507062,4238.65576171875,6573.490234375,6591.3154296875,6151.3974609375,5098.03466796875,4070.027587890625,3569.983154296875,3056.13818359375,2607.49755859375,2668.516357421875,2673.4169921875,2575.763427734375
10507051,4585.46044921875,6708.4765625,6780.2890625,6548.81201171875,5448.9658203125,4576.99169921875,3722.68701171875,3398.866455078125,2922.32080078125,3005.88134765625,3065.211669921875,3260.799072265625
10507053,3979.217529296875,6912.630859375,6799.974609375,6555.10205078125,5330.2919921875,4438.53759765625,3745.718994140625,3136.07373046875,2712.53515625,2832.3974609375,2915.12939453125,3222.613037109375
10507052,4601.1259765625,6606.43310546875,6638.373046875,6605.53955078125,5562.24365234375,4602.68017578125,3881.95654296875,3398.137939453125,2896.506591796875,3010.09814453125,3054.60546875,3046.742431640625
10507039,4599.3642578125,6606.6826171875,6566.84521484375,6359.92822265625,4749.73876953125,3901.13330078125,3430.050048828125,3073.839599609375,2552.711669921875,2587.612548828125,2435.781494140625,2645.741943359375
10507056,4855.72119140625,6855.4736328125,6588.5126953125,6320.90966796875,5022.7958984375,4188.20703125,3653.568603515625,3238.763671875,2709.521728515625,2767.770263671875,2660.515380859375,2653.373291015625
10507057,4705.87255859375,6698.39453125,6614.75390625,6090.62255859375,5020.5947265625,4352.7958984375,3756.9765625,3296.94970703125,2774.582763671875,2886.011962890625,2863.45068359375,3420.364501953125
10507058,4618.8515625,6344.83740234375,6466.90380859375,5271.81005859375,4842.86279296875,4180.19287109375,3642.5791015625,3155.688232421875,2761.962158203125,2841.4658203125,2794.713623046875,2719.948974609375
10507060,4752.37158203125,6604.7470703125,6704.44384765625,5666.7890625,5407.06103515625,4471.90283203125,3868.65673828125,3479.84765625,2892.0576171875,3018.76513671875,3033.270751953125,2979.44970703125
10507059,4677.22705078125,6354.05224609375,6637.52978515625,6067.640625,5335.37890625,4371.447265625,3875.86181640625,3434.465087890625,2879.814208984375,2966.9658203125,2985.210693359375,3336.733154296875
10507061,4420.529296875,6356.044921875,6570.41015625,6200.529296875,5167.86767578125,4189.8896484375,3682.57080078125,3154.405517578125,2695.217041015625,2748.3623046875,2707.88037109375,2736.65869140625
10507066,4491.6240234375,6635.48779296875,6742.56201171875,6133.95263671875,5314.7431640625,4280.5634765625,3791.13427734375,3252.25,2727.8544921875,2825.4111328125,2829.801513671875,3018.290283203125
10507068,4781.2421875,6537.3134765625,6502.3271484375,6412.1748046875,5402.7529296875,4514.2333984375,3864.72021484375,3257.548095703125,2733.373779296875,2730.297607421875,2856.302734375,2880.555908203125
10507064,5255.46044921875,6644.11279296875,6867.56982421875,6546.61962890625,5729.6806640625,4862.14697265625,4227.99560546875,3632.3486328125,3018.786865234375,3153.507080078125,3214.9501953125,2909.443359375
10507065,4621.27978515625,6814.0185546875,6858.74560546875,6556.85400390625,5619.095703125,4635.21875,4042.40185546875,3358.6484375,2830.664306640625,2865.415771484375,2900.34521484375,2974.884765625
10507070,4534.376953125,6495.11181640625,6621.85400390625,6226.76953125,5397.1171875,4242.9892578125,3872.761474609375,3349.544677734375,2860.27685546875,2923.87890625,3050.46044921875,2893.367919921875
10507088,5412.3232421875,7445.1611328125,7305.9140625,6506.9482421875,5981.5458984375,4955.62548828125,4210.2822265625,3354.483642578125,2849.350341796875,2911.84033203125,2846.94091796875,2940.177001953125
10507087,4818.42919921875,6775.95361328125,6829.5400390625,5804.73095703125,5408.8310546875,4555.1806640625,3892.51904296875,3291.4462890625,2732.592529296875,2792.381103515625,2686.838134765625,3011.13232421875
10507073,4323.3916015625,6392.74560546875,6595.9052734375,5908.705078125,5287.29052734375,4342.26416015625,3660.373779296875,3169.9833984375,2733.07958984375,2774.487060546875,2670.4833984375,2359.449951171875
10507069,4795.330078125,6542.486328125,6623.1171875,6374.06884765625,5448.193359375,4673.1650390625,3844.255126953125,3429.071044921875,2867.263671875,2992.248291015625,3064.152587890625,2673.58154296875
10507074,4155.15576171875,6398.57177734375,6483.6943359375,6281.26953125,5171.41650390625,4134.693359375,3574.114013671875,3034.144287109375,2556.88232421875,2527.44287109375,2524.094970703125,2269.357421875
10507071,4986.58447265625,7373.0830078125,7093.71142578125,6682.67724609375,5825.2109375,4553.8330078125,4155.47314453125,3455.643310546875,2904.159912109375,2979.990966796875,3074.037353515625,2809.927490234375
10507092,4518.4755859375,6487.74072265625,6533.302734375,6117.83203125,5233.40625,4338.6513671875,3717.408203125,3180.98388671875,2761.144775390625,2885.16357421875,2881.195556640625,3324.097900390625
10507093,4234.62353515625,6208.0341796875,6359.728515625,5388.11328125,5104.724609375,4042.113037109375,3514.63232421875,2989.821044921875,2577.550537109375,2585.213623046875,2522.045166015625,3014.711669921875
10507094,4387.45263671875,7175.51025390625,7216.076171875,5411.28369140625,5896.185546875,4716.07177734375,4046.96435546875,3258.498291015625,2723.540771484375,2735.963623046875,2676.362060546875,2832.91943359375
10507090,4344.109375,7650.69921875,7606.3701171875,6646.86083984375,6282.9501953125,4763.93310546875,4161.76611328125,3216.58837890625,2717.876953125,2725.73681640625,2625.173095703125,3456.313232421875
10507089,5649.455078125,7763.55859375,7568.56494140625,5712.69873046875,6283.22900390625,5014.24560546875,4271.40771484375,3388.08056640625,2768.007568359375,2962.091552734375,2858.41064453125,3920.025390625
10507091,5123.97021484375,7350.52783203125,7384.783203125,6478.92822265625,6067.8623046875,4730.8232421875,4107.0908203125,3235.13818359375,2759.253173828125,2866.49169921875,2841.054931640625,3053.047119140625
10507037,5084.04150390625,6749.75927734375,6547.5390625,6479.44140625,4881.89208984375,4160.57177734375,3683.6826171875,3329.1181640625,2853.926025390625,2987.106201171875,2796.375244140625,2974.1171875
10511802,5341.6689453125,6995.85107421875,6997.84375,6549.22216796875,4650.47705078125,3888.87255859375,3437.578125,3055.119873046875,2617.318115234375,2613.091552734375,2535.76904296875,2994.216796875
10511010,5216.31884765625,6564.8291015625,6797.94677734375,6690.001953125,4947.263671875,4179.490234375,3644.589599609375,3179.537841796875,2694.505859375,2884.361328125,2715.42724609375,3213.611572265625
10511015,5878.3369140625,7523.65869140625,7312.40576171875,5830.6357421875,6297.17333984375,5881.86474609375,5005.201171875,4216.88037109375,3877.333740234375,3880.145751953125,3731.98291015625,3189.622314453125
10511901,6483.98974609375,7822.736328125,7687.7529296875,7722.55126953125,7321.578125,6441.46728515625,5875.05224609375,4883.51318359375,4348.384765625,4585.4970703125,4541.56298828125,4068.4130859375
10511011,6305.97607421875,7313.8525390625,7299.447265625,6953.95654296875,6564.4921875,5517.34521484375,4846.62890625,3970.752685546875,3689.2880859375,3882.84716796875,3652.76953125,2946.113037109375
10511012,5937.01953125,6849.1904296875,6620.7431640625,6314.5048828125,5765.45556640625,4793.4140625,4188.15771484375,3620.722412109375,3601.630859375,3980.0068359375,3886.224365234375,3111.370849609375
10511014,6076.607421875,7377.8173828125,7022.80029296875,5964.33740234375,6324.13525390625,5579.0927734375,4925.52099609375,3970.255615234375,3916.046630859375,4150.708984375,4144.3173828125,3900.36767578125
10511013,6637.80029296875,7625.70556640625,7501.2578125,6818.9306640625,6766.5576171875,5725.0283203125,4928.8720703125,4109.23681640625,3679.01171875,3744.85400390625,3706.059326171875,2929.453857421875
10511006,4224.25,7076.42138671875,7058.52685546875,5763.93798828125,4239.8271484375,3498.864501953125,3073.845703125,2474.4072265625,2170.43408203125,2111.14111328125,1980.61962890625,2561.12158203125
10511007,5774.248046875,7004.45556640625,7012.341796875,6461.52880859375,5164.76806640625,4417.8564453125,3974.07666015625,3301.6875,2797.65673828125,3003.898193359375,2939.037109375,3551.090087890625
10511005,5347.60693359375,6693.78759765625,6617.05078125,5965.625,4858.99658203125,4136.49951171875,3687.38623046875,3164.062744140625,2790.8623046875,2667.6494140625,2504.290771484375,3052.0322265625
10511001,5273.22705078125,6624.3798828125,6794.5087890625,5997.67919921875,4360.20263671875,3712.324462890625,3224.71435546875,2843.782470703125,2538.63232421875,2590.46826171875,2416.71484375,2909.276611328125
10511003,5146.8193359375,6497.93359375,6566.60400390625,5696.0107421875,4193.5625,3504.7236328125,3007.303466796875,2599.93505859375,2256.81982421875,2310.270751953125,2204.235595703125,2682.388916015625
10511004,3998.6728515625,5547.4794921875,5319.58740234375,4564.30224609375,3182.13330078125,2615.447509765625,2278.96044921875,2339.144775390625,1885.2298583984375,1688.6649169921875,1698.246826171875,2733.6865234375
10511002,5499.92578125,6650.81103515625,6835.04541015625,6172.19384765625,4883.15380859375,4067.469482421875,3698.599609375,3168.031982421875,2691.3681640625,2726.359130859375,2737.193115234375,3374.2705078125
10511008,5757.93603515625,6844.88037109375,7117.75390625,6751.52197265625,5312.75830078125,4485.8828125,3902.536376953125,3321.298828125,2847.96533203125,2879.01025390625,2900.123779296875,3916.93896484375
10511009,6156.12890625,6807.6904296875,6931.93359375,6909.6923828125,5927.708984375,5257.482421875,4607.59521484375,3958.726806640625,3568.3642578125,3627.583740234375,3641.944580078125,4202.5263671875
10511801,4905.9833984375,6598.0625,6808.90625,6469.90869140625,4433.4736328125,3581.388916015625,3251.946533203125,2895.589599609375,2275.57666015625,2316.54052734375,2175.8583984375,2787.72802734375
10510001,5242.236328125,5845.4423828125,6157.05078125,5427.8203125,4844.8681640625,4154.5576171875,3828.84423828125,3317.133544921875,2944.485595703125,3220.236083984375,3440.676025390625,3914.706787109375
10510801,4331.13525390625,6778.72216796875,6447.0078125,5496.68603515625,4507.3125,3730.695556640625,3305.9169921875,2935.953369140625,2720.29931640625,2745.987060546875,2632.016845703125,2972.082275390625
10510049,5194.8525390625,6171.85986328125,6334.912109375,5587.509765625,4617.17578125,4074.196044921875,3802.348876953125,3340.633056640625,2862.88720703125,2891.341552734375,2956.3271484375,3245.142333984375
10510048,5135.45849609375,6224.2578125,6262.408203125,5440.73388671875,4461.43603515625,3909.64208984375,3623.205322265625,3147.248046875,2714.286865234375,2729.662353515625,2792.590087890625,3253.951904296875
10510047,5245.83203125,6304.02978515625,6173.50732421875,5411.43798828125,4582.9560546875,3993.7255859375,3756.59423828125,3326.245849609375,2953.436279296875,3071.107177734375,3094.248291015625,3955.880615234375
10510046,5508.10400390625,6243.85498046875,6208.9814453125,5597.7021484375,4742.755859375,4153.6103515625,3826.33203125,3388.900146484375,2977.60302734375,3078.277099609375,3072.103515625,3943.470947265625
10510019,5657.52392578125,6554.29296875,6048.97509765625,5609.42822265625,4868.9248046875,4271.6162109375,3942.3193359375,3390.7646484375,3182.77685546875,3302.48974609375,3400.169189453125,3675.826171875
10510043,5281.0947265625,6811.6123046875,6722.71337890625,6428.39794921875,5313.552734375,4527.29150390625,4091.428466796875,3462.229736328125,3034.029296875,3138.541259765625,3064.639404296875,3257.538330078125
10510044,5433.63720703125,6435.43896484375,6431.8525390625,6118.48583984375,5186.70458984375,4526.982421875,4188.7255859375,3424.30224609375,3104.49267578125,3293.492431640625,3226.1435546875,3476.393310546875
10510033,4718.60888671875,6330.34326171875,6413.490234375,5970.14306640625,5021.69775390625,4206.52294921875,3827.941162109375,3382.70751953125,2902.4453125,2966.4169921875,2871.65380859375,3038.6396484375
10510032,4794.0966796875,6346.5927734375,6220.18701171875,5667.2939453125,4878.10009765625,4131.65673828125,3755.446044921875,3345.49951171875,3003.399658203125,3219.687255859375,3209.869384765625,3566.6787109375
10510028,4811.2314453125,6259.681640625,6350.953125,5925.41064453125,5094.5478515625,4341.9990234375,3944.77685546875,3507.049560546875,3178.71435546875,3328.931640625,3266.06884765625,3672.917236328125
10510036,4656.13671875,6694.9580078125,6624.10498046875,6050.8291015625,5233.681640625,4383.3212890625,3889.77587890625,3406.69677734375,2963.372314453125,2911.3310546875,2842.794677734375,2988.08203125
10510035,4164.19091796875,6392.40478515625,6446.1484375,5900.8232421875,5042.13330078125,4256.2607421875,3875.526611328125,3397.5654296875,2964.81640625,2938.70654296875,2968.418701171875,2958.1220703125
10510034,4440.0458984375,6313.06591796875,6114.45458984375,5804.14501953125,4810.85498046875,4068.1572265625,3702.24609375,3273.1396484375,2801.69921875,2834.10595703125,2824.04541015625,2931.662109375
10510045,5875.41943359375,6728.333984375,6434.2451171875,6043.23779296875,5214.4970703125,4567.85498046875,4234.6376953125,3520.8095703125,3179.469482421875,3386.220458984375,3357.62939453125,3739.7275390625
10510042,5501.10888671875,6401.73828125,6199.25048828125,5812.4462890625,4859.193359375,4263.634765625,3893.2431640625,3307.64306640625,2957.507568359375,3141.98193359375,3144.91162109375,3304.5400390625
10510037,4580.73046875,6321.26611328125,6039.9052734375,5575.30322265625,4838.6259765625,4043.657958984375,3631.937744140625,3222.555908203125,2828.716064453125,2783.225341796875,2827.876220703125,2939.137939453125
10510038,5008.24658203125,6495.50048828125,5852.6591796875,5726.66162109375,4917.119140625,4118.00732421875,3760.6103515625,3318.4658203125,2996.8369140625,3023.1015625,3040.09765625,3249.31591796875
10510041,5232.31591796875,6417.77685546875,6041.03369140625,5692.6474609375,4819.0947265625,4145.203125,3799.09521484375,3165.068359375,3005.812255859375,3131.83349609375,3188.586181640625,3444.999267578125
10510020,5566.9892578125,6862.58984375,6313.1484375,5689.12158203125,4627.4736328125,4003.579833984375,3682.65283203125,3128.53857421875,2918.908447265625,2935.133056640625,2970.824462890625,3473.5439453125
10510039,5202.01806640625,6652.5859375,6358.7646484375,6021.666015625,5190.37744140625,4322.494140625,3952.361328125,3416.35693359375,3098.873046875,3083.027587890625,3139.925537109375,3717.064453125
10510040,5357.96435546875,6979.77490234375,6484.42333984375,5996.0966796875,4999.8564453125,4335.54541015625,3932.149169921875,3470.5673828125,3057.403564453125,3121.36083984375,3213.380615234375,3785.74267578125
10510031,4238.34228515625,6259.50830078125,5965.5908203125,5648.662109375,4761.923828125,4043.44384765625,3687.4873046875,3173.853759765625,2824.087646484375,2812.854736328125,2912.635009765625,3200.724609375
10510029,4097.03466796875,6395.6005859375,5938.6123046875,5673.08935546875,4972.79052734375,4134.9716796875,3758.9736328125,3324.77099609375,2932.012939453125,2971.462158203125,2886.188232421875,3105.039306640625
10510030,4204.4814453125,6464.36767578125,6090.47900390625,5631.703125,4881.5380859375,4147.64013671875,3845.738037109375,3257.17919921875,2993.13037109375,2882.940673828125,2891.821533203125,3126.13037109375
10510027,5080.005859375,6031.04541015625,6058.11279296875,5688.6123046875,5002.05859375,4249.83154296875,3864.27734375,3371.695068359375,3062.70361328125,3085.998046875,3128.78955078125,3669.489013671875
