EA_CODE,ndvimin,ndvimax,ndvimean
10511011,2946.113037109375,7313.8525390625,5228.8167724609375
10511012,3111.370849609375,6849.1904296875,4902.071568080357
10511014,3900.36767578125,7377.8173828125,5330.728062220982
10511013,2929.453857421875,7625.70556640625,5337.7091064453125
10511006,1980.61962890625,7076.42138671875,3949.3170166015625
10511007,2797.65673828125,7012.341796875,4658.045968191965
10511005,2504.290771484375,6693.78759765625,4334.566319056919
10511001,2416.71484375,6794.5087890625,4178.366751534598
10511003,2204.235595703125,6566.60400390625,3959.817644391741
10511004,1688.6649169921875,5547.4794921875,3220.550040108817
10511002,2691.3681640625,6835.04541015625,4430.773960658482
10511008,2847.96533203125,7117.75390625,4714.5947265625
10511009,3568.3642578125,6931.93359375,5149.833966936384
10511801,2175.8583984375,6808.90625,4106.1234130859375
10510001,2944.485595703125,6157.05078125,4388.542445591518
10510801,2632.016845703125,6778.72216796875,4143.896728515625
10510049,2862.88720703125,6334.912109375,4305.498971121652
10510048,2714.286865234375,6262.408203125,4190.826869419643
10510047,2953.436279296875,6304.02978515625,4366.176234654018
10510046,2977.60302734375,6243.85498046875,4425.939540318081
10510019,3182.77685546875,6554.29296875,4545.869785853794
10510043,3034.029296875,6811.6123046875,4641.336478097098
10510044,3104.49267578125,6435.43896484375,4599.041643415178
10510033,2871.65380859375,6413.490234375,4352.553902762277
10510032,3003.399658203125,6346.5927734375,4392.035731724331
10510028,3178.71435546875,6350.953125,4515.139264787947
10510036,2842.794677734375,6694.9580078125,4441.6312255859375
10510035,2938.70654296875,6446.1484375,4334.998011997768
10510034,2801.69921875,6313.06591796875,4216.599086216518
10510045,3179.469482421875,6728.333984375,4727.8489990234375
10510042,2957.507568359375,6401.73828125,4439.031808035715
10510037,2783.225341796875,6321.26611328125,4195.530691964285
10510038,2996.8369140625,6495.50048828125,4357.068568638393
10510041,3005.812255859375,6417.77685546875,4393.361118861607
10510020,2918.908447265625,6862.58984375,4425.285871233259
10510039,3083.027587890625,6652.5859375,4563.652047293527
10510040,3057.403564453125,6979.77490234375,4626.531703404018
10510031,2812.854736328125,6259.50830078125,4185.819806780134
10510029,2886.188232421875,6395.6005859375,4248.023943219866
10510030,2882.940673828125,6464.36767578125,4268.889857700893
10510027,3062.70361328125,6058.11279296875,4386.673967633928
10510021,2993.22412109375,7063.43505859375,4616.210606166294
10510026,3046.79345703125,6793.1123046875,4650.908499581473
10510023,2943.308837890625,7001.10546875,4514.016409737723
10510025,2972.232666015625,6769.78857421875,4508.8275146484375
10510024,2581.1201171875,6707.3505859375,4234.533255440848
10510017,3140.3837890625,6900.42333984375,4600.703090122768
10510016,2935.699462890625,6894.6162109375,4519.252371651785
10510015,2819.224609375,7004.16796875,4412.657453264509
10510014,2923.51708984375,6918.95166015625,4556.587053571428
10510012,3083.79833984375,6796.796875,4565.565133231027
10510013,2858.6591796875,6873.0390625,4438.08952985491
10510011,2545.3095703125,6926.00537109375,4319.373953683035
10510004,2867.01513671875,6293.66064453125,4231.411917550223
10510005,2876.25244140625,6769.36083984375,4373.507062639509
10510006,2855.6748046875,6480.61376953125,4323.42755998884
10510010,3315.552001953125,6960.0380859375,4858.042410714285
10510008,2915.4794921875,6527.69287109375,4463.347063337053
10510007,2830.78271484375,6355.1630859375,4242.864658900669
10510003,2844.459228515625,5873.38916015625,4125.475934709822
10510002,2752.264892578125,6008.99365234375,4145.118181501116
10510802,3128.087890625,6611.66943359375,4389.36865234375
10510806,2314.95068359375,6756.02685546875,3973.0654645647323
10510805,2391.76904296875,7046.07080078125,4119.6976318359375
10510804,2483.34130859375,6754.27099609375,4010.418474469866
10510803,2483.176513671875,6369.47900390625,3971.7752511160716
10510018,3174.87060546875,6916.0146484375,4721.33722795759
10510022,2862.03125,7095.0341796875,4520.272879464285
10506906,5519.48974609375,8129.59912109375,6720.765171595982
10506801,2068.718994140625,6781.54443359375,3854.0645577566966
10506913,4871.7568359375,7326.45849609375,6118.41877092634
10506901,4942.54296875,7912.099609375,6408.346296037947
10506014,3852.260009765625,7261.52197265625,5476.178920200893
10506912,4026.3154296875,8106.3115234375,6089.4189453125
10506908,3865.919677734375,7620.31640625,5768.351632254465
10506911,5456.27001953125,8217.111328125,6659.592912946428
10506905,4621.62158203125,7786.287109375,6311.515834263393
10506904,3993.53271484375,7658.32421875,5797.156982421875
10506902,4183.12646484375,8154.66357421875,6029.798409598215
10506903,2772.46337890625,7561.73095703125,4992.815325055803
10506907,5173.3662109375,7961.8076171875,6460.463657924107
10506910,4743.65966796875,7462.4619140625,6047.293701171875
10506909,4385.9462890625,7461.91357421875,5818.710797991072
10506001,3175.495849609375,6671.8662109375,4823.309238978794
10506007,3001.87158203125,6426.90966796875,4512.121826171875
10506013,4010.497802734375,8106.94970703125,5828.684151785715
10506012,3582.3388671875,7451.92236328125,5432.46599469866
10506011,3345.093505859375,6935.0068359375,4900.590192522322
10506002,2938.820068359375,6402.4375,4402.053623744419
10506003,2758.702392578125,6052.5244140625,4162.72834123884
10506004,2529.509765625,6356.3251953125,3976.45743233817
10506006,3065.517578125,6378.4365234375,4445.59978376116
10506005,2648.171875,5873.82177734375,3971.8310023716517
10506022,2282.39453125,5823.06591796875,3523.8061174665177
10506021,2783.357421875,6134.2919921875,4113.488630022322
10506023,2790.154296875,5952.8193359375,4121.9716796875
10506024,3016.125732421875,6240.7119140625,4323.151907784598
10506025,2746.707763671875,6561.8291015625,4285.900913783482
10506026,3114.479736328125,6536.89599609375,4657.471609933035
10506027,2750.73046875,6421.9443359375,4290.85791015625
10506028,2659.9208984375,6077.77880859375,4051.616472516741
10506020,3140.739501953125,6216.2353515625,4535.858067103794
10506019,3172.29052734375,6610.32275390625,4798.326607840402
10506018,2970.51416015625,6465.76953125,4487.65007672991
10506008,3080.193359375,6396.7548828125,4624.021571568081
10506009,3477.795166015625,6763.50537109375,5049.766531808035
10506010,3398.470703125,6990.4453125,5018.071079799107
10506015,3613.799072265625,7163.1357421875,5285.421316964285
10506016,3039.868408203125,6638.81005859375,4620.570452008928
10506017,3354.57958984375,6981.35595703125,5016.5518798828125
10506035,3168.388427734375,6904.1376953125,4918.35906110491
10506029,2822.954833984375,6097.427734375,4271.912196568081
10506030,2949.819580078125,6273.10595703125,4401.014090401785
10506034,2849.7607421875,6530.82861328125,4306.758597237723
10506047,3376.353271484375,7066.38720703125,4957.571986607143
10506046,3524.954833984375,6930.54736328125,4856.13019670759
10506045,3280.741943359375,6807.7099609375,4675.888288225447
10506048,3283.01416015625,6915.173828125,4843.9639892578125
10506049,3341.475830078125,6769.2060546875,4857.0601806640625
10506080,4193.126953125,7403.041015625,5867.541782924107
10506081,3840.3974609375,7204.58447265625,5529.882899693081
10506083,3481.64208984375,7253.7919921875,5490.116001674107
10506082,4163.0224609375,7460.181640625,5855.819475446428
10506084,3615.9775390625,7022.35498046875,5299.6380615234375
10506112,4449.5625,7749.685546875,5862.002022879465
10506113,4142.61767578125,7807.03466796875,5689.491734095982
10506079,3730.899169921875,7081.001953125,5328.191807338169
10506085,3149.988525390625,6695.9091796875,4729.689836774553
10506087,3708.364013671875,6525.93115234375,4924.628435407366
10506088,3486.08984375,6633.724609375,4880.773960658482
10506031,3113.003173828125,6424.021484375,4487.934587751116
10506111,3350.0849609375,6626.166015625,4768.959978376116
10506114,3664.79248046875,7259.533203125,5247.065656389509
10506110,3347.372314453125,6388.68115234375,4682.257167271206
10506086,3362.751953125,7329.68994140625,5257.647478376116
10506115,3417.42529296875,6337.3271484375,4712.264491489956
10506118,3053.80224609375,6405.93505859375,4533.3531494140625
10506116,3260.4111328125,6502.068359375,4653.191353934152
10506117,2842.519287109375,6434.9423828125,4384.397216796875
10506109,3001.278564453125,6419.98046875,4442.734235491072
10506104,2813.75732421875,6842.0458984375,4556.047136579241
10506036,3263.42041015625,6592.595703125,4780.541556222098
10506044,3486.41015625,6588.06591796875,4886.349417550223
10506090,3177.95703125,6788.603515625,4639.157993861607
10506105,2311.69873046875,6611.30078125,4032.0010114397323
10506108,2936.450439453125,6589.63720703125,4443.977504185268
10506106,3076.8671875,7036.81787109375,4809.717790876116
10506107,2824.66748046875,6602.7109375,4571.242728097098
10506103,2840.823974609375,6808.00390625,4498.806727818081
10506097,1669.106201171875,6007.02880859375,3190.502275739397
10506098,1301.282470703125,4791.03564453125,2658.525399344308
10506100,1863.4444580078125,6068.16845703125,3314.2125244140625
10506099,1613.2015380859375,5509.7412109375,3034.3411865234375
10506096,2308.875244140625,6803.58544921875,4212.6319580078125
10506101,1940.416748046875,6283.947265625,3837.8720703125
10506102,2572.260498046875,6997.38525390625,4464.14501953125
10506061,2645.87353515625,6673.4619140625,4321.021623883928
10506062,2690.025634765625,6778.3798828125,4399.429216657366
10506095,2618.01318359375,6828.33642578125,4372.626743861607
10506039,3129.27099609375,6538.4765625,4539.108607700893
10506041,3032.619873046875,6536.26123046875,4515.498796735491
10506042,3076.34326171875,6411.28466796875,4557.058611188616
10506038,3177.24853515625,6618.7939453125,4638.496041434152
10506037,3134.678955078125,6583.6904296875,4593.478062220982
10506032,3111.720947265625,6618.9775390625,4552.893694196428
10506033,3112.99365234375,6441.49267578125,4510.747227260044
10506051,3400.576171875,6778.20849609375,4999.701363699777
10506052,3016.0654296875,6816.81884765625,4528.087472098215
10506078,3629.132568359375,7077.0732421875,5201.04963030134
10506050,3578.41845703125,6901.76416015625,5092.778477260044
10506043,3234.490966796875,6488.2548828125,4670.194754464285
10506055,2907.254150390625,6046.16357421875,4141.6282958984375
