EA_CODE,month,NDVI
10509040,3,6950.7265625
10509040,4,6516.43115234375
10509040,5,5371.49560546875
10509040,6,4429.8544921875
10509040,7,3225.060546875
10509040,8,2779.756103515625
10509040,9,2590.356689453125
10509040,10,2646.80419921875
10509040,11,2502.4482421875
10509040,12,3104.19482421875
10509039,1,5841.86181640625
10509039,2,7706.4580078125
10509039,3,7037.3271484375
10509039,4,6652.203125
10509039,5,5505.470703125
10509039,6,4449.85791015625
10509039,7,3305.087890625
10509039,8,2844.0048828125
10509039,9,2585.6171875
10509039,10,2643.6318359375
10509039,11,2591.26025390625
10509039,12,3050.836181640625
10509038,1,5607.20361328125
10509038,2,7297.20556640625
10509038,3,6817.71044921875
10509038,4,6518.36279296875
10509038,5,5377.62451171875
10509038,6,4541.68701171875
10509038,7,3657.512451171875
10509038,8,2967.13037109375
10509038,9,2646.817138671875
10509038,10,2641.440673828125
10509038,11,2687.154052734375
10509038,12,2812.325927734375
10509041,1,6034.87890625
10509041,2,8125.01171875
10509041,3,7482.0361328125
10509041,4,6857.68505859375
10509041,5,5777.40283203125
10509041,6,4399.2255859375
10509041,7,3368.693359375
10509041,8,2966.301513671875
10509041,9,2663.33642578125
10509041,10,2712.591064453125
10509041,11,2633.781005859375
10509041,12,3386.158203125
10509037,1,6263.80029296875
10509037,2,7663.8720703125
10509037,3,7154.95068359375
10509037,4,6904.0859375
10509037,5,5685.09130859375
10509037,6,4942.06982421875
10509037,7,3974.374755859375
10509037,8,3169.81884765625
10509037,9,2751.765869140625
10509037,10,2778.754150390625
10509037,11,2705.062255859375
10509037,12,2978.38427734375
10509036,1,5373.70263671875
10509036,2,7411.74853515625
10509036,3,6807.408203125
10509036,4,6394.072265625
10509036,5,4995.205078125
10509036,6,4403.22607421875
10509036,7,3725.072509765625
10509036,8,3113.22802734375
10509036,9,2618.136962890625
10509036,10,2526.310546875
10509036,11,2454.66357421875
10509036,12,2584.75439453125
10509035,1,5158.61181640625
10509035,2,7230.65478515625
10509035,3,6782.6953125
10509035,4,6310.56884765625
10509035,5,5095.78173828125
10509035,6,4112.81396484375
10509035,7,3341.80322265625
10509035,8,2885.52099609375
10509035,9,2410.31640625
10509035,10,2245.49609375
10509035,11,2171.927978515625
10509035,12,2335.720947265625
10509023,1,5522.3212890625
10509023,2,7615.77197265625
10509023,3,7103.5341796875
10509023,4,6540.26220703125
10509023,5,5201.35400390625
10509023,6,4422.24560546875
10509023,7,3578.910888671875
10509023,8,3018.86328125
10509023,9,2671.31787109375
10509023,10,2549.335205078125
10509023,11,2490.555419921875
10509023,12,3029.248779296875
10509020,1,5219.765625
10509020,2,7181.28173828125
10509020,3,6655.56591796875
10509020,4,6212.0791015625
10509020,5,4798.9287109375
10509020,6,3814.669677734375
10509020,7,3212.97021484375
10509020,8,2889.4580078125
10509020,9,2586.712646484375
10509020,10,2272.91357421875
10509020,11,2216.117431640625
10509020,12,2168.42431640625
10509022,1,6356.376953125
10509022,2,8146.56689453125
10509022,3,7535.8583984375
10509022,4,6681.861328125
10509022,5,5377.84765625
10509022,6,4101.41943359375
10509022,7,3258.471923828125
10509022,8,2834.292724609375
10509022,9,2632.811279296875
10509022,10,2488.22900390625
10509022,11,2429.088134765625
10509022,12,3054.902587890625
10509014,1,5789.13671875
10509014,2,7346.115234375
10509014,3,6771.24365234375
10509014,4,5861.31005859375
10509014,5,4452.1728515625
10509014,6,3282.855224609375
10509014,7,2857.89013671875
10509014,8,2589.056640625
10509014,9,2332.019775390625
10509014,10,2192.481201171875
10509014,11,2093.506103515625
10509014,12,2223.910888671875
10509018,1,5005.8017578125
10509018,2,7356.83935546875
10509018,3,6830.1396484375
10509018,4,6009.607421875
10509018,5,4648.1318359375
10509018,6,3936.878662109375
10509018,7,3255.46875
10509018,8,2962.274658203125
10509018,9,2583.60205078125
10509018,10,2321.460693359375
10509018,11,2216.100830078125
10509018,12,2138.34814453125
10509019,1,5215.01708984375
10509019,2,7309.20556640625
10509019,3,6917.30029296875
10509019,4,6085.115234375
10509019,5,4364.29248046875
10509019,6,3570.9892578125
10509019,7,3120.99267578125
10509019,8,2805.378173828125
10509019,9,2425.32470703125
10509019,10,2222.085693359375
10509019,11,2125.663330078125
10509019,12,2214.22412109375
10509017,1,5314.28857421875
10509017,2,6588.59619140625
10509017,3,6735.70361328125
10509017,4,5965.80322265625
10509017,5,4406.76708984375
10509017,6,3493.60791015625
10509017,7,3123.29443359375
10509017,8,2759.97265625
10509017,9,2420.73046875
10509017,10,2229.696044921875
10509017,11,2116.005859375
10509017,12,2108.501220703125
10509021,1,4784.04443359375
10509021,2,7403.08935546875
10509021,3,6800.68603515625
10509021,4,6084.81591796875
10509021,5,4817.27783203125
10509021,6,3798.263916015625
10509021,7,3306.199462890625
10509021,8,2944.190185546875
10509021,9,2610.825927734375
10509021,10,2283.54736328125
10509021,11,2248.005126953125
10509021,12,2355.647705078125
10509016,1,5709.2802734375
10509016,2,7412.81005859375
10509016,3,7050.15283203125
10509016,4,5903.3330078125
10509016,5,4571.43212890625
10509016,6,3656.3828125
10509016,7,3121.6796875
10509016,8,2760.5498046875
10509016,9,2538.63427734375
10509016,10,2239.43994140625
10509016,11,2236.836181640625
10509016,12,2461.95849609375
10509024,1,5528.16552734375
10509024,2,7870.65234375
10509024,3,7254.3125
10509024,4,6220.76416015625
10509024,5,4832.7353515625
10509024,6,3894.14697265625
10509024,7,3179.134765625
10509024,8,2661.772705078125
10509024,9,2394.25830078125
10509024,10,2203.5322265625
10509024,11,2163.251953125
10509024,12,2805.550537109375
10509026,1,6075.70068359375
10509026,2,7918.06884765625
10509026,3,7367.22998046875
10509026,4,6820.39794921875
10509026,5,5184.03125
10509026,6,4051.755615234375
10509026,7,3263.60888671875
10509026,8,2818.058349609375
10509026,9,2626.135009765625
10509026,10,2477.08349609375
10509026,11,2423.019287109375
10509026,12,3112.849609375
10509025,1,5639.16162109375
10509025,2,7508.1435546875
10509025,3,6984.42724609375
10509025,4,6327.4287109375
10509025,5,4977.689453125
10509025,6,4104.10009765625
10509025,7,3056.274658203125
10509025,8,2793.640625
10509025,9,2459.458740234375
10509025,10,2322.54296875
10509025,11,2275.779541015625
10509025,12,2749.1669921875
10509015,1,6397.0576171875
10509015,2,8158.6787109375
10509015,3,7484.8955078125
10509015,4,6307.44482421875
10509015,5,4820.10693359375
10509015,6,3669.35546875
10509015,7,2886.00634765625
10509015,8,2549.49658203125
10509015,9,2434.931640625
10509015,10,2247.61279296875
10509015,11,2154.16796875
10509015,12,2794.97265625
10509013,1,4689.58740234375
10509013,2,6952.20556640625
10509013,3,6262.53515625
10509013,4,5424.38330078125
10509013,5,3728.5224609375
10509013,6,3223.460205078125
10509013,7,2725.559326171875
10509013,8,2544.897216796875
10509013,9,2302.620849609375
10509013,10,2175.369384765625
10509013,11,2165.547119140625
10509013,12,2194.943359375
10509011,1,6161.26708984375
10509011,2,8206.603515625
10509011,3,7565.32568359375
10509011,4,6471.0048828125
10509011,5,4868.7177734375
10509011,6,3480.810302734375
10509011,7,2828.041259765625
10509011,8,2555.4384765625
10509011,9,2328.370849609375
10509011,10,2193.405029296875
10509011,11,2138.648681640625
10509011,12,2692.31689453125
10509012,1,4367.79638671875
10509012,2,6080.560546875
10509012,3,6119.95849609375
10509012,4,5009.05859375
10509012,5,3517.630859375
10509012,6,2662.753662109375
10509012,7,2199.246337890625
10509012,8,2229.5322265625
10509012,9,2141.85107421875
10509012,10,2044.9102783203125
10509012,11,2005.1510009765625
10509012,12,2012.41943359375
10509007,1,4097.1142578125
10509007,2,4720.52685546875
10509007,3,4683.1650390625
10509007,4,3930.490478515625
10509007,5,3159.559326171875
10509007,6,2622.83642578125
10509007,7,1879.058349609375
10509007,8,2177.758544921875
10509007,9,2219.318603515625
10509007,10,2251.04345703125
10509007,11,2056.33935546875
10509007,12,2108.25634765625
10509006,1,5785.306640625
10509006,2,6280.31005859375
10509006,3,6972.2822265625
10509006,4,6566.1630859375
10509006,5,5628.7255859375
10509006,6,4493.3251953125
10509006,7,3262.7626953125
10509006,8,2844.611328125
10509006,9,2658.427734375
10509006,10,2451.38134765625
10509006,11,2380.3251953125
10509006,12,2584.352294921875
10509005,1,6604.9296875
10509005,2,7660.8310546875
10509005,3,7560.88134765625
10509005,4,6759.66552734375
10509005,5,5582.43359375
10509005,6,4439.560546875
10509005,7,3183.455078125
10509005,8,2848.291015625
10509005,9,2577.5419921875
10509005,10,2412.239990234375
10509005,11,2346.74853515625
10509005,12,2409.291259765625
10509004,1,6070.8505859375
10509004,2,7303.92724609375
10509004,3,7266.59619140625
10509004,4,6860.92919921875
10509004,5,5656.83740234375
10509004,6,4806.77685546875
10509004,7,3667.222412109375
10509004,8,2956.889892578125
10509004,9,2678.2236328125
10509004,10,2390.060791015625
10509004,11,2338.766357421875
10509004,12,2357.613525390625
10509003,1,6587.45751953125
10509003,2,7610.16259765625
10509003,3,7278.158203125
10509003,4,6813.15478515625
10509003,5,5635.98193359375
10509003,6,4123.64111328125
10509003,7,3250.591552734375
10509003,8,2861.79931640625
10509003,9,2595.06298828125
10509003,10,2412.310546875
10509003,11,2337.228515625
10509003,12,2371.166015625
10509002,1,5869.92822265625
10509002,2,7923.3125
10509002,3,7476.4130859375
10509002,4,7039.37646484375
10509002,5,5896.43701171875
10509002,6,4544.130859375
10509002,7,3426.30029296875
10509002,8,2817.54443359375
10509002,9,2459.689453125
10509002,10,2350.416015625
10509002,11,2240.978515625
10509002,12,2278.4169921875
10509801,1,5120.17822265625
10509801,2,6214.8095703125
10509801,3,6445.4609375
10509801,4,6046.47021484375
10509801,5,4494.3974609375
10509801,6,3707.748291015625
10509801,7,3329.5859375
10509801,8,2785.03515625
10509801,9,2572.366943359375
10509801,10,2426.646240234375
10509801,11,2306.212890625
10509801,12,2368.677490234375
10509803,1,4287.01123046875
10509803,2,6287.1103515625
10509803,3,5954.5419921875
10509803,4,4746.6376953125
10509803,5,3965.88232421875
10509803,6,3032.578125
10509803,7,2898.661376953125
10509803,8,2451.493896484375
10509803,9,2454.1904296875
10509803,10,2151.835693359375
10509803,11,2096.422119140625
10509803,12,2107.714111328125
10509804,1,4145.17041015625
10509804,2,6397.86328125
10509804,3,6607.51025390625
10509804,4,6263.7685546875
10509804,5,4554.4677734375
10509804,6,3634.4453125
10509804,7,3390.80419921875
10509804,8,2749.717529296875
10509804,9,2622.3857421875
10509804,10,2292.652587890625
10509804,11,2330.075927734375
10509804,12,2273.260986328125
10509805,1,4404.34326171875
10509805,2,6950.23974609375
10509805,3,6629.9501953125
10509805,4,5393.47900390625
10509805,5,4298.5556640625
10509805,6,3641.28173828125
10509805,7,3288.709716796875
10509805,8,2673.902099609375
10509805,9,2570.773681640625
10509805,10,2317.220458984375
10509805,11,2297.706298828125
10509805,12,2191.066162109375
10509042,1,6416.34423828125
10509042,2,7499.14404296875
10509042,3,6969.126953125
10509042,4,6173.83447265625
10509042,5,4616.19140625
10509042,6,3515.621826171875
10509042,7,2974.958740234375
10509042,8,2702.823486328125
10509042,9,2471.829833984375
10509042,10,2220.28662109375
10509042,11,2133.09521484375
10509042,12,2388.32470703125
10509008,1,4790.03759765625
10509008,2,6648.126953125
10509008,3,6767.0009765625
10509008,4,5371.32861328125
10509008,5,3601.82177734375
10509008,6,2973.51025390625
10509008,7,2510.991455078125
10509008,8,2396.5537109375
10509008,9,2253.6533203125
10509008,10,2079.13720703125
10509008,11,2077.118408203125
10509008,12,2211.068359375
10509010,1,5714.4794921875
10509010,2,7887.3193359375
10509010,3,7333.63671875
10509010,4,6600.01513671875
10509010,5,5226.93408203125
10509010,6,4126.6181640625
10509010,7,3261.879150390625
10509010,8,2845.43701171875
10509010,9,2465.58349609375
10509010,10,2349.7255859375
10509010,11,2327.34912109375
10509010,12,2527.667236328125
10509135,1,4487.10009765625
10509135,2,6729.76806640625
10509135,3,6304.88623046875
10509135,4,5783.69580078125
10509135,5,4925.498046875
10509135,6,4225.53125
10509135,7,3771.518310546875
10509135,8,3167.94775390625
10509135,9,2835.0927734375
10509135,10,2803.44970703125
10509135,11,2733.075927734375
10509135,12,2611.48681640625
10509113,1,6564.47607421875
10509113,2,7643.15478515625
10509113,3,6966.806640625
10509113,4,6384.17431640625
10509113,5,5542.39794921875
10509113,6,4713.91796875
10509113,7,4187.28564453125
10509113,8,3371.20751953125
10509113,9,2883.784912109375
10509113,10,3022.1494140625
10509113,11,3068.74951171875
10509113,12,3302.44580078125
10501164,1,5457.6318359375
10501164,2,6229.9326171875
10501164,3,6046.72216796875
10501164,4,5521.2216796875
10501164,5,4602.6640625
10501164,6,4016.13232421875
10501164,7,3748.667236328125
10501164,8,3308.904541015625
10501164,9,2879.156982421875
10501164,10,2929.882568359375
10501164,11,2929.824951171875
10501164,12,2992.6240234375
10501802,1,4377.5419921875
10501802,2,5899.97509765625
10501802,3,6136.576171875
10501802,4,5702.2919921875
10501802,5,5095.369140625
10501802,6,3730.99462890625
10501802,7,3286.86962890625
10501802,8,2900.695556640625
10501802,9,2823.618896484375
10501802,10,2828.537841796875
10501802,11,2605.976318359375
10501802,12,2727.091064453125
10501009,1,4843.90673828125
10501009,2,6591.39892578125
10501009,3,6280.0517578125
10501009,4,6212.392578125
10501009,5,5565.05712890625
10501009,6,4379.9990234375
10501009,7,3936.326416015625
10501009,8,3473.600830078125
10501009,9,3009.27685546875
10501009,10,3186.02783203125
10501009,11,3097.67626953125
10501009,12,3280.33837890625
10501051,1,4371.30419921875
10501051,2,6449.31591796875
10501051,3,6562.44677734375
10501051,4,5611.9326171875
10501051,5,4937.6103515625
10501051,6,3995.1025390625
10501051,7,3493.892822265625
10501051,8,3150.206787109375
10501051,9,2716.44873046875
10501051,10,2751.552001953125
10501051,11,2751.294921875
10501051,12,3600.144775390625
10501050,1,5433.1162109375
10501050,2,6223.63134765625
10501050,3,6248.2763671875
10501050,4,5542.70556640625
10501050,5,4948.1455078125
10501050,6,4198.345703125
10501050,7,3751.351318359375
10501050,8,3314.213623046875
10501050,9,2853.886962890625
10501050,10,2967.4873046875
10501050,11,3053.752197265625
10501050,12,4116.62646484375
10501049,1,5700.43310546875
10501049,2,6661.423828125
10501049,3,6427.66943359375
10501049,4,6215.89501953125
10501049,5,5455.671875
10501049,6,4559.25634765625
10501049,7,4056.44873046875
10501049,8,3556.69384765625
10501049,9,3059.598388671875
10501049,10,3344.208984375
10501049,11,3371.66064453125
10501049,12,4100.91357421875
10501053,1,4682.787109375
