EA_CODE,ntl
10507801,0.2046317309141159
10507072,0.12933175265789032
10507010,0.13474328815937042
10507001,0.1294349730014801
10507009,0.1463911235332489
10507033,0.13926739990711212
10507032,0.1369161754846573
10507002,0.13070626556873322
10507003,0.1418045312166214
10507008,0.13845792412757874
10507006,0.12849567830562592
10507007,0.1376028060913086
10507012,0.15402208268642426
10507030,0.13331936299800873
10507031,0.13426148891448975
10507034,0.1428104043006897
10507029,0.13668350875377655
10507086,0.13711898028850555
10507049,0.12859942018985748
10507078,0.13543911278247833
10507083,0.12494338303804398
10507080,0.1291264146566391
10507079,0.1183810755610466
10507085,0.13282261788845062
10507084,0.12702012062072754
10507081,0.1349247843027115
10507082,0.13011454045772552
10507022,0.1351880431175232
10507013,0.23638516664505005
10507024,0.1656792163848877
10507014,0.14800724387168884
10507023,0.12983861565589905
10507005,0.13536375761032104
10507004,0.12471316009759903
10507015,0.13069802522659302
10507019,0.13632896542549133
10507016,0.1332099288702011
10507027,0.13787226378917694
10507036,0.1360798180103302
10507017,0.13380581140518188
10507020,0.138388991355896
10507045,0.1334613561630249
10507041,0.13477632403373718
10507035,0.13575707376003265
10507025,0.1892794817686081
10507026,0.13895459473133087
10507011,0.16317997872829437
10507028,0.12833407521247864
10507038,0.13758070766925812
10507040,0.14162075519561768
10507018,0.13255837559700012
10507046,0.12543325126171112
10507047,0.1336403340101242
10507048,0.1280093938112259
10507077,0.12690183520317078
10507021,0.12748302519321442
10507067,0.1281832456588745
10507075,0.1273098886013031
10507076,0.12460551410913467
10507055,0.1295439898967743
10507044,0.12173611670732498
10507063,0.12838469445705414
10507042,0.13888338208198547
10507050,0.12406272441148758
10507043,0.1313110589981079
10507054,0.1344498246908188
10507802,0.2034742683172226
10507062,0.15018954873085022
10507051,0.13864514231681824
10507053,0.14991992712020874
10507052,0.13124991953372955
10507039,0.12697695195674896
10507056,0.13665693998336792
10507057,0.13345599174499512
10507058,0.1435701847076416
10507060,0.13580062985420227
10507059,0.13189338147640228
10507061,0.13256928324699402
10507066,0.13094855844974518
10507068,0.13040901720523834
10507064,0.1206153854727745
10507065,0.12615054845809937
10507070,0.12421807646751404
10507088,0.12197809666395187
10507087,0.1319621205329895
10507073,0.1308450847864151
10507069,0.1278771013021469
10507074,0.12526196241378784
10507071,0.13524094223976135
10507092,0.12817691266536713
10507093,0.13543877005577087
10507094,0.1362120807170868
10507090,0.12716378271579742
10507089,0.1286456435918808
10507091,0.12404154241085052
10507037,0.1370740383863449
10511802,0.26773756742477417
10511010,0.17038245499134064
10511015,0.13266286253929138
10511901,0.1464361548423767
10511011,0.13938339054584503
10511012,0.13180167973041534
10511014,0.13430887460708618
10511013,0.12642663717269897
10511006,0.14603012800216675
10511007,0.15759950876235962
10511005,0.6096935868263245
10511001,0.1633967012166977
10511003,0.4728081524372101
10511004,2.491633415222168
10511002,0.19382326304912567
10511008,0.1821916103363037
10511009,0.15830786526203156
10511801,0.42614543437957764
10510001,0.13088387250900269
10510801,0.36734652519226074
10510049,0.12842679023742676
10510048,0.17162206768989563
10510047,0.13333116471767426
10510046,0.13039694726467133
10510019,0.13926273584365845
10510043,0.12708967924118042
10510044,0.1400781273841858
10510033,0.13169057667255402
10510032,0.1249890998005867
10510028,0.12268011271953583
10510036,0.1334143728017807
10510035,0.13440878689289093
10510034,0.12792585790157318
10510045,0.13978980481624603
10510042,0.13273051381111145
10510037,0.1248144656419754
10510038,0.13003137707710266
10510041,0.13786888122558594
10510020,0.13365860283374786
10510039,0.1268094778060913
10510040,0.13137243688106537
10510031,0.12174298614263535
10510029,0.12935571372509003
10510030,0.12676368653774261
10510027,0.13841180503368378
10510021,0.1448359191417694
10510026,0.13117682933807373
10510023,0.13027891516685486
10510025,0.13295459747314453
10510024,0.13163188099861145
10510017,0.21674124896526337
10510016,0.18117675185203552
10510015,0.16835081577301025
10510014,0.14697110652923584
10510012,0.14500747621059418
10510013,0.139928936958313
10510011,0.1607799530029297
10510004,0.14407309889793396
10510005,0.15307638049125671
10510006,0.15635383129119873
10510010,0.14242927730083466
10510008,0.12614595890045166
10510007,0.18950586020946503
10510003,0.1321469396352768
10510002,0.13274069130420685
10510802,0.5444410443305969
10510806,0.9807738661766052
10510805,1.202196478843689
10510804,1.5359822511672974
10510803,1.4018115997314453
10510018,0.1373947560787201
10510022,0.152247354388237
10506906,0.19064803421497345
10506801,0.5988761186599731
10506913,0.15073710680007935
10506901,0.1620423048734665
10506014,0.13451777398586273
10506912,0.13495999574661255
10506908,0.12971164286136627
10506911,0.2275458127260208
10506905,1.0514236688613892
10506904,0.3286365270614624
10506902,0.19821058213710785
10506903,0.24327950179576874
10506907,0.1316576451063156
10506910,0.12935319542884827
10506909,0.12870191037654877
10506001,0.1557680070400238
10506007,0.18440812826156616
10506013,0.1668318510055542
10506012,0.1460331678390503
10506011,0.14194652438163757
10506002,0.28748491406440735
10506003,0.3754207193851471
10506004,1.319108009338379
10506006,0.2234627902507782
10506005,0.21091753244400024
10506022,0.8904929161071777
10506021,0.32473835349082947
10506023,0.15695294737815857
10506024,0.14939191937446594
10506025,0.13914768397808075
10506026,0.13279524445533752
10506027,0.13711419701576233
10506028,0.1381685733795166
10506020,0.14718219637870789
10506019,0.147904634475708
10506018,0.1646350622177124
10506008,0.14889632165431976
10506009,0.14844107627868652
10506010,0.14024782180786133
10506015,0.16200415790081024
10506016,0.17463794350624084
10506017,0.15843060612678528
10506035,0.12925633788108826
10506029,0.1315673589706421
10506030,0.1300313025712967
10506034,0.1349693089723587
