GEO_ID,NAME,pop,popblack,pophispanic,poor,poorblack,poorhispanic
06037131300,"Census Tract 1313, Los Angeles County, California",4969,104,3119,562,0,430
06037131400,"Census Tract 1314, Los Angeles County, California",6557,299,3264,571,0,364
06037131600,"Census Tract 1316, Los Angeles County, California",4968,217,2970,528,2,420
06037131701,"Census Tract 1317.01, Los Angeles County, California",5424,325,2773,896,140,408
06037131702,"Census Tract 1317.02, Los Angeles County, California",3748,437,1375,140,40,63
06037131801,"Census Tract 1318.01, Los Angeles County, California",3157,36,1959,516,1,175
06037131802,"Census Tract 1318.02, Los Angeles County, California",3039,565,1207,61,0,12
06037131900,"Census Tract 1319, Los Angeles County, California",4617,175,1993,300,0,215
06037132001,"Census Tract 1320.01, Los Angeles County, California",3473,150,1141,171,3,44
06037132002,"Census Tract 1320.02, Los Angeles County, California",3658,97,2029,132,0,78
06037132101,"Census Tract 1321.01, Los Angeles County, California",4727,335,2760,1499,0,1433
06037132102,"Census Tract 1321.02, Los Angeles County, California",5027,592,1876,602,1,332
06037132301,"Census Tract 1323.01, Los Angeles County, California",4189,317,2390,783,0,401
06037132302,"Census Tract 1323.02, Los Angeles County, California",3470,21,2265,217,0,212
06037132501,"Census Tract 1325.01, Los Angeles County, California",4170,52,2684,393,22,137
06037132502,"Census Tract 1325.02, Los Angeles County, California",3278,127,1108,777,48,207
06037132700,"Census Tract 1327, Los Angeles County, California",4882,31,2903,751,11,656
06037132900,"Census Tract 1329, Los Angeles County, California",3882,56,826,180,11,10
06037133000,"Census Tract 1330, Los Angeles County, California",4749,75,2878,906,7,619
06037133101,"Census Tract 1331.01, Los Angeles County, California",1782,62,407,104,0,13
06037133102,"Census Tract 1331.02, Los Angeles County, California",3783,209,1086,603,82,150
06037134001,"Census Tract 1340.01, Los Angeles County, California",3623,74,2615,458,12,351
06037134002,"Census Tract 1340.02, Los Angeles County, California",3849,193,2050,516,76,236
06037134101,"Census Tract 1341.01, Los Angeles County, California",5441,169,3181,1264,0,792
06037134103,"Census Tract 1341.03, Los Angeles County, California",4546,208,2535,1354,7,1217
06037134104,"Census Tract 1341.04, Los Angeles County, California",4495,228,1732,783,99,425
06037134201,"Census Tract 1342.01, Los Angeles County, California",4938,84,2213,413,0,194
06037134302,"Census Tract 1343.02, Los Angeles County, California",4127,6,1412,708,0,571
06037134303,"Census Tract 1343.03, Los Angeles County, California",5516,29,2176,387,0,242
06037134304,"Census Tract 1343.04, Los Angeles County, California",2750,150,713,371,52,55
06037134305,"Census Tract 1343.05, Los Angeles County, California",3961,93,3177,843,12,633
06037134306,"Census Tract 1343.06, Los Angeles County, California",4344,333,2390,555,21,301
06037134421,"Census Tract 1344.21, Los Angeles County, California",4609,126,432,56,0,0
06037134422,"Census Tract 1344.22, Los Angeles County, California",4681,209,724,185,8,3
06037134423,"Census Tract 1344.23, Los Angeles County, California",3537,243,253,243,58,47
06037134424,"Census Tract 1344.24, Los Angeles County, California",2947,40,164,54,0,0
06037134520,"Census Tract 1345.20, Los Angeles County, California",5761,96,4316,1007,54,715
06037134521,"Census Tract 1345.21, Los Angeles County, California",3336,0,3029,627,0,615
06037134522,"Census Tract 1345.22, Los Angeles County, California",4574,177,2965,1667,66,1025
06037134710,"Census Tract 1347.10, Los Angeles County, California",5369,316,3275,1464,92,1099
06037134720,"Census Tract 1347.20, Los Angeles County, California",5421,365,3080,791,41,355
06037134801,"Census Tract 1348.01, Los Angeles County, California",3325,26,1308,413,0,158
06037134802,"Census Tract 1348.02, Los Angeles County, California",3094,180,1321,344,11,228
06037134901,"Census Tract 1349.01, Los Angeles County, California",2677,185,477,554,0,229
06037134904,"Census Tract 1349.04, Los Angeles County, California",4441,242,2178,651,104,227
06037134905,"Census Tract 1349.05, Los Angeles County, California",5074,1221,518,827,395,58
06037134906,"Census Tract 1349.06, Los Angeles County, California",3042,0,1934,463,0,265
06037134907,"Census Tract 1349.07, Los Angeles County, California",3325,457,761,873,200,62
06037135102,"Census Tract 1351.02, Los Angeles County, California",3860,376,537,55,11,9
06037135111,"Census Tract 1351.11, Los Angeles County, California",4050,83,1196,300,1,98
06037135113,"Census Tract 1351.13, Los Angeles County, California",3138,131,526,135,0,21
06037135115,"Census Tract 1351.15, Los Angeles County, California",3098,91,648,371,55,44
06037135116,"Census Tract 1351.16, Los Angeles County, California",1463,97,315,198,0,98
06037135201,"Census Tract 1352.01, Los Angeles County, California",3013,225,518,376,0,0
06037135202,"Census Tract 1352.02, Los Angeles County, California",4618,254,777,304,108,13
06037135204,"Census Tract 1352.04, Los Angeles County, California",5135,324,874,163,2,24
06037135205,"Census Tract 1352.05, Los Angeles County, California",1934,16,37,320,0,0
06037137000,"Census Tract 1370, Los Angeles County, California",5184,286,420,244,17,14
06037137103,"Census Tract 1371.03, Los Angeles County, California",5540,33,913,717,0,221
06037137104,"Census Tract 1371.04, Los Angeles County, California",2579,81,330,439,34,189
06037137202,"Census Tract 1372.02, Los Angeles County, California",3281,131,274,297,18,11
06037137203,"Census Tract 1372.03, Los Angeles County, California",2601,222,868,189,19,11
06037137301,"Census Tract 1373.01, Los Angeles County, California",2314,61,160,87,3,3
06037137302,"Census Tract 1373.02, Los Angeles County, California",4392,231,395,233,0,49
06037137401,"Census Tract 1374.01, Los Angeles County, California",4091,89,663,141,22,4
06037137402,"Census Tract 1374.02, Los Angeles County, California",5554,778,660,162,0,1
06037137501,"Census Tract 1375.01, Los Angeles County, California",5241,288,565,813,5,46
06037137502,"Census Tract 1375.02, Los Angeles County, California",4337,320,666,223,34,29
06037137504,"Census Tract 1375.04, Los Angeles County, California",1928,13,227,28,0,0
06037138000,"Census Tract 1380, Los Angeles County, California",4766,311,343,249,25,32
06037139001,"Census Tract 1390.01, Los Angeles County, California",5561,28,1012,226,0,23
06037139200,"Census Tract 1392, Los Angeles County, California",5994,187,864,637,0,111
06037139301,"Census Tract 1393.01, Los Angeles County, California",4013,349,552,280,64,85
06037139302,"Census Tract 1393.02, Los Angeles County, California",5016,379,1775,792,157,164
06037139303,"Census Tract 1393.03, Los Angeles County, California",4527,384,1041,742,140,139
06037139401,"Census Tract 1394.01, Los Angeles County, California",2488,163,344,275,32,53
06037139402,"Census Tract 1394.02, Los Angeles County, California",2979,96,274,171,39,64
06037139502,"Census Tract 1395.02, Los Angeles County, California",3004,23,381,206,0,0
06037139504,"Census Tract 1395.04, Los Angeles County, California",4128,261,291,834,9,55
06037139505,"Census Tract 1395.05, Los Angeles County, California",2965,38,685,1272,13,385
06037139506,"Census Tract 1395.06, Los Angeles County, California",3416,10,880,245,0,0
06037139600,"Census Tract 1396, Los Angeles County, California",5196,143,458,249,0,29
06037139701,"Census Tract 1397.01, Los Angeles County, California",5810,77,461,710,0,15
06037139703,"Census Tract 1397.03, Los Angeles County, California",2718,81,17,171,12,0
06037139704,"Census Tract 1397.04, Los Angeles County, California",2620,0,3,53,0,3
06037139705,"Census Tract 1397.05, Los Angeles County, California",3820,0,111,101,0,0
06037139801,"Census Tract 1398.01, Los Angeles County, California",3478,188,193,88,0,0
06037139802,"Census Tract 1398.02, Los Angeles County, California",4041,214,230,205,0,44
06037141101,"Census Tract 1411.01, Los Angeles County, California",4757,642,611,392,0,87
06037141102,"Census Tract 1411.02, Los Angeles County, California",3120,159,360,233,4,144
06037141201,"Census Tract 1412.01, Los Angeles County, California",4201,265,772,345,41,47
06037141202,"Census Tract 1412.02, Los Angeles County, California",3001,97,257,319,0,0
06037141303,"Census Tract 1413.03, Los Angeles County, California",3431,143,508,444,45,42
06037141304,"Census Tract 1413.04, Los Angeles County, California",3185,116,245,321,81,19
06037141305,"Census Tract 1413.05, Los Angeles County, California",2606,141,557,165,0,0
06037141306,"Census Tract 1413.06, Los Angeles County, California",3176,184,793,84,0,0
06037141400,"Census Tract 1414, Los Angeles County, California",5332,281,449,223,48,45
06037141500,"Census Tract 1415, Los Angeles County, California",3015,185,65,81,0,0
06037141600,"Census Tract 1416, Los Angeles County, California",4198,144,270,200,82,0
06037141700,"Census Tract 1417, Los Angeles County, California",3342,43,164,99,0,0
06037143101,"Census Tract 1431.01, Los Angeles County, California",2050,13,160,101,0,78
06037143102,"Census Tract 1431.02, Los Angeles County, California",2139,112,400,151,0,0
06037143200,"Census Tract 1432, Los Angeles County, California",4351,109,1102,324,1,1
06037143301,"Census Tract 1433.01, Los Angeles County, California",3586,161,732,183,0,74
06037143302,"Census Tract 1433.02, Los Angeles County, California",3104,143,405,205,68,1
06037143401,"Census Tract 1434.01, Los Angeles County, California",5602,181,536,174,44,17
06037143402,"Census Tract 1434.02, Los Angeles County, California",1973,0,247,140,0,74
06037143500,"Census Tract 1435, Los Angeles County, California",5633,332,640,465,15,95
06037143602,"Census Tract 1436.02, Los Angeles County, California",4595,125,464,520,27,21
06037143603,"Census Tract 1436.03, Los Angeles County, California",2442,82,382,165,8,18
06037143605,"Census Tract 1436.05, Los Angeles County, California",1803,298,161,184,83,30
06037143606,"Census Tract 1436.06, Los Angeles County, California",1701,50,170,108,28,22
06037143700,"Census Tract 1437, Los Angeles County, California",3767,49,527,244,0,22
06037143801,"Census Tract 1438.01, Los Angeles County, California",3342,201,199,118,29,0
06037143802,"Census Tract 1438.02, Los Angeles County, California",2501,78,391,51,0,19
06037143901,"Census Tract 1439.01, Los Angeles County, California",4345,55,443,90,8,24
06037143902,"Census Tract 1439.02, Los Angeles County, California",2860,42,415,281,0,38
06037181000,"Census Tract 1810, Los Angeles County, California",6311,1,2083,504,0,333
06037181300,"Census Tract 1813, Los Angeles County, California",3931,82,1047,242,12,45
06037181400,"Census Tract 1814, Los Angeles County, California",4669,109,1708,439,24,90
06037181500,"Census Tract 1815, Los Angeles County, California",3927,88,886,387,0,258
06037181600,"Census Tract 1816, Los Angeles County, California",2971,140,1318,143,9,94
06037183101,"Census Tract 1831.01, Los Angeles County, California",2749,8,1491,413,0,359
06037183103,"Census Tract 1831.03, Los Angeles County, California",4800,304,2754,570,45,395
06037183104,"Census Tract 1831.04, Los Angeles County, California",1980,65,989,183,0,85
06037183220,"Census Tract 1832.20, Los Angeles County, California",3483,0,2163,447,0,355
06037183221,"Census Tract 1832.21, Los Angeles County, California",3704,0,2790,349,0,226
06037183222,"Census Tract 1832.22, Los Angeles County, California",3562,63,1245,353,7,215
06037183300,"Census Tract 1833, Los Angeles County, California",3514,54,2124,285,12,240
06037183401,"Census Tract 1834.01, Los Angeles County, California",2404,6,1229,428,0,257
06037183402,"Census Tract 1834.02, Los Angeles County, California",2903,60,952,403,1,137
06037183510,"Census Tract 1835.10, Los Angeles County, California",2530,0,1650,151,0,138
06037183520,"Census Tract 1835.20, Los Angeles County, California",3584,41,3009,616,1,577
06037183610,"Census Tract 1836.10, Los Angeles County, California",2913,12,1999,554,0,453
06037183620,"Census Tract 1836.20, Los Angeles County, California",3027,111,1891,419,11,332
06037183701,"Census Tract 1837.01, Los Angeles County, California",3382,40,2171,365,32,236
06037183702,"Census Tract 1837.02, Los Angeles County, California",2995,101,1423,350,21,254
06037183810,"Census Tract 1838.10, Los Angeles County, California",4130,64,3250,948,38,777
06037183820,"Census Tract 1838.20, Los Angeles County, California",3452,162,2552,542,14,458
06037185101,"Census Tract 1851.01, Los Angeles County, California",2786,89,1472,222,0,113
06037185102,"Census Tract 1851.02, Los Angeles County, California",3459,77,1096,139,29,19
06037185202,"Census Tract 1852.02, Los Angeles County, California",4162,29,1990,347,0,89
06037185203,"Census Tract 1852.03, Los Angeles County, California",2862,22,2116,647,12,549
06037185204,"Census Tract 1852.04, Los Angeles County, California",1923,61,732,191,1,115
06037185310,"Census Tract 1853.10, Los Angeles County, California",3175,38,2732,501,11,420
06037185320,"Census Tract 1853.20, Los Angeles County, California",2938,19,2471,775,7,678
06037186100,"Census Tract 1861, Los Angeles County, California",4928,59,1486,281,12,75
06037186201,"Census Tract 1862.01, Los Angeles County, California",3578,92,1639,459,92,177
06037186202,"Census Tract 1862.02, Los Angeles County, California",1920,39,806,195,11,108
06037186203,"Census Tract 1862.03, Los Angeles County, California",3113,32,1340,139,17,58
06037186301,"Census Tract 1863.01, Los Angeles County, California",2740,113,1854,627,0,591
06037186302,"Census Tract 1863.02, Los Angeles County, California",5263,42,2205,289,3,90
06037186401,"Census Tract 1864.01, Los Angeles County, California",3198,63,2575,557,12,469
06037186403,"Census Tract 1864.03, Los Angeles County, California",2809,43,1871,397,22,295
06037186404,"Census Tract 1864.04, Los Angeles County, California",2809,7,1947,633,7,548
06037187101,"Census Tract 1871.01, Los Angeles County, California",3163,24,943,247,2,136
06037187102,"Census Tract 1871.02, Los Angeles County, California",4376,88,2118,831,29,567
06037187200,"Census Tract 1872, Los Angeles County, California",3324,36,2092,165,0,61
06037187300,"Census Tract 1873, Los Angeles County, California",3715,34,831,332,0,25
06037188100,"Census Tract 1881, Los Angeles County, California",3932,56,2090,541,1,162
06037188201,"Census Tract 1882.01, Los Angeles County, California",3252,147,475,297,0,19
06037188202,"Census Tract 1882.02, Los Angeles County, California",2887,145,402,100,0,52
06037188300,"Census Tract 1883, Los Angeles County, California",3822,14,1062,356,0,253
06037189101,"Census Tract 1891.01, Los Angeles County, California",2600,34,280,186,0,42
06037189102,"Census Tract 1891.02, Los Angeles County, California",3960,24,586,207,1,97
06037189201,"Census Tract 1892.01, Los Angeles County, California",3074,118,492,568,41,45
06037189202,"Census Tract 1892.02, Los Angeles County, California",2781,45,304,213,0,74
06037189300,"Census Tract 1893, Los Angeles County, California",3212,52,87,359,23,0
06037189400,"Census Tract 1894, Los Angeles County, California",3130,283,182,142,0,24
06037189501,"Census Tract 1895.01, Los Angeles County, California",2179,146,239,228,0,21
06037189502,"Census Tract 1895.02, Los Angeles County, California",2049,101,405,375,3,181
06037189600,"Census Tract 1896, Los Angeles County, California",3788,89,734,401,42,89
06037189702,"Census Tract 1897.02, Los Angeles County, California",2426,130,217,309,14,0
06037189703,"Census Tract 1897.03, Los Angeles County, California",1880,314,174,126,0,45
06037189704,"Census Tract 1897.04, Los Angeles County, California",1471,24,154,127,0,0
06037189801,"Census Tract 1898.01, Los Angeles County, California",1839,20,184,203,0,60
06037189802,"Census Tract 1898.02, Los Angeles County, California",2149,204,275,339,22,15
06037189903,"Census Tract 1899.03, Los Angeles County, California",2182,62,329,239,10,22
06037189904,"Census Tract 1899.04, Los Angeles County, California",2375,171,602,295,39,10
06037189905,"Census Tract 1899.05, Los Angeles County, California",2588,141,627,206,9,26
06037189906,"Census Tract 1899.06, Los Angeles County, California",2634,70,137,431,21,44
06037189907,"Census Tract 1899.07, Los Angeles County, California",2418,55,566,270,0,15
06037190101,"Census Tract 1901.01, Los Angeles County, California",1653,282,270,346,36,14
06037190102,"Census Tract 1901.02, Los Angeles County, California",2700,92,701,345,0,18
06037190201,"Census Tract 1902.01, Los Angeles County, California",2443,189,1101,635,23,85
06037190202,"Census Tract 1902.02, Los Angeles County, California",3256,779,720,763,169,228
06037190302,"Census Tract 1903.02, Los Angeles County, California",2985,210,806,630,101,185
06037190303,"Census Tract 1903.03, Los Angeles County, California",2824,356,662,508,38,0
06037190401,"Census Tract 1904.01, Los Angeles County, California",2996,114,919,325,3,112
06037190402,"Census Tract 1904.02, Los Angeles County, California",2070,140,336,449,26,32
06037190510,"Census Tract 1905.10, Los Angeles County, California",3771,268,1509,940,27,412
06037190520,"Census Tract 1905.20, Los Angeles County, California",4144,48,1825,1163,31,574
06037190701,"Census Tract 1907.01, Los Angeles County, California",1693,50,345,629,6,86
06037190702,"Census Tract 1907.02, Los Angeles County, California",1127,112,295,66,32,9
06037190801,"Census Tract 1908.01, Los Angeles County, California",2462,231,995,984,156,329
06037190802,"Census Tract 1908.02, Los Angeles County, California",3071,210,951,648,69,42
06037190901,"Census Tract 1909.01, Los Angeles County, California",4361,188,3298,1197,137,894
06037190902,"Census Tract 1909.02, Los Angeles County, California",3752,176,2211,714,39,363
06037191000,"Census Tract 1910, Los Angeles County, California",4817,329,1670,610,29,442
06037191110,"Census Tract 1911.10, Los Angeles County, California",3424,28,1139,1361,9,129
06037191120,"Census Tract 1911.20, Los Angeles County, California",3552,24,1772,649,1,333
06037191201,"Census Tract 1912.01, Los Angeles County, California",4771,121,1926,1071,0,184
06037191203,"Census Tract 1912.03, Los Angeles County, California",2287,67,1210,736,0,438
06037191204,"Census Tract 1912.04, Los Angeles County, California",1703,83,779,481,15,270
06037191301,"Census Tract 1913.01, Los Angeles County, California",2310,171,1141,569,17,464
06037191302,"Census Tract 1913.02, Los Angeles County, California",1847,29,954,234,4,117
06037191410,"Census Tract 1914.10, Los Angeles County, California",3729,136,2491,811,36,582
06037191420,"Census Tract 1914.20, Los Angeles County, California",3698,32,2596,338,1,242
06037191500,"Census Tract 1915, Los Angeles County, California",5904,57,3322,1121,18,773
06037191610,"Census Tract 1916.10, Los Angeles County, California",4016,322,2259,1127,85,719
06037191620,"Census Tract 1916.20, Los Angeles County, California",2557,207,1355,964,16,479
06037191710,"Census Tract 1917.10, Los Angeles County, California",2632,154,1795,810,15,583
06037191720,"Census Tract 1917.20, Los Angeles County, California",3253,194,2369,752,92,509
06037191810,"Census Tract 1918.10, Los Angeles County, California",3188,348,2244,652,27,536
06037191820,"Census Tract 1918.20, Los Angeles County, California",3615,265,1193,395,22,89
06037191901,"Census Tract 1919.01, Los Angeles County, California",3404,321,634,541,76,8
06037191902,"Census Tract 1919.02, Los Angeles County, California",2777,26,210,265,15,19
06037192001,"Census Tract 1920.01, Los Angeles County, California",2070,105,258,346,11,22
06037192002,"Census Tract 1920.02, Los Angeles County, California",2659,65,103,207,14,0
06037192300,"Census Tract 1923, Los Angeles County, California",2428,26,443,207,0,52
06037192410,"Census Tract 1924.10, Los Angeles County, California",4008,150,576,368,7,68
06037192420,"Census Tract 1924.20, Los Angeles County, California",3930,229,1858,450,85,293
06037192510,"Census Tract 1925.10, Los Angeles County, California",3905,12,1822,546,0,373
06037192520,"Census Tract 1925.20, Los Angeles County, California",5445,124,4046,1077,11,830
06037192610,"Census Tract 1926.10, Los Angeles County, California",3751,144,2432,760,32,481
06037192620,"Census Tract 1926.20, Los Angeles County, California",3637,133,2431,652,21,434
06037192700,"Census Tract 1927, Los Angeles County, California",3689,56,2258,810,47,397
06037194101,"Census Tract 1941.01, Los Angeles County, California",3463,293,273,213,31,0
06037194102,"Census Tract 1941.02, Los Angeles County, California",2782,285,187,322,0,0
06037194200,"Census Tract 1942, Los Angeles County, California",3445,54,147,137,0,13
06037194300,"Census Tract 1943, Los Angeles County, California",3022,83,219,167,0,9
06037194401,"Census Tract 1944.01, Los Angeles County, California",2439,146,373,174,43,10
06037194402,"Census Tract 1944.02, Los Angeles County, California",3362,32,135,402,0,43
06037194500,"Census Tract 1945, Los Angeles County, California",2021,145,149,124,4,13
06037195100,"Census Tract 1951, Los Angeles County, California",4980,34,887,179,0,34
06037195201,"Census Tract 1952.01, Los Angeles County, California",3013,46,551,240,0,71
06037195202,"Census Tract 1952.02, Los Angeles County, California",3252,81,574,219,0,48
06037195300,"Census Tract 1953, Los Angeles County, California",2798,44,830,248,0,97
06037195400,"Census Tract 1954, Los Angeles County, California",4350,72,1041,194,0,75
06037195500,"Census Tract 1955, Los Angeles County, California",5528,89,1498,245,30,88
06037195600,"Census Tract 1956, Los Angeles County, California",2736,64,1403,665,15,537
06037195710,"Census Tract 1957.10, Los Angeles County, California",4471,263,2869,1402,143,930
06037195720,"Census Tract 1957.20, Los Angeles County, California",1801,18,1019,268,4,199
06037195802,"Census Tract 1958.02, Los Angeles County, California",2927,86,1579,358,0,229
06037195803,"Census Tract 1958.03, Los Angeles County, California",2439,107,824,395,8,278
06037195804,"Census Tract 1958.04, Los Angeles County, California",2533,187,1138,264,51,150
06037195901,"Census Tract 1959.01, Los Angeles County, California",2338,16,831,328,0,152
06037195902,"Census Tract 1959.02, Los Angeles County, California",2016,45,277,269,6,118
06037195903,"Census Tract 1959.03, Los Angeles County, California",1868,0,856,232,0,140
06037197200,"Census Tract 1972, Los Angeles County, California",3708,172,1712,181,0,138
06037197300,"Census Tract 1973, Los Angeles County, California",4021,75,1346,422,1,157
06037197410,"Census Tract 1974.10, Los Angeles County, California",3887,123,1236,251,0,115
06037197420,"Census Tract 1974.20, Los Angeles County, California",3468,78,1552,194,0,56
06037197500,"Census Tract 1975, Los Angeles County, California",3884,171,1659,171,0,95
06037197600,"Census Tract 1976, Los Angeles County, California",2201,6,1157,162,0,113
06037197700,"Census Tract 1977, Los Angeles County, California",5331,117,1317,1081,8,195
06037199001,"Census Tract 1990.01, Los Angeles County, California",2676,0,1594,669,0,669
06037199002,"Census Tract 1990.02, Los Angeles County, California",2725,77,1598,427,37,257
06037199110,"Census Tract 1991.10, Los Angeles County, California",3072,10,2801,590,5,543
06037199120,"Census Tract 1991.20, Los Angeles County, California",3826,195,2894,1409,90,1246
06037199201,"Census Tract 1992.01, Los Angeles County, California",3727,0,2278,592,0,270
06037199202,"Census Tract 1992.02, Los Angeles County, California",2902,41,1938,516,2,244
06037199300,"Census Tract 1993, Los Angeles County, California",4325,40,2460,465,7,210
06037199400,"Census Tract 1994, Los Angeles County, California",4849,196,3186,1352,35,710
06037199700,"Census Tract 1997, Los Angeles County, California",3006,112,2043,754,112,467
06037199801,"Census Tract 1998.01, Los Angeles County, California",3618,18,2500,792,1,281
06037199802,"Census Tract 1998.02, Los Angeles County, California",2400,0,1062,319,0,85
06037199900,"Census Tract 1999, Los Angeles County, California",2687,7,2202,450,0,390
06037201110,"Census Tract 2011.10, Los Angeles County, California",2203,76,1562,286,11,181
06037201120,"Census Tract 2011.20, Los Angeles County, California",4043,82,3182,381,34,325
06037201200,"Census Tract 2012, Los Angeles County, California",2709,0,2135,302,0,208
06037201301,"Census Tract 2013.01, Los Angeles County, California",4295,69,3440,997,38,915
06037201302,"Census Tract 2013.02, Los Angeles County, California",4242,412,860,454,95,125
06037201401,"Census Tract 2014.01, Los Angeles County, California",4562,48,3559,1015,12,821
06037201402,"Census Tract 2014.02, Los Angeles County, California",4752,25,3606,954,0,795
06037201501,"Census Tract 2015.01, Los Angeles County, California",5501,63,4468,927,15,795
06037201503,"Census Tract 2015.03, Los Angeles County, California",3318,50,2921,751,0,723
06037201504,"Census Tract 2015.04, Los Angeles County, California",2111,17,1599,364,0,281
06037201601,"Census Tract 2016.01, Los Angeles County, California",2445,171,1825,570,115,432
06037201602,"Census Tract 2016.02, Los Angeles County, California",2961,0,2513,381,0,354
06037201700,"Census Tract 2017, Los Angeles County, California",4200,259,2663,653,81,326
06037203100,"Census Tract 2031, Los Angeles County, California",4615,101,4355,1019,61,917
06037203200,"Census Tract 2032, Los Angeles County, California",5577,71,5311,1473,0,1447
06037203300,"Census Tract 2033, Los Angeles County, California",1285,8,1142,280,0,201
06037203500,"Census Tract 2035, Los Angeles County, California",3148,70,2285,1061,66,850
06037203601,"Census Tract 2036.01, Los Angeles County, California",2901,11,2890,465,0,465
06037203602,"Census Tract 2036.02, Los Angeles County, California",1873,42,1728,521,0,521
06037203710,"Census Tract 2037.10, Los Angeles County, California",3627,14,3554,506,0,506
06037203720,"Census Tract 2037.20, Los Angeles County, California",4014,0,3945,943,0,943
06037203800,"Census Tract 2038, Los Angeles County, California",4803,10,4678,1527,0,1512
06037203900,"Census Tract 2039, Los Angeles County, California",3053,15,2914,593,15,518
06037204110,"Census Tract 2041.10, Los Angeles County, California",3493,29,3331,641,0,634
06037204120,"Census Tract 2041.20, Los Angeles County, California",2925,28,2703,297,0,253
06037204200,"Census Tract 2042, Los Angeles County, California",3621,15,3499,1250,15,1195
06037204300,"Census Tract 2043, Los Angeles County, California",5625,14,5469,1281,14,1207
06037204410,"Census Tract 2044.10, Los Angeles County, California",2765,5,2653,768,5,754
06037204420,"Census Tract 2044.20, Los Angeles County, California",2936,159,2649,889,63,811
06037204600,"Census Tract 2046, Los Angeles County, California",4271,80,3909,989,48,894
06037204700,"Census Tract 2047, Los Angeles County, California",5603,33,5410,1166,33,1065
06037204810,"Census Tract 2048.10, Los Angeles County, California",4922,53,4715,1025,0,1014
06037204820,"Census Tract 2048.20, Los Angeles County, California",2141,58,1989,434,0,431
06037204910,"Census Tract 2049.10, Los Angeles County, California",3494,40,3333,956,16,904
06037204920,"Census Tract 2049.20, Los Angeles County, California",2796,15,2740,582,6,573
06037205110,"Census Tract 2051.10, Los Angeles County, California",3697,21,3541,713,0,699
06037205120,"Census Tract 2051.20, Los Angeles County, California",3754,68,3670,1574,45,1513
06037206010,"Census Tract 2060.10, Los Angeles County, California",3966,75,2174,1172,70,601
06037206020,"Census Tract 2060.20, Los Angeles County, California",559,86,152,76,0,46
06037206050,"Census Tract 2060.50, Los Angeles County, California",2151,95,1827,531,42,434
06037206051,"Census Tract 2060.51, Los Angeles County, California",1405,44,325,117,28,9
06037206052,"Census Tract 2060.52, Los Angeles County, California",2841,264,536,415,48,21
06037206053,"Census Tract 2060.53, Los Angeles County, California",2972,110,2148,927,28,560
06037206054,"Census Tract 2060.54, Los Angeles County, California",2580,39,1942,777,2,609
06037206201,"Census Tract 2062.01, Los Angeles County, California",2154,415,395,698,253,101
06037206202,"Census Tract 2062.02, Los Angeles County, California",1719,315,104,885,211,39
06037206301,"Census Tract 2063.01, Los Angeles County, California",1833,886,252,1213,634,153
06037206302,"Census Tract 2063.02, Los Angeles County, California",2376,1225,401,1813,927,346
06037206303,"Census Tract 2063.03, Los Angeles County, California",1989,930,464,1617,853,370
06037207101,"Census Tract 2071.01, Los Angeles County, California",3906,607,571,867,114,53
06037207102,"Census Tract 2071.02, Los Angeles County, California",3181,158,729,1086,27,298
06037207103,"Census Tract 2071.03, Los Angeles County, California",2144,73,162,596,38,12
06037207303,"Census Tract 2073.03, Los Angeles County, California",2187,523,480,454,146,206
06037207304,"Census Tract 2073.04, Los Angeles County, California",2022,552,536,1133,428,359
06037207305,"Census Tract 2073.05, Los Angeles County, California",961,69,363,34,0,21
06037207306,"Census Tract 2073.06, Los Angeles County, California",1724,460,367,468,168,42
06037207307,"Census Tract 2073.07, Los Angeles County, California",1424,544,227,647,434,68
06037207308,"Census Tract 2073.08, Los Angeles County, California",1323,75,172,129,0,0
06037207400,"Census Tract 2074, Los Angeles County, California",913,281,250,209,24,94
06037207501,"Census Tract 2075.01, Los Angeles County, California",2133,228,575,391,68,98
06037207502,"Census Tract 2075.02, Los Angeles County, California",3072,277,155,1155,32,31
06037207711,"Census Tract 2077.11, Los Angeles County, California",1661,174,290,173,28,49
06037207712,"Census Tract 2077.12, Los Angeles County, California",3454,447,451,1025,11,0
06037207901,"Census Tract 2079.01, Los Angeles County, California",2582,91,767,621,72,83
06037207902,"Census Tract 2079.02, Los Angeles County, California",5718,365,1437,972,61,249
06037208001,"Census Tract 2080.01, Los Angeles County, California",2410,159,1005,855,0,587
06037208002,"Census Tract 2080.02, Los Angeles County, California",4920,137,4256,1556,43,1391
06037208301,"Census Tract 2083.01, Los Angeles County, California",2101,25,1918,687,7,638
06037208302,"Census Tract 2083.02, Los Angeles County, California",5265,679,3746,1491,520,981
06037208401,"Census Tract 2084.01, Los Angeles County, California",4608,51,2974,1140,16,787
06037208402,"Census Tract 2084.02, Los Angeles County, California",2934,48,2011,560,11,421
06037208501,"Census Tract 2085.01, Los Angeles County, California",2462,44,1078,345,2,174
06037208502,"Census Tract 2085.02, Los Angeles County, California",4331,130,3429,897,60,663
06037208610,"Census Tract 2086.10, Los Angeles County, California",4376,116,2328,701,47,437
06037208620,"Census Tract 2086.20, Los Angeles County, California",4290,412,2035,927,139,583
06037208710,"Census Tract 2087.10, Los Angeles County, California",5136,187,1725,449,65,82
06037208720,"Census Tract 2087.20, Los Angeles County, California",3746,106,2825,1486,23,1188
06037208801,"Census Tract 2088.01, Los Angeles County, California",3186,301,1795,674,28,373
