GEO_ID,NAME,pop,popblack,pophispanic,poor,poorblack,poorhispanic
06037701000,"Census Tract 7010, Los Angeles County, California",5226,35,183,493,0,21
06037701201,"Census Tract 7012.01, Los Angeles County, California",3831,0,268,122,0,14
06037701202,"Census Tract 7012.02, Los Angeles County, California",3572,30,141,215,0,8
06037701302,"Census Tract 7013.02, Los Angeles County, California",4833,64,392,400,3,24
06037701304,"Census Tract 7013.04, Los Angeles County, California",6459,84,1043,383,14,0
06037701402,"Census Tract 7014.02, Los Angeles County, California",5771,95,1127,898,13,148
06037701501,"Census Tract 7015.01, Los Angeles County, California",5404,145,343,418,8,99
06037701502,"Census Tract 7015.02, Los Angeles County, California",3052,231,288,173,9,19
06037701601,"Census Tract 7016.01, Los Angeles County, California",4096,46,166,86,0,0
06037701602,"Census Tract 7016.02, Los Angeles County, California",3835,177,785,362,37,112
06037701701,"Census Tract 7017.01, Los Angeles County, California",3317,204,662,402,52,22
06037701702,"Census Tract 7017.02, Los Angeles County, California",3201,436,622,576,225,97
06037701801,"Census Tract 7018.01, Los Angeles County, California",6827,518,2221,1169,81,269
06037701802,"Census Tract 7018.02, Los Angeles County, California",4905,253,2139,630,40,246
06037701902,"Census Tract 7019.02, Los Angeles County, California",4843,557,316,1021,155,25
06037702002,"Census Tract 7020.02, Los Angeles County, California",6312,388,1198,510,0,16
06037702102,"Census Tract 7021.02, Los Angeles County, California",5869,123,534,591,17,50
06037702201,"Census Tract 7022.01, Los Angeles County, California",4080,227,708,332,9,78
06037702202,"Census Tract 7022.02, Los Angeles County, California",3954,60,577,301,0,83
06037702300,"Census Tract 7023, Los Angeles County, California",6535,36,1114,600,8,43
06037702400,"Census Tract 7024, Los Angeles County, California",4348,290,1357,237,0,80
06037702501,"Census Tract 7025.01, Los Angeles County, California",4959,96,596,249,0,0
06037702502,"Census Tract 7025.02, Los Angeles County, California",3818,776,616,380,55,199
06037702600,"Census Tract 7026, Los Angeles County, California",6395,339,1042,210,0,19
06037702700,"Census Tract 7027, Los Angeles County, California",3359,169,523,173,14,59
06037702801,"Census Tract 7028.01, Los Angeles County, California",4782,208,1290,428,0,47
06037702802,"Census Tract 7028.02, Los Angeles County, California",2272,195,727,149,7,84
06037702803,"Census Tract 7028.03, Los Angeles County, California",2560,85,954,271,6,150
06037702900,"Census Tract 7029, Los Angeles County, California",10065,887,700,1056,358,201
06037703002,"Census Tract 7030.02, Los Angeles County, California",6693,4683,377,661,391,93
06037703003,"Census Tract 7030.03, Los Angeles County, California",6158,1397,670,285,42,122
06037703100,"Census Tract 7031, Los Angeles County, California",6017,4641,341,845,650,72
06037703200,"Census Tract 7032, Los Angeles County, California",5517,4350,395,263,232,0
06037800101,"Census Tract 8001.01, Los Angeles County, California",5751,65,182,150,0,12
06037800103,"Census Tract 8001.03, Los Angeles County, California",3581,48,701,203,0,110
06037800104,"Census Tract 8001.04, Los Angeles County, California",3737,43,332,165,0,46
06037800202,"Census Tract 8002.02, Los Angeles County, California",5869,33,203,389,0,0
06037800204,"Census Tract 8002.04, Los Angeles County, California",4108,41,376,146,1,43
06037800205,"Census Tract 8002.05, Los Angeles County, California",4109,62,464,681,15,10
06037800206,"Census Tract 8002.06, Los Angeles County, California",3808,27,161,292,0,45
06037800324,"Census Tract 8003.24, Los Angeles County, California",6724,178,645,312,13,65
06037800325,"Census Tract 8003.25, Los Angeles County, California",3724,40,195,202,8,49
06037800328,"Census Tract 8003.28, Los Angeles County, California",1315,56,180,16,0,0
06037800333,"Census Tract 8003.33, Los Angeles County, California",1999,101,98,117,86,0
06037800334,"Census Tract 8003.34, Los Angeles County, California",4454,51,627,291,3,57
06037800335,"Census Tract 8003.35, Los Angeles County, California",4772,170,402,204,0,25
06037800336,"Census Tract 8003.36, Los Angeles County, California",3893,0,695,14,0,0
06037800337,"Census Tract 8003.37, Los Angeles County, California",3931,242,485,801,151,66
06037800338,"Census Tract 8003.38, Los Angeles County, California",6130,5,988,88,5,6
06037800406,"Census Tract 8004.06, Los Angeles County, California",2320,21,230,136,6,5
06037800410,"Census Tract 8004.10, Los Angeles County, California",1270,60,9,54,0,9
06037800411,"Census Tract 8004.11, Los Angeles County, California",3212,9,560,126,9,30
06037800412,"Census Tract 8004.12, Los Angeles County, California",4149,10,650,708,10,222
06037800504,"Census Tract 8005.04, Los Angeles County, California",2352,9,53,316,0,32
06037800506,"Census Tract 8005.06, Los Angeles County, California",3274,33,233,224,1,7
06037900102,"Census Tract 9001.02, Los Angeles County, California",715,18,338,163,0,45
06037900103,"Census Tract 9001.03, Los Angeles County, California",6281,388,3503,1717,152,827
06037900104,"Census Tract 9001.04, Los Angeles County, California",5665,227,3595,597,11,338
06037900301,"Census Tract 9003.01, Los Angeles County, California",3705,1009,2049,580,136,313
06037900501,"Census Tract 9005.01, Los Angeles County, California",7380,1584,3634,1435,600,656
06037900504,"Census Tract 9005.04, Los Angeles County, California",6659,1564,3330,1065,264,503
06037900505,"Census Tract 9005.05, Los Angeles County, California",3600,956,1748,1276,373,709
06037900506,"Census Tract 9005.06, Los Angeles County, California",4107,1339,1773,808,377,375
06037900508,"Census Tract 9005.08, Los Angeles County, California",3859,791,1837,977,432,393
06037900509,"Census Tract 9005.09, Los Angeles County, California",3773,452,2082,783,203,473
06037900510,"Census Tract 9005.10, Los Angeles County, California",3636,1545,1294,1142,438,512
06037900602,"Census Tract 9006.02, Los Angeles County, California",4929,806,2973,823,168,400
06037900606,"Census Tract 9006.06, Los Angeles County, California",3735,1270,1562,1074,387,435
06037900607,"Census Tract 9006.07, Los Angeles County, California",3931,275,2320,714,87,339
06037900608,"Census Tract 9006.08, Los Angeles County, California",3714,777,2149,904,369,322
06037900609,"Census Tract 9006.09, Los Angeles County, California",4365,1357,2122,1496,657,606
06037900610,"Census Tract 9006.10, Los Angeles County, California",3293,189,2428,889,158,627
06037900611,"Census Tract 9006.11, Los Angeles County, California",4248,963,2516,1454,314,1140
06037900701,"Census Tract 9007.01, Los Angeles County, California",4634,1559,1500,1597,821,382
06037900703,"Census Tract 9007.03, Los Angeles County, California",4592,1774,1494,1019,382,289
06037900704,"Census Tract 9007.04, Los Angeles County, California",3046,1275,744,562,373,167
06037900705,"Census Tract 9007.05, Los Angeles County, California",4099,816,1278,669,126,414
06037900804,"Census Tract 9008.04, Los Angeles County, California",3631,798,2209,763,241,381
06037900805,"Census Tract 9008.05, Los Angeles County, California",4834,530,2093,593,32,260
06037900806,"Census Tract 9008.06, Los Angeles County, California",4168,1402,1517,1524,531,519
06037900807,"Census Tract 9008.07, Los Angeles County, California",3646,939,1594,1007,230,625
06037900808,"Census Tract 9008.08, Los Angeles County, California",4751,862,2563,1359,362,817
06037900901,"Census Tract 9009.01, Los Angeles County, California",2907,339,828,434,0,296
06037900902,"Census Tract 9009.02, Los Angeles County, California",1534,0,380,177,0,6
06037901003,"Census Tract 9010.03, Los Angeles County, California",0,0,0,0,0,0
06037901007,"Census Tract 9010.07, Los Angeles County, California",1798,101,500,126,13,11
06037901008,"Census Tract 9010.08, Los Angeles County, California",2797,592,991,463,113,127
06037901009,"Census Tract 9010.09, Los Angeles County, California",4905,708,1656,856,150,174
06037901010,"Census Tract 9010.10, Los Angeles County, California",5260,530,2027,1208,59,528
06037901011,"Census Tract 9010.11, Los Angeles County, California",4964,601,1477,1093,10,593
06037901012,"Census Tract 9010.12, Los Angeles County, California",5506,650,2688,166,16,123
06037901013,"Census Tract 9010.13, Los Angeles County, California",3032,303,661,123,0,89
06037901014,"Census Tract 9010.14, Los Angeles County, California",4432,764,1134,274,38,25
06037901101,"Census Tract 9011.01, Los Angeles County, California",5563,439,1927,746,68,369
06037901102,"Census Tract 9011.02, Los Angeles County, California",5415,721,1616,443,51,141
06037901209,"Census Tract 9012.09, Los Angeles County, California",1386,53,506,166,0,46
06037901210,"Census Tract 9012.10, Los Angeles County, California",1564,13,523,133,0,101
06037901214,"Census Tract 9012.14, Los Angeles County, California",4638,996,1638,556,287,194
06037901215,"Census Tract 9012.15, Los Angeles County, California",2987,375,761,485,78,58
06037901216,"Census Tract 9012.16, Los Angeles County, California",2391,31,539,83,0,17
06037901217,"Census Tract 9012.17, Los Angeles County, California",1669,19,196,86,0,25
06037901218,"Census Tract 9012.18, Los Angeles County, California",2616,252,336,16,0,9
06037901300,"Census Tract 9013, Los Angeles County, California",2475,102,1254,590,23,314
06037910002,"Census Tract 9100.02, Los Angeles County, California",8081,259,5552,2234,0,1902
06037910210,"Census Tract 9102.10, Los Angeles County, California",6884,626,2574,241,0,165
06037910211,"Census Tract 9102.11, Los Angeles County, California",1771,31,613,0,0,0
06037910212,"Census Tract 9102.12, Los Angeles County, California",3643,222,778,616,204,28
06037910213,"Census Tract 9102.13, Los Angeles County, California",1464,19,769,182,0,168
06037910214,"Census Tract 9102.14, Los Angeles County, California",5163,927,2239,391,43,161
06037910215,"Census Tract 9102.15, Los Angeles County, California",6588,787,3589,413,31,246
06037910216,"Census Tract 9102.16, Los Angeles County, California",5362,564,1805,391,218,5
06037910217,"Census Tract 9102.17, Los Angeles County, California",4415,650,2271,439,86,114
06037910218,"Census Tract 9102.18, Los Angeles County, California",4338,323,2371,990,75,620
06037910301,"Census Tract 9103.01, Los Angeles County, California",3938,203,1262,238,36,0
06037910302,"Census Tract 9103.02, Los Angeles County, California",5101,364,2153,291,10,234
06037910401,"Census Tract 9104.01, Los Angeles County, California",5469,360,2710,168,28,40
06037910404,"Census Tract 9104.04, Los Angeles County, California",4249,509,2789,769,100,456
06037910405,"Census Tract 9104.05, Los Angeles County, California",5547,850,4003,1869,317,1303
06037910501,"Census Tract 9105.01, Los Angeles County, California",5073,1296,3290,1926,786,957
06037910502,"Census Tract 9105.02, Los Angeles County, California",4399,549,3275,1404,442,806
06037910504,"Census Tract 9105.04, Los Angeles County, California",3951,759,2509,1180,411,666
06037910505,"Census Tract 9105.05, Los Angeles County, California",3409,86,2542,577,0,271
06037910601,"Census Tract 9106.01, Los Angeles County, California",6150,788,4578,1016,386,533
06037910602,"Census Tract 9106.02, Los Angeles County, California",4381,722,2548,1074,406,553
06037910605,"Census Tract 9106.05, Los Angeles County, California",4662,250,3280,672,5,546
06037910606,"Census Tract 9106.06, Los Angeles County, California",3082,165,2428,869,60,768
06037910607,"Census Tract 9106.07, Los Angeles County, California",3653,495,2660,831,93,725
06037910608,"Census Tract 9106.08, Los Angeles County, California",3498,391,2328,688,108,321
06037910706,"Census Tract 9107.06, Los Angeles County, California",6170,1008,4400,919,155,707
06037910707,"Census Tract 9107.07, Los Angeles County, California",4778,721,3083,862,294,340
06037910709,"Census Tract 9107.09, Los Angeles County, California",1753,130,834,99,23,10
06037910712,"Census Tract 9107.12, Los Angeles County, California",2976,389,2122,201,30,61
06037910713,"Census Tract 9107.13, Los Angeles County, California",6210,775,4757,1162,518,481
06037910714,"Census Tract 9107.14, Los Angeles County, California",3562,405,2777,408,98,287
06037910715,"Census Tract 9107.15, Los Angeles County, California",6067,730,4291,439,146,248
06037910716,"Census Tract 9107.16, Los Angeles County, California",5850,736,4130,801,146,544
06037910717,"Census Tract 9107.17, Los Angeles County, California",2329,171,2039,185,126,1
06037910718,"Census Tract 9107.18, Los Angeles County, California",4930,183,3892,497,10,371
06037910719,"Census Tract 9107.19, Los Angeles County, California",3797,1022,2446,586,280,306
06037910720,"Census Tract 9107.20, Los Angeles County, California",4591,354,2945,1419,61,1190
06037910721,"Census Tract 9107.21, Los Angeles County, California",3247,322,1496,307,61,242
06037910804,"Census Tract 9108.04, Los Angeles County, California",2986,0,1062,254,0,110
06037910807,"Census Tract 9108.07, Los Angeles County, California",5792,257,1718,656,103,8
06037910808,"Census Tract 9108.08, Los Angeles County, California",3553,199,1094,38,1,14
06037910809,"Census Tract 9108.09, Los Angeles County, California",2142,24,478,60,0,43
06037910810,"Census Tract 9108.10, Los Angeles County, California",2566,219,426,72,0,40
06037910814,"Census Tract 9108.14, Los Angeles County, California",3852,0,899,238,0,93
06037910815,"Census Tract 9108.15, Los Angeles County, California",4995,39,1158,617,21,170
06037911001,"Census Tract 9110.01, Los Angeles County, California",3718,184,1325,609,91,299
06037911100,"Census Tract 9111, Los Angeles County, California",8306,742,6127,1748,162,1301
06037920013,"Census Tract 9200.13, Los Angeles County, California",6854,795,1748,507,0,282
06037920015,"Census Tract 9200.15, Los Angeles County, California",6496,227,1317,120,1,6
06037920016,"Census Tract 9200.16, Los Angeles County, California",4039,197,1165,35,0,0
06037920017,"Census Tract 9200.17, Los Angeles County, California",4200,5,1274,175,0,58
06037920018,"Census Tract 9200.18, Los Angeles County, California",1984,3,489,138,0,73
06037920020,"Census Tract 9200.20, Los Angeles County, California",5959,37,1993,212,6,161
06037920028,"Census Tract 9200.28, Los Angeles County, California",8383,550,3281,1565,83,1321
06037920029,"Census Tract 9200.29, Los Angeles County, California",5039,320,1615,619,130,181
06037920030,"Census Tract 9200.30, Los Angeles County, California",4816,426,1926,385,63,187
06037920031,"Census Tract 9200.31, Los Angeles County, California",4741,72,1685,500,0,360
06037920034,"Census Tract 9200.34, Los Angeles County, California",3303,90,1418,420,4,266
06037920035,"Census Tract 9200.35, Los Angeles County, California",7097,85,4158,1322,68,1201
06037920038,"Census Tract 9200.38, Los Angeles County, California",1658,108,822,220,0,173
06037920039,"Census Tract 9200.39, Los Angeles County, California",1623,106,562,66,9,18
06037920040,"Census Tract 9200.40, Los Angeles County, California",3993,311,1394,138,0,0
06037920041,"Census Tract 9200.41, Los Angeles County, California",1373,157,592,163,0,138
06037920042,"Census Tract 9200.42, Los Angeles County, California",6599,258,2111,673,109,142
06037920043,"Census Tract 9200.43, Los Angeles County, California",7467,445,1931,394,43,6
06037920044,"Census Tract 9200.44, Los Angeles County, California",2352,49,947,99,3,37
06037920045,"Census Tract 9200.45, Los Angeles County, California",4404,155,962,111,0,49
06037920046,"Census Tract 9200.46, Los Angeles County, California",3836,157,2553,180,13,117
06037920047,"Census Tract 9200.47, Los Angeles County, California",6755,374,4992,1877,0,1660
06037920048,"Census Tract 9200.48, Los Angeles County, California",5305,186,2617,520,5,297
06037920049,"Census Tract 9200.49, Los Angeles County, California",5076,95,1506,364,18,146
06037920050,"Census Tract 9200.50, Los Angeles County, California",1152,5,191,124,0,26
06037920102,"Census Tract 9201.02, Los Angeles County, California",4502,93,1342,277,0,43
06037920104,"Census Tract 9201.04, Los Angeles County, California",2903,28,737,84,0,4
06037920106,"Census Tract 9201.06, Los Angeles County, California",3828,56,2398,153,22,44
06037920109,"Census Tract 9201.09, Los Angeles County, California",4883,211,996,104,0,26
06037920110,"Census Tract 9201.10, Los Angeles County, California",2978,109,610,146,0,138
06037920111,"Census Tract 9201.11, Los Angeles County, California",2901,62,652,62,0,9
06037920112,"Census Tract 9201.12, Los Angeles County, California",4063,334,629,173,10,37
06037920114,"Census Tract 9201.14, Los Angeles County, California",6265,76,1253,511,0,177
06037920115,"Census Tract 9201.15, Los Angeles County, California",4193,331,728,117,10,0
06037920116,"Census Tract 9201.16, Los Angeles County, California",4985,193,1138,441,31,28
06037920118,"Census Tract 9201.18, Los Angeles County, California",6149,175,1778,86,0,0
06037920119,"Census Tract 9201.19, Los Angeles County, California",1835,31,340,89,0,0
06037920120,"Census Tract 9201.20, Los Angeles County, California",4062,519,1051,62,0,10
06037920121,"Census Tract 9201.21, Los Angeles County, California",9371,799,1604,725,0,62
06037920200,"Census Tract 9202, Los Angeles County, California",0,0,0,0,0,0
06037920303,"Census Tract 9203.03, Los Angeles County, California",1573,33,262,147,5,39
06037920312,"Census Tract 9203.12, Los Angeles County, California",6230,270,2877,990,76,619
06037920313,"Census Tract 9203.13, Los Angeles County, California",4925,25,2319,420,10,294
06037920314,"Census Tract 9203.14, Los Angeles County, California",3200,57,804,419,19,10
06037920322,"Census Tract 9203.22, Los Angeles County, California",2622,55,626,258,0,25
06037920326,"Census Tract 9203.26, Los Angeles County, California",6166,205,1429,294,20,46
06037920328,"Census Tract 9203.28, Los Angeles County, California",2011,41,314,140,6,17
06037920329,"Census Tract 9203.29, Los Angeles County, California",6635,159,1227,476,15,54
06037920330,"Census Tract 9203.30, Los Angeles County, California",3416,57,659,320,32,11
06037920331,"Census Tract 9203.31, Los Angeles County, California",3440,102,886,113,16,40
06037920332,"Census Tract 9203.32, Los Angeles County, California",1605,17,378,37,0,10
06037920334,"Census Tract 9203.34, Los Angeles County, California",5373,197,1102,553,40,20
06037920338,"Census Tract 9203.38, Los Angeles County, California",5723,313,971,215,0,19
06037920339,"Census Tract 9203.39, Los Angeles County, California",7851,300,1353,456,0,247
06037920340,"Census Tract 9203.40, Los Angeles County, California",2906,0,1936,440,0,382
06037920341,"Census Tract 9203.41, Los Angeles County, California",3299,28,2711,1034,0,986
06037920342,"Census Tract 9203.42, Los Angeles County, California",3040,0,2489,328,0,252
06037920343,"Census Tract 9203.43, Los Angeles County, California",3972,293,2459,840,72,474
06037930400,"Census Tract 9304, Los Angeles County, California",1137,57,417,221,57,95
06037980001,"Census Tract 9800.01, Los Angeles County, California",0,0,0,0,0,0
06037980002,"Census Tract 9800.02, Los Angeles County, California",0,0,0,0,0,0
06037980003,"Census Tract 9800.03, Los Angeles County, California",0,0,0,0,0,0
06037980004,"Census Tract 9800.04, Los Angeles County, California",0,0,0,0,0,0
06037980005,"Census Tract 9800.05, Los Angeles County, California",0,0,0,0,0,0
06037980006,"Census Tract 9800.06, Los Angeles County, California",0,0,0,0,0,0
06037980007,"Census Tract 9800.07, Los Angeles County, California",0,0,0,0,0,0
06037980008,"Census Tract 9800.08, Los Angeles County, California",65,0,65,0,0,0
06037980009,"Census Tract 9800.09, Los Angeles County, California",0,0,0,0,0,0
06037980010,"Census Tract 9800.10, Los Angeles County, California",119,1,74,28,1,17
06037980011,"Census Tract 9800.11, Los Angeles County, California",75,0,64,61,0,50
06037980012,"Census Tract 9800.12, Los Angeles County, California",0,0,0,0,0,0
06037980013,"Census Tract 9800.13, Los Angeles County, California",0,0,0,0,0,0
06037980014,"Census Tract 9800.14, Los Angeles County, California",45,36,5,36,36,0
06037980015,"Census Tract 9800.15, Los Angeles County, California",974,357,376,417,195,166
06037980016,"Census Tract 9800.16, Los Angeles County, California",248,17,208,0,0,0
06037980017,"Census Tract 9800.17, Los Angeles County, California",950,218,261,591,67,174
06037980018,"Census Tract 9800.18, Los Angeles County, California",0,0,0,0,0,0
06037980019,"Census Tract 9800.19, Los Angeles County, California",77,0,0,0,0,0
06037980020,"Census Tract 9800.20, Los Angeles County, California",0,0,0,0,0,0
06037980021,"Census Tract 9800.21, Los Angeles County, California",45,0,24,0,0,0
06037980022,"Census Tract 9800.22, Los Angeles County, California",0,0,0,0,0,0
06037980023,"Census Tract 9800.23, Los Angeles County, California",0,0,0,0,0,0
06037980024,"Census Tract 9800.24, Los Angeles County, California",199,30,50,25,0,4
06037980025,"Census Tract 9800.25, Los Angeles County, California",518,241,193,0,0,0
06037980026,"Census Tract 9800.26, Los Angeles County, California",0,0,0,0,0,0
06037980028,"Census Tract 9800.28, Los Angeles County, California",0,0,0,0,0,0
06037980030,"Census Tract 9800.30, Los Angeles County, California",0,0,0,0,0,0
06037980031,"Census Tract 9800.31, Los Angeles County, California",45,33,12,0,0,0
06037980033,"Census Tract 9800.33, Los Angeles County, California",14,0,0,14,0,0
06037980034,"Census Tract 9800.34, Los Angeles County, California",9,0,0,0,0,0
06037980035,"Census Tract 9800.35, Los Angeles County, California",564,0,472,109,0,102
06037980036,"Census Tract 9800.36, Los Angeles County, California",1039,86,324,199,0,159
06037980037,"Census Tract 9800.37, Los Angeles County, California",0,0,0,0,0,0
06037980038,"Census Tract 9800.38, Los Angeles County, California",0,0,0,0,0,0
06037980039,"Census Tract 9800.39, Los Angeles County, California",0,0,0,0,0,0
06037990100,"Census Tract 9901, Los Angeles County, California",0,0,0,0,0,0
06037990200,"Census Tract 9902, Los Angeles County, California",0,0,0,0,0,0
06037990300,"Census Tract 9903, Los Angeles County, California",0,0,0,0,0,0
06039000102,"Census Tract 1.02, Madera County, California",4214,0,641,486,0,57
06039000103,"Census Tract 1.03, Madera County, California",4212,38,331,663,0,77
06039000104,"Census Tract 1.04, Madera County, California",4085,0,743,747,0,427
06039000106,"Census Tract 1.06, Madera County, California",5396,45,804,430,0,25
06039000109,"Census Tract 1.09, Madera County, California",2196,0,382,164,0,17
06039000110,"Census Tract 1.10, Madera County, California",5060,81,816,479,0,88
06039000111,"Census Tract 1.11, Madera County, California",2223,0,312,322,0,149
06039000201,"Census Tract 2.01, Madera County, California",1487,30,908,164,8,83
06039000203,"Census Tract 2.03, Madera County, California",1375,0,997,296,0,269
06039000204,"Census Tract 2.04, Madera County, California",4657,17,1588,876,0,362
06039000301,"Census Tract 3.01, Madera County, California",3613,4,2001,553,0,449
06039000302,"Census Tract 3.02, Madera County, California",4591,50,2831,682,27,284
06039000506,"Census Tract 5.06, Madera County, California",7097,87,5290,517,0,306
06039000509,"Census Tract 5.09, Madera County, California",5540,84,1783,722,21,319
06039000510,"Census Tract 5.10, Madera County, California",6101,493,4750,573,50,484
06039000511,"Census Tract 5.11, Madera County, California",6518,402,5319,1066,31,972
06039000512,"Census Tract 5.12, Madera County, California",4654,0,2796,334,0,222
06039000513,"Census Tract 5.13, Madera County, California",3773,155,2188,0,0,0
06039000514,"Census Tract 5.14, Madera County, California",7679,58,6581,3358,0,3232
06039000515,"Census Tract 5.15, Madera County, California",3705,62,2585,615,0,472
06039000516,"Census Tract 5.16, Madera County, California",2548,0,1037,78,0,45
06039000517,"Census Tract 5.17, Madera County, California",2007,97,1219,127,3,75
06039000518,"Census Tract 5.18, Madera County, California",2698,91,2294,357,0,317
06039000602,"Census Tract 6.02, Madera County, California",3980,12,3696,1693,12,1641
06039000603,"Census Tract 6.03, Madera County, California",6278,80,5337,2362,21,1926
06039000604,"Census Tract 6.04, Madera County, California",5104,29,4456,1340,13,1034
06039000701,"Census Tract 7.01, Madera County, California",5433,33,3739,368,0,173
06039000702,"Census Tract 7.02, Madera County, California",6583,388,4074,1183,28,1003
06039000801,"Census Tract 8.01, Madera County, California",2619,181,2121,983,181,751
06039000802,"Census Tract 8.02, Madera County, California",3943,73,3588,1662,34,1515
06039000901,"Census Tract 9.01, Madera County, California",3863,871,2841,1485,437,920
06039000902,"Census Tract 9.02, Madera County, California",3977,0,2823,1374,0,997
06039000903,"Census Tract 9.03, Madera County, California",3620,39,3286,1172,39,1044
06039001100,"Census Tract 11, Madera County, California",6576,87,2969,831,19,720
06041101100,"Census Tract 1011, Marin County, California",2750,0,161,7,0,0
06041101200,"Census Tract 1012, Marin County, California",2783,20,513,195,0,89
06041102100,"Census Tract 1021, Marin County, California",2213,9,213,44,0,0
06041102202,"Census Tract 1022.02, Marin County, California",5391,253,623,294,0,107
06041102203,"Census Tract 1022.03, Marin County, California",5800,269,2006,779,64,294
06041103100,"Census Tract 1031, Marin County, California",7412,126,705,223,27,2
06041103200,"Census Tract 1032, Marin County, California",7548,396,1407,679,14,328
06041104102,"Census Tract 1041.02, Marin County, California",5615,57,2052,507,23,452
06041104103,"Census Tract 1041.03, Marin County, California",2572,8,269,90,0,3
06041104104,"Census Tract 1041.04, Marin County, California",4667,114,866,253,47,44
06041104200,"Census Tract 1042, Marin County, California",5929,167,925,295,54,0
06041104300,"Census Tract 1043, Marin County, California",1731,0,183,94,0,6
06041105001,"Census Tract 1050.01, Marin County, California",4350,913,1465,148,39,16
06041105002,"Census Tract 1050.02, Marin County, California",2873,85,241,65,0,0
06041106001,"Census Tract 1060.01, Marin County, California",4211,22,562,134,0,2
06041106002,"Census Tract 1060.02, Marin County, California",4942,336,292,137,41,31
06041107000,"Census Tract 1070, Marin County, California",6715,0,431,261,0,66
06041108100,"Census Tract 1081, Marin County, California",6614,38,588,269,38,5
06041108201,"Census Tract 1082.01, Marin County, California",2350,43,865,329,43,173
06041108202,"Census Tract 1082.02, Marin County, California",4440,87,795,464,0,159
06041109001,"Census Tract 1090.01, Marin County, California",3874,54,1007,371,0,214
06041109002,"Census Tract 1090.02, Marin County, California",4212,78,425,158,0,50
06041110100,"Census Tract 1101, Marin County, California",5011,47,452,731,32,61
06041110200,"Census Tract 1102, Marin County, California",5110,19,148,56,0,36
06041111001,"Census Tract 1110.01, Marin County, California",762,0,131,77,0,31
06041111002,"Census Tract 1110.02, Marin County, California",4013,56,568,319,18,43
06041112100,"Census Tract 1121, Marin County, California",4486,41,1499,455,0,320
06041112202,"Census Tract 1122.02, Marin County, California",5611,11,4097,541,0,373
06041112203,"Census Tract 1122.03, Marin County, California",2440,0,2230,887,0,817
06041112204,"Census Tract 1122.04, Marin County, California",4806,17,4294,1873,10,1751
06041113000,"Census Tract 1130, Marin County, California",3543,0,327,376,0,135
06041114100,"Census Tract 1141, Marin County, California",5231,2,366,509,2,18
06041114200,"Census Tract 1142, Marin County, California",3293,13,393,271,0,29
06041115000,"Census Tract 1150, Marin County, California",7498,160,783,212,0,0
06041116000,"Census Tract 1160, Marin County, California",3114,34,98,15,0,0
06041117000,"Census Tract 1170, Marin County, California",4250,72,328,248,12,0
06041118100,"Census Tract 1181, Marin County, California",2453,60,134,92,0,21
06041119100,"Census Tract 1191, Marin County, California",5060,0,373,147,0,0
06041119201,"Census Tract 1192.01, Marin County, California",3533,29,703,446,0,172
06041119202,"Census Tract 1192.02, Marin County, California",3696,21,257,245,0,16
06041120001,"Census Tract 1200.01, Marin County, California",1318,17,0,0,0,0
06041120002,"Census Tract 1200.02, Marin County, California",4649,0,98,279,0,18
06041121100,"Census Tract 1211, Marin County, California",5331,80,567,282,0,15
06041121200,"Census Tract 1212, Marin County, California",6127,90,532,302,0,0
06041122000,"Census Tract 1220, Marin County, California",119,0,0,0,0,0
06041123000,"Census Tract 1230, Marin County, California",2235,6,131,126,0,5
06041124100,"Census Tract 1241, Marin County, California",5801,0,751,60,0,0
06041124200,"Census Tract 1242, Marin County, California",5272,48,282,111,0,0
06041125000,"Census Tract 1250, Marin County, California",3913,58,600,271,0,0
06041126100,"Census Tract 1261, Marin County, California",6283,14,178,187,0,10
06041126200,"Census Tract 1262, Marin County, California",4284,107,353,370,0,97
06041127000,"Census Tract 1270, Marin County, California",4660,104,142,307,0,40
06041128100,"Census Tract 1281, Marin County, California",7380,0,526,111,0,0
06041128200,"Census Tract 1282, Marin County, California",5236,69,372,261,0,3
06041129000,"Census Tract 1290, Marin County, California",2713,699,513,413,165,179
06041130201,"Census Tract 1302.01, Marin County, California",3311,18,347,293,5,0
06041130203,"Census Tract 1302.03, Marin County, California",2091,17,259,47,17,13
06041130204,"Census Tract 1302.04, Marin County, California",2287,0,107,93,0,0
06041131100,"Census Tract 1311, Marin County, California",1228,43,63,154,0,7
06041132100,"Census Tract 1321, Marin County, California",1905,0,73,280,0,10
06041132200,"Census Tract 1322, Marin County, California",1927,33,107,139,0,0
06041133000,"Census Tract 1330, Marin County, California",2841,0,215,140,0,25
06041990100,"Census Tract 9901, Marin County, California",0,0,0,0,0,0
06043000101,"Census Tract 1.01, Mariposa County, California",3840,133,341,1037,109,35
06043000102,"Census Tract 1.02, Mariposa County, California",2697,0,205,458,0,0
06043000200,"Census Tract 2, Mariposa County, California",2904,0,634,287,0,89
06043000301,"Census Tract 3.01, Mariposa County, California",3681,0,349,527,0,113
06043000302,"Census Tract 3.02, Mariposa County, California",2238,0,118,162,0,3
06043000400,"Census Tract 4, Mariposa County, California",1752,104,315,197,0,111
06045010100,"Census Tract 101, Mendocino County, California",2885,15,678,725,15,300
06045010200,"Census Tract 102, Mendocino County, California",3467,40,397,978,21,191
06045010300,"Census Tract 103, Mendocino County, California",3865,0,382,448,0,13
06045010400,"Census Tract 104, Mendocino County, California",3262,30,734,567,0,187
06045010500,"Census Tract 105, Mendocino County, California",4502,42,1813,868,0,510
