GEO_ID,NAME,poptotal,popblack,pophispanic,poortotal,poorblack,poorhispanic
1400000US13001950100,"Census Tract 9501, Appling County, Georgia",3246,147,258,746,0,0
1400000US13001950201,"Census Tract 9502.01, Appling County, Georgia",2276,637,269,306,105,0
1400000US13001950202,"Census Tract 9502.02, Appling County, Georgia",2221,1133,13,500,248,0
1400000US13001950301,"Census Tract 9503.01, Appling County, Georgia",2883,255,937,565,23,462
1400000US13001950302,"Census Tract 9503.02, Appling County, Georgia",1729,241,0,564,92,0
1400000US13001950400,"Census Tract 9504, Appling County, Georgia",1892,361,74,337,64,26
1400000US13001950500,"Census Tract 9505, Appling County, Georgia",3744,662,268,1196,481,119
1400000US13003960100,"Census Tract 9601, Atkinson County, Georgia",2342,308,714,415,107,152
1400000US13003960200,"Census Tract 9602, Atkinson County, Georgia",4469,963,1182,1425,487,502
1400000US13003960300,"Census Tract 9603, Atkinson County, Georgia",1463,18,261,491,0,205
1400000US13005970100,"Census Tract 9701, Bacon County, Georgia",2869,20,308,595,20,55
1400000US13005970201,"Census Tract 9702.01, Bacon County, Georgia",4073,898,99,1171,534,0
1400000US13005970202,"Census Tract 9702.02, Bacon County, Georgia",3395,492,508,933,40,330
1400000US13007960100,"Census Tract 9601, Baker County, Georgia",2017,860,88,511,265,8
1400000US13007960200,"Census Tract 9602, Baker County, Georgia",1073,321,53,126,18,0
1400000US13009970101,"Census Tract 9701.01, Baldwin County, Georgia",2296,1080,0,25,0,0
1400000US13009970102,"Census Tract 9701.02, Baldwin County, Georgia",2987,1046,0,410,333,0
1400000US13009970201,"Census Tract 9702.01, Baldwin County, Georgia",3686,1688,7,1214,645,0
1400000US13009970202,"Census Tract 9702.02, Baldwin County, Georgia",3404,872,105,508,291,62
1400000US13009970301,"Census Tract 9703.01, Baldwin County, Georgia",2276,639,0,192,35,0
1400000US13009970302,"Census Tract 9703.02, Baldwin County, Georgia",3444,1372,61,182,49,0
1400000US13009970400,"Census Tract 9704, Baldwin County, Georgia",4345,2262,82,1043,312,67
1400000US13009970501,"Census Tract 9705.01, Baldwin County, Georgia",2887,889,74,2335,758,50
1400000US13009970502,"Census Tract 9705.02, Baldwin County, Georgia",2021,1149,0,142,60,0
1400000US13009970600,"Census Tract 9706, Baldwin County, Georgia",3069,1798,8,814,530,8
1400000US13009970701,"Census Tract 9707.01, Baldwin County, Georgia",1702,963,185,567,388,0
1400000US13009970702,"Census Tract 9707.02, Baldwin County, Georgia",2045,1449,93,655,414,41
1400000US13009970801,"Census Tract 9708.01, Baldwin County, Georgia",3300,885,111,221,61,41
1400000US13009970802,"Census Tract 9708.02, Baldwin County, Georgia",3338,1381,176,1370,1008,40
1400000US13011970100,"Census Tract 9701, Banks County, Georgia",5334,0,972,873,0,62
1400000US13011970200,"Census Tract 9702, Banks County, Georgia",4840,96,7,565,20,0
1400000US13011970300,"Census Tract 9703, Banks County, Georgia",4920,246,265,446,19,0
1400000US13011970400,"Census Tract 9704, Banks County, Georgia",3792,66,81,676,0,0
1400000US13013180103,"Census Tract 1801.03, Barrow County, Georgia",5803,610,545,714,107,87
1400000US13013180104,"Census Tract 1801.04, Barrow County, Georgia",2252,217,278,325,6,166
1400000US13013180105,"Census Tract 1801.05, Barrow County, Georgia",3031,88,520,225,0,0
1400000US13013180106,"Census Tract 1801.06, Barrow County, Georgia",2497,308,207,195,0,36
1400000US13013180107,"Census Tract 1801.07, Barrow County, Georgia",4336,36,751,272,0,1
1400000US13013180108,"Census Tract 1801.08, Barrow County, Georgia",2872,168,96,193,19,0
1400000US13013180203,"Census Tract 1802.03, Barrow County, Georgia",3641,1086,797,695,247,114
1400000US13013180204,"Census Tract 1802.04, Barrow County, Georgia",3050,902,618,480,81,116
1400000US13013180205,"Census Tract 1802.05, Barrow County, Georgia",4708,813,540,956,232,139
1400000US13013180206,"Census Tract 1802.06, Barrow County, Georgia",3298,227,169,321,0,32
1400000US13013180301,"Census Tract 1803.01, Barrow County, Georgia",3090,212,145,271,41,10
1400000US13013180302,"Census Tract 1803.02, Barrow County, Georgia",5579,551,489,799,46,102
1400000US13013180303,"Census Tract 1803.03, Barrow County, Georgia",5754,116,322,420,8,173
1400000US13013180401,"Census Tract 1804.01, Barrow County, Georgia",5778,501,499,318,160,0
1400000US13013180402,"Census Tract 1804.02, Barrow County, Georgia",6754,1028,1127,881,274,85
1400000US13013180501,"Census Tract 1805.01, Barrow County, Georgia",7941,968,867,258,150,25
1400000US13013180502,"Census Tract 1805.02, Barrow County, Georgia",4878,834,776,751,387,21
1400000US13013180503,"Census Tract 1805.03, Barrow County, Georgia",5635,1043,584,989,203,268
1400000US13015960101,"Census Tract 9601.01, Bartow County, Georgia",1636,24,37,127,0,0
1400000US13015960103,"Census Tract 9601.03, Bartow County, Georgia",3596,74,17,10,0,0
1400000US13015960104,"Census Tract 9601.04, Bartow County, Georgia",2890,0,221,322,0,0
1400000US13015960105,"Census Tract 9601.05, Bartow County, Georgia",3647,0,66,367,0,0
1400000US13015960201,"Census Tract 9602.01, Bartow County, Georgia",3104,315,0,44,0,0
1400000US13015960202,"Census Tract 9602.02, Bartow County, Georgia",3869,423,189,275,2,56
1400000US13015960203,"Census Tract 9602.03, Bartow County, Georgia",4145,124,117,674,0,0
1400000US13015960301,"Census Tract 9603.01, Bartow County, Georgia",3558,80,213,128,11,0
1400000US13015960302,"Census Tract 9603.02, Bartow County, Georgia",3138,207,240,546,90,177
1400000US13015960403,"Census Tract 9604.03, Bartow County, Georgia",4433,1110,831,648,289,0
1400000US13015960404,"Census Tract 9604.04, Bartow County, Georgia",5420,601,1166,1101,36,577
1400000US13015960405,"Census Tract 9604.05, Bartow County, Georgia",4112,953,62,394,93,62
1400000US13015960406,"Census Tract 9604.06, Bartow County, Georgia",2639,419,350,15,0,0
1400000US13015960407,"Census Tract 9604.07, Bartow County, Georgia",2547,131,12,240,46,3
1400000US13015960501,"Census Tract 9605.01, Bartow County, Georgia",5880,1248,619,994,230,93
1400000US13015960502,"Census Tract 9605.02, Bartow County, Georgia",2585,124,270,278,0,0
1400000US13015960601,"Census Tract 9606.01, Bartow County, Georgia",5043,427,288,602,199,0
1400000US13015960602,"Census Tract 9606.02, Bartow County, Georgia",3229,833,635,704,279,0
1400000US13015960701,"Census Tract 9607.01, Bartow County, Georgia",4572,1116,1600,1432,236,644
1400000US13015960702,"Census Tract 9607.02, Bartow County, Georgia",2751,278,190,89,0,0
1400000US13015960801,"Census Tract 9608.01, Bartow County, Georgia",4306,518,483,980,0,219
1400000US13015960802,"Census Tract 9608.02, Bartow County, Georgia",3232,95,578,856,2,86
1400000US13015960804,"Census Tract 9608.04, Bartow County, Georgia",3475,45,211,363,13,69
1400000US13015960805,"Census Tract 9608.05, Bartow County, Georgia",1912,93,11,419,7,8
1400000US13015960901,"Census Tract 9609.01, Bartow County, Georgia",2826,125,143,232,39,2
1400000US13015960902,"Census Tract 9609.02, Bartow County, Georgia",7539,498,417,736,38,0
1400000US13015961001,"Census Tract 9610.01, Bartow County, Georgia",5673,385,56,299,184,0
1400000US13015961002,"Census Tract 9610.02, Bartow County, Georgia",3272,0,367,330,0,13
1400000US13017960100,"Census Tract 9601, Ben Hill County, Georgia",2813,496,110,647,226,67
1400000US13017960200,"Census Tract 9602, Ben Hill County, Georgia",1482,263,14,324,135,0
1400000US13017960300,"Census Tract 9603, Ben Hill County, Georgia",3218,883,277,774,442,42
1400000US13017960400,"Census Tract 9604, Ben Hill County, Georgia",3996,2242,597,1461,993,240
1400000US13017960501,"Census Tract 9605.01, Ben Hill County, Georgia",869,516,27,305,155,0
1400000US13017960502,"Census Tract 9605.02, Ben Hill County, Georgia",4132,1656,24,1297,726,0
1400000US13019970100,"Census Tract 9701, Berrien County, Georgia",1587,327,58,345,101,0
1400000US13019970200,"Census Tract 9702, Berrien County, Georgia",4284,155,506,1052,15,85
1400000US13019970300,"Census Tract 9703, Berrien County, Georgia",2638,131,10,270,28,10
1400000US13019970400,"Census Tract 9704, Berrien County, Georgia",3485,551,94,1010,97,24
1400000US13019970500,"Census Tract 9705, Berrien County, Georgia",3476,414,134,646,174,32
1400000US13019970600,"Census Tract 9706, Berrien County, Georgia",3428,308,206,956,61,35
1400000US13021010100,"Census Tract 101, Bibb County, Georgia",1724,1618,25,1059,1055,0
1400000US13021010200,"Census Tract 102, Bibb County, Georgia",1813,560,0,326,114,0
1400000US13021010400,"Census Tract 104, Bibb County, Georgia",1800,1627,7,628,562,0
1400000US13021010500,"Census Tract 105, Bibb County, Georgia",552,523,0,287,260,0
1400000US13021010800,"Census Tract 108, Bibb County, Georgia",1666,380,36,639,223,4
1400000US13021011001,"Census Tract 110.01, Bibb County, Georgia",3183,1809,8,1314,1035,0
1400000US13021011002,"Census Tract 110.02, Bibb County, Georgia",865,570,0,185,160,0
1400000US13021011100,"Census Tract 111, Bibb County, Georgia",1858,1722,39,1372,1303,29
1400000US13021011500,"Census Tract 115, Bibb County, Georgia",1190,1165,0,687,673,0
1400000US13021011701,"Census Tract 117.01, Bibb County, Georgia",2844,2455,78,1201,1068,37
1400000US13021011702,"Census Tract 117.02, Bibb County, Georgia",3861,3458,0,980,830,0
1400000US13021011800,"Census Tract 118, Bibb County, Georgia",3670,1440,120,580,271,49
1400000US13021011900,"Census Tract 119, Bibb County, Georgia",1794,734,15,286,221,0
1400000US13021012000,"Census Tract 120, Bibb County, Georgia",4481,816,126,248,85,0
1400000US13021012101,"Census Tract 121.01, Bibb County, Georgia",2481,615,403,808,244,382
1400000US13021012102,"Census Tract 121.02, Bibb County, Georgia",5589,2402,158,590,372,12
1400000US13021012200,"Census Tract 122, Bibb County, Georgia",2610,2000,27,841,746,15
1400000US13021012400,"Census Tract 124, Bibb County, Georgia",4656,4439,0,2705,2630,0
1400000US13021012500,"Census Tract 125, Bibb County, Georgia",2543,2102,0,1138,1047,0
1400000US13021012600,"Census Tract 126, Bibb County, Georgia",3947,3330,71,688,441,42
1400000US13021012700,"Census Tract 127, Bibb County, Georgia",1712,1412,218,775,749,11
1400000US13021012800,"Census Tract 128, Bibb County, Georgia",2871,2618,0,1403,1377,0
1400000US13021012900,"Census Tract 129, Bibb County, Georgia",1497,793,284,552,341,42
1400000US13021013101,"Census Tract 131.01, Bibb County, Georgia",4924,3854,279,2534,1883,279
1400000US13021013102,"Census Tract 131.02, Bibb County, Georgia",3832,3217,212,782,713,0
1400000US13021013201,"Census Tract 132.01, Bibb County, Georgia",5486,5006,137,1904,1826,7
1400000US13021013202,"Census Tract 132.02, Bibb County, Georgia",2770,2071,64,1267,804,38
1400000US13021013302,"Census Tract 133.02, Bibb County, Georgia",3953,3052,48,813,667,48
1400000US13021013407,"Census Tract 134.07, Bibb County, Georgia",4816,2377,104,770,427,0
1400000US13021013408,"Census Tract 134.08, Bibb County, Georgia",3862,682,98,197,36,0
1400000US13021013409,"Census Tract 134.09, Bibb County, Georgia",3889,1912,113,307,176,20
1400000US13021013411,"Census Tract 134.11, Bibb County, Georgia",4952,989,708,990,165,47
1400000US13021013412,"Census Tract 134.12, Bibb County, Georgia",3710,479,115,251,12,68
1400000US13021013413,"Census Tract 134.13, Bibb County, Georgia",1714,105,92,49,0,0
1400000US13021013502,"Census Tract 135.02, Bibb County, Georgia",1809,337,220,309,17,85
1400000US13021013503,"Census Tract 135.03, Bibb County, Georgia",2363,924,300,322,102,126
1400000US13021013505,"Census Tract 135.05, Bibb County, Georgia",4629,1041,0,321,111,0
1400000US13021013506,"Census Tract 135.06, Bibb County, Georgia",4363,1071,106,613,229,68
1400000US13021013603,"Census Tract 136.03, Bibb County, Georgia",4058,1172,135,978,396,0
1400000US13021013604,"Census Tract 136.04, Bibb County, Georgia",4617,1687,119,379,25,0
1400000US13021013605,"Census Tract 136.05, Bibb County, Georgia",6381,3166,125,589,298,24
1400000US13021013607,"Census Tract 136.07, Bibb County, Georgia",2961,837,0,169,0,0
1400000US13021013608,"Census Tract 136.08, Bibb County, Georgia",3257,1543,59,172,80,0
1400000US13021013701,"Census Tract 137.01, Bibb County, Georgia",1163,575,44,377,248,0
1400000US13021013702,"Census Tract 137.02, Bibb County, Georgia",1096,606,36,585,490,7
1400000US13021013800,"Census Tract 138, Bibb County, Georgia",1238,1191,8,645,599,8
1400000US13021013900,"Census Tract 139, Bibb County, Georgia",1651,707,83,347,183,0
1400000US13021014000,"Census Tract 140, Bibb County, Georgia",3778,2976,27,1723,1463,0
1400000US13023790100,"Census Tract 7901, Bleckley County, Georgia",4555,533,154,593,228,0
1400000US13023790200,"Census Tract 7902, Bleckley County, Georgia",2568,1103,0,671,331,0
1400000US13023790301,"Census Tract 7903.01, Bleckley County, Georgia",2109,705,56,329,229,0
1400000US13023790302,"Census Tract 7903.02, Bleckley County, Georgia",2334,549,146,532,281,0
1400000US13025960101,"Census Tract 9601.01, Brantley County, Georgia",4204,34,88,486,0,0
1400000US13025960102,"Census Tract 9601.02, Brantley County, Georgia",3380,151,91,942,0,24
1400000US13025960201,"Census Tract 9602.01, Brantley County, Georgia",2081,0,0,209,0,0
1400000US13025960202,"Census Tract 9602.02, Brantley County, Georgia",3605,203,6,747,77,0
1400000US13025960300,"Census Tract 9603, Brantley County, Georgia",5543,261,247,1156,119,0
1400000US13027960200,"Census Tract 9602, Brooks County, Georgia",1228,253,34,208,64,0
1400000US13027960301,"Census Tract 9603.01, Brooks County, Georgia",3748,818,94,492,142,0
1400000US13027960302,"Census Tract 9603.02, Brooks County, Georgia",1784,83,401,368,38,256
1400000US13027960400,"Census Tract 9604, Brooks County, Georgia",3630,1977,143,1113,760,29
1400000US13027960500,"Census Tract 9605, Brooks County, Georgia",2678,1829,137,989,937,72
1400000US13027960600,"Census Tract 9606, Brooks County, Georgia",2361,586,100,358,129,74
1400000US13029920101,"Census Tract 9201.01, Bryan County, Georgia",5000,919,124,709,272,0
1400000US13029920103,"Census Tract 9201.03, Bryan County, Georgia",4642,899,114,725,216,39
1400000US13029920104,"Census Tract 9201.04, Bryan County, Georgia",1508,231,77,0,0,0
1400000US13029920301,"Census Tract 9203.01, Bryan County, Georgia",1710,484,140,227,52,117
1400000US13029920303,"Census Tract 9203.03, Bryan County, Georgia",6285,1324,1018,1067,272,211
1400000US13029920305,"Census Tract 9203.05, Bryan County, Georgia",4367,440,94,310,24,20
1400000US13029920307,"Census Tract 9203.07, Bryan County, Georgia",6799,529,629,164,0,19
1400000US13029920308,"Census Tract 9203.08, Bryan County, Georgia",7758,672,673,725,226,38
1400000US13029980000,"Census Tract 9800, Bryan County, Georgia",0,0,0,0,0,0
1400000US13031110100,"Census Tract 1101, Bulloch County, Georgia",3792,1054,0,754,319,0
1400000US13031110201,"Census Tract 1102.01, Bulloch County, Georgia",3513,1323,65,335,225,0
1400000US13031110202,"Census Tract 1102.02, Bulloch County, Georgia",4542,1314,91,1110,722,75
1400000US13031110301,"Census Tract 1103.01, Bulloch County, Georgia",3693,681,20,289,139,0
1400000US13031110302,"Census Tract 1103.02, Bulloch County, Georgia",4735,551,205,285,0,44
1400000US13031110401,"Census Tract 1104.01, Bulloch County, Georgia",3735,2051,68,1223,831,13
1400000US13031110405,"Census Tract 1104.05, Bulloch County, Georgia",5594,2487,840,2371,809,147
1400000US13031110406,"Census Tract 1104.06, Bulloch County, Georgia",1617,662,131,936,486,123
1400000US13031110407,"Census Tract 1104.07, Bulloch County, Georgia",450,120,41,270,57,9
1400000US13031110408,"Census Tract 1104.08, Bulloch County, Georgia",1161,616,20,511,191,4
1400000US13031110500,"Census Tract 1105, Bulloch County, Georgia",4061,524,423,1483,170,126
1400000US13031110602,"Census Tract 1106.02, Bulloch County, Georgia",4177,2054,89,1446,1098,31
1400000US13031110603,"Census Tract 1106.03, Bulloch County, Georgia",3981,1035,13,243,0,0
1400000US13031110604,"Census Tract 1106.04, Bulloch County, Georgia",2832,690,248,785,357,124
1400000US13031110701,"Census Tract 1107.01, Bulloch County, Georgia",4804,1200,104,1103,7,31
1400000US13031110702,"Census Tract 1107.02, Bulloch County, Georgia",3759,333,140,486,0,5
1400000US13031110703,"Census Tract 1107.03, Bulloch County, Georgia",2393,297,110,326,63,61
1400000US13031110800,"Census Tract 1108, Bulloch County, Georgia",2918,778,120,594,276,59
1400000US13031110901,"Census Tract 1109.01, Bulloch County, Georgia",4309,601,0,643,0,0
1400000US13031110902,"Census Tract 1109.02, Bulloch County, Georgia",2973,433,13,224,0,0
1400000US13033950101,"Census Tract 9501.01, Burke County, Georgia",2418,743,84,97,0,0
1400000US13033950102,"Census Tract 9501.02, Burke County, Georgia",3102,1548,256,527,481,0
1400000US13033950200,"Census Tract 9502, Burke County, Georgia",2757,372,165,281,71,0
1400000US13033950400,"Census Tract 9504, Burke County, Georgia",4477,3265,55,975,826,36
1400000US13033950500,"Census Tract 9505, Burke County, Georgia",4908,2492,22,1297,985,0
1400000US13033950700,"Census Tract 9507, Burke County, Georgia",2913,1473,31,739,562,0
1400000US13033950900,"Census Tract 9509, Burke County, Georgia",1546,680,114,280,126,17
1400000US13035150101,"Census Tract 1501.01, Butts County, Georgia",4145,0,52,747,0,0
1400000US13035150102,"Census Tract 1501.02, Butts County, Georgia",4384,874,78,679,157,0
1400000US13035150201,"Census Tract 1502.01, Butts County, Georgia",4956,2443,12,1864,1361,0
1400000US13035150202,"Census Tract 1502.02, Butts County, Georgia",2187,701,0,111,0,0
1400000US13035150300,"Census Tract 1503, Butts County, Georgia",5886,1493,460,1282,705,13
1400000US13037950100,"Census Tract 9501, Calhoun County, Georgia",1385,646,53,184,152,0
1400000US13037950200,"Census Tract 9502, Calhoun County, Georgia",3009,1976,105,910,776,2
1400000US13039010100,"Census Tract 101, Camden County, Georgia",2765,497,75,326,278,0
1400000US13039010201,"Census Tract 102.01, Camden County, Georgia",2439,1017,2,368,206,0
1400000US13039010202,"Census Tract 102.02, Camden County, Georgia",2624,269,107,178,0,0
1400000US13039010302,"Census Tract 103.02, Camden County, Georgia",5062,1756,143,1165,707,21
1400000US13039010303,"Census Tract 103.03, Camden County, Georgia",3463,760,273,389,199,0
1400000US13039010304,"Census Tract 103.04, Camden County, Georgia",2860,584,0,618,152,0
1400000US13039010305,"Census Tract 103.05, Camden County, Georgia",2122,329,16,288,0,0
1400000US13039010403,"Census Tract 104.03, Camden County, Georgia",3816,326,96,289,6,39
1400000US13039010404,"Census Tract 104.04, Camden County, Georgia",4606,1187,630,866,615,0
1400000US13039010405,"Census Tract 104.05, Camden County, Georgia",7427,872,923,878,136,159
1400000US13039010406,"Census Tract 104.06, Camden County, Georgia",2150,0,336,99,0,0
1400000US13039010407,"Census Tract 104.07, Camden County, Georgia",3619,313,273,184,0,0
1400000US13039010500,"Census Tract 105, Camden County, Georgia",1608,290,294,246,46,43
1400000US13039010602,"Census Tract 106.02, Camden County, Georgia",1539,62,64,48,21,0
1400000US13039010603,"Census Tract 106.03, Camden County, Georgia",2427,339,168,721,267,0
1400000US13039010604,"Census Tract 106.04, Camden County, Georgia",3434,1003,240,1099,666,108
1400000US13039990000,"Census Tract 9900, Camden County, Georgia",0,0,0,0,0,0
1400000US13043950100,"Census Tract 9501, Candler County, Georgia",4753,1453,370,1322,524,124
1400000US13043950200,"Census Tract 9502, Candler County, Georgia",3671,869,431,782,296,310
1400000US13043950300,"Census Tract 9503, Candler County, Georgia",2152,298,460,553,85,183
1400000US13045910101,"Census Tract 9101.01, Carroll County, Georgia",5971,2827,145,215,83,0
1400000US13045910103,"Census Tract 9101.03, Carroll County, Georgia",4879,840,308,552,200,0
1400000US13045910105,"Census Tract 9101.05, Carroll County, Georgia",5058,897,290,273,0,0
1400000US13045910106,"Census Tract 9101.06, Carroll County, Georgia",5396,1221,1034,1566,85,455
1400000US13045910201,"Census Tract 9102.01, Carroll County, Georgia",3466,407,0,357,23,0
1400000US13045910202,"Census Tract 9102.02, Carroll County, Georgia",5078,1469,93,230,0,0
1400000US13045910203,"Census Tract 9102.03, Carroll County, Georgia",4319,677,0,786,0,0
1400000US13045910301,"Census Tract 9103.01, Carroll County, Georgia",3151,378,422,875,205,342
1400000US13045910302,"Census Tract 9103.02, Carroll County, Georgia",3892,168,323,263,42,23
1400000US13045910400,"Census Tract 9104, Carroll County, Georgia",3454,193,8,301,5,0
1400000US13045910502,"Census Tract 9105.02, Carroll County, Georgia",3113,1122,894,1718,621,382
1400000US13045910503,"Census Tract 9105.03, Carroll County, Georgia",3959,1564,698,1668,631,480
1400000US13045910504,"Census Tract 9105.04, Carroll County, Georgia",1796,688,195,496,373,0
1400000US13045910600,"Census Tract 9106, Carroll County, Georgia",6173,1298,485,728,573,0
1400000US13045910704,"Census Tract 9107.04, Carroll County, Georgia",3110,373,0,343,0,0
1400000US13045910705,"Census Tract 9107.05, Carroll County, Georgia",5015,1005,789,1263,487,320
1400000US13045910706,"Census Tract 9107.06, Carroll County, Georgia",5171,403,118,129,0,0
1400000US13045910707,"Census Tract 9107.07, Carroll County, Georgia",4629,0,189,1010,0,80
1400000US13045910708,"Census Tract 9107.08, Carroll County, Georgia",3904,1143,470,671,587,0
1400000US13045910709,"Census Tract 9107.09, Carroll County, Georgia",3636,1026,519,429,73,0
1400000US13045910800,"Census Tract 9108, Carroll County, Georgia",4251,184,101,899,45,3
1400000US13045910900,"Census Tract 9109, Carroll County, Georgia",4437,344,72,678,15,72
1400000US13045911001,"Census Tract 9110.01, Carroll County, Georgia",3607,518,129,145,115,0
1400000US13045911002,"Census Tract 9110.02, Carroll County, Georgia",3097,996,206,366,134,2
1400000US13045911101,"Census Tract 9111.01, Carroll County, Georgia",4970,632,381,1490,466,282
1400000US13045911102,"Census Tract 9111.02, Carroll County, Georgia",3002,329,18,279,25,0
1400000US13045911201,"Census Tract 9112.01, Carroll County, Georgia",3017,575,35,604,111,0
1400000US13045911202,"Census Tract 9112.02, Carroll County, Georgia",3326,185,158,339,18,84
1400000US13047030100,"Census Tract 301, Catoosa County, Georgia",6409,128,252,802,9,0
1400000US13047030201,"Census Tract 302.01, Catoosa County, Georgia",5337,240,188,608,85,0
1400000US13047030202,"Census Tract 302.02, Catoosa County, Georgia",6782,285,183,944,0,22
1400000US13047030303,"Census Tract 303.03, Catoosa County, Georgia",3865,68,0,117,68,0
1400000US13047030304,"Census Tract 303.04, Catoosa County, Georgia",3884,20,14,71,0,0
1400000US13047030305,"Census Tract 303.05, Catoosa County, Georgia",1982,0,25,139,0,8
1400000US13047030306,"Census Tract 303.06, Catoosa County, Georgia",5450,30,227,342,8,0
1400000US13047030402,"Census Tract 304.02, Catoosa County, Georgia",6429,126,438,431,0,0
1400000US13047030403,"Census Tract 304.03, Catoosa County, Georgia",4879,0,239,10,0,0
1400000US13047030404,"Census Tract 304.04, Catoosa County, Georgia",2281,43,124,159,43,19
1400000US13047030501,"Census Tract 305.01, Catoosa County, Georgia",2780,14,246,443,0,52
1400000US13047030502,"Census Tract 305.02, Catoosa County, Georgia",3564,0,0,460,0,0
1400000US13047030600,"Census Tract 306, Catoosa County, Georgia",5820,116,0,589,40,0
1400000US13047030701,"Census Tract 307.01, Catoosa County, Georgia",2715,114,48,330,11,0
1400000US13047030702,"Census Tract 307.02, Catoosa County, Georgia",4345,159,54,524,0,0
1400000US13049010101,"Census Tract 101.01, Charlton County, Georgia",3914,1096,151,605,179,133
1400000US13049010102,"Census Tract 101.02, Charlton County, Georgia",4658,2005,0,1504,808,0
1400000US13049010200,"Census Tract 102, Charlton County, Georgia",3288,130,9,647,99,0
1400000US13051000601,"Census Tract 6.01, Chatham County, Georgia",3795,3085,71,1242,892,22
1400000US13051001100,"Census Tract 11, Chatham County, Georgia",1705,791,75,436,219,27
1400000US13051001200,"Census Tract 12, Chatham County, Georgia",2719,2655,20,1774,1767,13
1400000US13051002000,"Census Tract 20, Chatham County, Georgia",1408,766,45,721,449,29
1400000US13051002100,"Census Tract 21, Chatham County, Georgia",2409,1793,0,573,430,0
1400000US13051002200,"Census Tract 22, Chatham County, Georgia",4376,3241,95,732,663,19
1400000US13051002300,"Census Tract 23, Chatham County, Georgia",1692,1520,14,490,423,14
1400000US13051002600,"Census Tract 26, Chatham County, Georgia",1771,1004,70,306,106,22
1400000US13051002700,"Census Tract 27, Chatham County, Georgia",3047,2360,50,547,358,0
1400000US13051002800,"Census Tract 28, Chatham County, Georgia",2833,2496,39,980,824,13
1400000US13051002900,"Census Tract 29, Chatham County, Georgia",2704,29,27,186,0,0
1400000US13051003000,"Census Tract 30, Chatham County, Georgia",1720,31,88,169,0,12
1400000US13051003301,"Census Tract 33.01, Chatham County, Georgia",1750,1553,88,361,295,0
1400000US13051003302,"Census Tract 33.02, Chatham County, Georgia",1996,1935,0,219,172,0
1400000US13051003400,"Census Tract 34, Chatham County, Georgia",3986,1744,316,497,195,0
1400000US13051003501,"Census Tract 35.01, Chatham County, Georgia",2484,1630,32,792,605,28
1400000US13051003502,"Census Tract 35.02, Chatham County, Georgia",3502,2260,91,669,596,16
1400000US13051003601,"Census Tract 36.01, Chatham County, Georgia",3986,2938,50,1072,871,15
1400000US13051003602,"Census Tract 36.02, Chatham County, Georgia",5042,3503,134,1294,1050,32
1400000US13051003700,"Census Tract 37, Chatham County, Georgia",2185,1234,212,439,244,64
1400000US13051003800,"Census Tract 38, Chatham County, Georgia",2418,2177,0,390,356,0
1400000US13051003900,"Census Tract 39, Chatham County, Georgia",3594,2438,133,470,221,0
1400000US13051004001,"Census Tract 40.01, Chatham County, Georgia",4189,1202,325,341,90,29
1400000US13051004002,"Census Tract 40.02, Chatham County, Georgia",3097,1211,146,441,101,10
1400000US13051004100,"Census Tract 41, Chatham County, Georgia",2210,495,134,220,84,46
1400000US13051004207,"Census Tract 42.07, Chatham County, Georgia",3037,1678,338,767,644,214
1400000US13051004208,"Census Tract 42.08, Chatham County, Georgia",4487,2123,511,753,460,114
1400000US13051004209,"Census Tract 42.09, Chatham County, Georgia",3641,1527,388,628,257,121
1400000US13051004210,"Census Tract 42.10, Chatham County, Georgia",4892,3025,130,667,482,52
1400000US13051004211,"Census Tract 42.11, Chatham County, Georgia",4602,1917,218,406,200,27
1400000US13051004212,"Census Tract 42.12, Chatham County, Georgia",4318,1061,253,438,114,26
1400000US13051004300,"Census Tract 43, Chatham County, Georgia",1927,428,363,375,11,110
1400000US13051004400,"Census Tract 44, Chatham County, Georgia",2592,2487,0,979,924,0
1400000US13051004500,"Census Tract 45, Chatham County, Georgia",4367,4102,230,807,623,170
1400000US13051010102,"Census Tract 101.02, Chatham County, Georgia",3847,1736,46,1112,752,18
1400000US13051010200,"Census Tract 102, Chatham County, Georgia",4496,2216,424,520,301,26
1400000US13051010502,"Census Tract 105.02, Chatham County, Georgia",4547,3826,26,1541,1469,17
1400000US13051010503,"Census Tract 105.03, Chatham County, Georgia",1712,187,186,547,71,186
1400000US13051010504,"Census Tract 105.04, Chatham County, Georgia",2868,358,1105,1024,159,230
1400000US13051010601,"Census Tract 106.01, Chatham County, Georgia",4170,2431,118,663,277,40
1400000US13051010603,"Census Tract 106.03, Chatham County, Georgia",2246,1300,183,323,240,35
1400000US13051010701,"Census Tract 107.01, Chatham County, Georgia",1381,225,31,0,0,0
1400000US13051010702,"Census Tract 107.02, Chatham County, Georgia",4346,1630,195,29,29,0
1400000US13051010703,"Census Tract 107.03, Chatham County, Georgia",5707,2370,486,148,0,142
1400000US13051010704,"Census Tract 107.04, Chatham County, Georgia",5801,1958,386,114,0,0
1400000US13051010705,"Census Tract 107.05, Chatham County, Georgia",2952,986,130,30,0,0
1400000US13051010706,"Census Tract 107.06, Chatham County, Georgia",1894,353,0,0,0,0
1400000US13051010707,"Census Tract 107.07, Chatham County, Georgia",3482,1727,534,39,0,0
1400000US13051010801,"Census Tract 108.01, Chatham County, Georgia",3767,902,263,329,46,58
